ID	reERR1346801_taxonomic_profile	reERR1346802_taxonomic_profile	reERR1346803_taxonomic_profile	reERR1346804_taxonomic_profile	reERR1346805_taxonomic_profile	reERR1346806_taxonomic_profile	reERR1346807_taxonomic_profile	reERR1346808_taxonomic_profile	reERR1346809_taxonomic_profile	reERR1346810_taxonomic_profile	reERR1346811_taxonomic_profile	reERR1346812_taxonomic_profile	reERR1346813_taxonomic_profile	reERR1346814_taxonomic_profile	reERR1346815_taxonomic_profile	reERR1346816_taxonomic_profile	reERR1346817_taxonomic_profile	reERR1346818_taxonomic_profile	reERR1346819_taxonomic_profile	reERR1346820_taxonomic_profile	reERR1346821_taxonomic_profile	reERR1346822_taxonomic_profile	reERR1346823_taxonomic_profile	reERR1346824_taxonomic_profile	reERR1346825_taxonomic_profile	reERR1346826_taxonomic_profile	reERR1346827_taxonomic_profile	reERR1346828_taxonomic_profile	reERR1346829_taxonomic_profile	reERR1346830_taxonomic_profile	reERR1346831_taxonomic_profile	reERR1346832_taxonomic_profile	reERR1346833_taxonomic_profile	reERR1346834_taxonomic_profile	reERR1346835_taxonomic_profile	reERR1346836_taxonomic_profile	reERR1346837_taxonomic_profile	reERR1346838_taxonomic_profile	reERR1346839_taxonomic_profile	reERR1346840_taxonomic_profile	reERR1346841_taxonomic_profile	reERR1346842_taxonomic_profile	reERR1346843_taxonomic_profile	reERR1346844_taxonomic_profile	reERR1346845_taxonomic_profile	reERR1346846_taxonomic_profile	reERR1346847_taxonomic_profile	reERR1346848_taxonomic_profile	reERR1346849_taxonomic_profile	reERR1346850_taxonomic_profile	reERR1346851_taxonomic_profile	reERR1346852_taxonomic_profile	reERR1346853_taxonomic_profile	reERR1346854_taxonomic_profile	reERR1346855_taxonomic_profile	reERR1346856_taxonomic_profile	reERR1346857_taxonomic_profile	reERR1346858_taxonomic_profile	reERR1346859_taxonomic_profile	reERR1346860_taxonomic_profile	reERR1346861_taxonomic_profile	reERR1346862_taxonomic_profile	reERR1346863_taxonomic_profile	reERR1346864_taxonomic_profile	reERR1346865_taxonomic_profile	reERR1346866_taxonomic_profile	reERR1346867_taxonomic_profile	reERR1346868_taxonomic_profile	reERR1346869_taxonomic_profile	reERR1346870_taxonomic_profile	reERR1346871_taxonomic_profile	reERR1346872_taxonomic_profile	reERR1346873_taxonomic_profile	reERR1346874_taxonomic_profile	reERR1346875_taxonomic_profile	reERR1346876_taxonomic_profile	reERR1346877_taxonomic_profile	reERR1346878_taxonomic_profile	reERR1346879_taxonomic_profile	reERR1346880_taxonomic_profile	reERR1346881_taxonomic_profile	reERR1346882_taxonomic_profile	reERR1346883_taxonomic_profile	reERR1346884_taxonomic_profile	reERR1346887_taxonomic_profile	reERR1346888_taxonomic_profile	reERR1346889_taxonomic_profile	reERR1346890_taxonomic_profile	reERR1346891_taxonomic_profile	reERR1346892_taxonomic_profile
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_leguminosarum|t__Rhizobium_leguminosarum_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Sinorhizobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Sinorhizobium|s__Sinorhizobium_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae	0.34087	0.0	0.0	0.0	0.26816	0.46147	0.05006	0.24575	0.0	0.0	0.0	0.0	0.0	0.0	0.09512	0.12451	0.09217	0.0	0.06527	0.13056	0.0	0.30748	0.07061	0.0	0.0	0.3179	0.05665	0.50144	0.04835	0.0	0.05063	0.0	0.09031	0.88942	0.22257	0.14489	0.0	0.16597	0.18026	0.22273	0.0	0.0	1.26735	0.0	0.47526	0.0	1.41627	0.35721	0.0	0.63493	0.0	0.0	0.0	0.0	0.0	2.0244	0.0	0.0	0.43212	0.3244	0.33088	0.0	0.0	5.31544	0.25511	0.65144	6.98506	0.59911	0.0	0.45321	0.0	0.6858	0.25153	1.04978	0.0	0.18138	0.33269	0.0	2.2467	0.0	0.0	5.92211	0.0	0.0	0.74153	0.32968	0.64939	0.17052	0.12786	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae|g__Rhodobiaceae_unclassified	0.34087	0.0	0.0	0.0	0.26816	0.46147	0.05006	0.24575	0.0	0.0	0.0	0.0	0.0	0.0	0.09512	0.12451	0.09217	0.0	0.06527	0.13056	0.0	0.30748	0.07061	0.0	0.0	0.3179	0.05665	0.50144	0.04835	0.0	0.05063	0.0	0.09031	0.88942	0.22257	0.14489	0.0	0.16597	0.18026	0.22273	0.0	0.0	1.26735	0.0	0.47526	0.0	1.41627	0.35721	0.0	0.63493	0.0	0.0	0.0	0.0	0.0	2.0244	0.0	0.0	0.43212	0.3244	0.33088	0.0	0.0	5.31544	0.25511	0.65144	6.98506	0.59911	0.0	0.45321	0.0	0.6858	0.25153	1.04978	0.0	0.18138	0.33269	0.0	2.2467	0.0	0.0	5.92211	0.0	0.0	0.74153	0.32968	0.64939	0.17052	0.12786	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01108	0.0	0.0	0.00485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__Xanthobacteraceae_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01108	0.0	0.0	0.00485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01442	0.0	0.00789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01442	0.0	0.00789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Labrenzia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01442	0.0	0.00789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Labrenzia|s__Labrenzia_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01442	0.0	0.00789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	0.02472	1.14454	0.35697	0.18981	0.05712	0.34336	0.0734	0.13714	0.33221	0.0	0.0	0.0	0.0	0.0	0.06079	0.37959	0.36604	1.26459	0.16636	0.258	0.0	0.97322	0.01558	0.0	0.12084	0.0	0.22591	0.37358	0.00879	0.13381	0.05752	0.0	1.40035	1.50209	0.1242	0.1504	0.1372	0.18524	0.28075	0.0	0.0	0.31809	0.0	0.0	0.18278	0.0	1.58067	0.0	0.66184	0.0	0.0	0.0	0.0	0.0	0.0	0.14682	0.0	0.0	0.0	0.0	0.0	0.0	0.37351	0.74156	0.0	1.13804	0.0	0.21298	0.0	0.28189	0.0	0.0	0.0	0.0	0.0	0.98328	0.0	0.0	0.17911	0.0	0.0	4.52541	0.0	0.0	0.16479	0.10234	0.04124	0.23732	0.0	0.08316
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae	0.02472	0.0	0.226	0.04519	0.05712	0.0	0.01103	0.0	0.03669	0.0	0.0	0.0	0.0	0.0	0.0	0.20638	0.06209	0.0	0.11779	0.258	0.0	0.27704	0.01558	0.0	0.12084	0.0	0.06783	0.35348	0.0	0.02578	0.0	0.0	0.03924	0.15549	0.0	0.06305	0.03869	0.0	0.07957	0.0	0.0	0.0	0.0	0.0	0.02665	0.0	0.0	0.0	0.29776	0.0	0.0	0.0	0.0	0.0	0.0	0.14682	0.0	0.0	0.0	0.0	0.0	0.0	0.0961	0.0	0.0	0.0	0.0	0.14999	0.0	0.03482	0.0	0.0	0.0	0.0	0.0	0.50816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01874	0.10234	0.0	0.0391	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter	0.0	0.0	0.0	0.02762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03433	0.0	0.04052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10234	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_unclassified	0.0	0.0	0.0	0.02762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03433	0.0	0.04052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10234	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconacetobacter	0.02472	0.0	0.226	0.01758	0.05712	0.0	0.01103	0.0	0.03669	0.0	0.0	0.0	0.0	0.0	0.0	0.20638	0.02343	0.0	0.07727	0.19881	0.0	0.27704	0.01558	0.0	0.12084	0.0	0.06783	0.35348	0.0	0.02578	0.0	0.0	0.03924	0.15549	0.0	0.06305	0.03869	0.0	0.07957	0.0	0.0	0.0	0.0	0.0	0.02665	0.0	0.0	0.0	0.29776	0.0	0.0	0.0	0.0	0.0	0.0	0.14682	0.0	0.0	0.0	0.0	0.0	0.0	0.0961	0.0	0.0	0.0	0.0	0.14999	0.0	0.03482	0.0	0.0	0.0	0.0	0.0	0.29425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01874	0.0	0.0	0.0391	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconacetobacter|s__Gluconacetobacter_unclassified	0.02472	0.0	0.226	0.01758	0.05712	0.0	0.01103	0.0	0.03669	0.0	0.0	0.0	0.0	0.0	0.0	0.20638	0.02343	0.0	0.07727	0.19881	0.0	0.27704	0.01558	0.0	0.12084	0.0	0.06783	0.35348	0.0	0.02578	0.0	0.0	0.03924	0.15549	0.0	0.06305	0.03869	0.0	0.07957	0.0	0.0	0.0	0.0	0.0	0.02665	0.0	0.0	0.0	0.29776	0.0	0.0	0.0	0.0	0.0	0.0	0.14682	0.0	0.0	0.0	0.0	0.0	0.0	0.0961	0.0	0.0	0.0	0.0	0.14999	0.0	0.03482	0.0	0.0	0.0	0.0	0.0	0.29425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01874	0.0	0.0	0.0391	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Roseomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00433	0.0	0.0	0.05919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Roseomonas|s__Roseomonas_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00433	0.0	0.0	0.05919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae	0.0	1.14454	0.0	0.14461	0.0	0.34336	0.06238	0.13714	0.26349	0.0	0.0	0.0	0.0	0.0	0.05308	0.0	0.28802	1.13476	0.04857	0.0	0.0	0.68635	0.0	0.0	0.0	0.0	0.12645	0.0	0.00879	0.0	0.02825	0.0	1.2868	1.33946	0.1242	0.0	0.09852	0.18524	0.20119	0.0	0.0	0.31809	0.0	0.0	0.14832	0.0	1.58067	0.0	0.36408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74156	0.0	1.13274	0.0	0.04704	0.0	0.18824	0.0	0.0	0.0	0.0	0.0	0.4634	0.0	0.0	0.17911	0.0	0.0	4.52541	0.0	0.0	0.14605	0.0	0.0	0.02262	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum	0.0	0.0	0.0	0.0	0.0	0.0	0.00651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00879	0.0	0.0	0.0	1.2292	1.33946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04214	0.0	0.04704	0.0	0.01964	0.0	0.0	0.0	0.0	0.0	0.05852	0.0	0.0	0.0	0.0	0.0	4.52541	0.0	0.0	0.0	0.0	0.0	0.02262	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum|s__Azospirillum_lipoferum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21857	0.21766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum|s__Azospirillum_lipoferum|t__Azospirillum_lipoferum_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21857	0.21766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum|s__Azospirillum_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.00651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00879	0.0	0.0	0.0	1.01063	1.1218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04214	0.0	0.04704	0.0	0.01964	0.0	0.0	0.0	0.0	0.0	0.05852	0.0	0.0	0.0	0.0	0.0	4.21271	0.0	0.0	0.0	0.0	0.0	0.02262	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Rhodospirillum	0.0	1.14454	0.0	0.14461	0.0	0.34336	0.05587	0.13714	0.26349	0.0	0.0	0.0	0.0	0.0	0.05308	0.0	0.28802	1.13476	0.04857	0.0	0.0	0.68635	0.0	0.0	0.0	0.0	0.12645	0.0	0.0	0.0	0.02825	0.0	0.0576	0.0	0.1242	0.0	0.09852	0.18524	0.20119	0.0	0.0	0.31809	0.0	0.0	0.13261	0.0	1.58067	0.0	0.36408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74156	0.0	1.0906	0.0	0.0	0.0	0.16861	0.0	0.0	0.0	0.0	0.0	0.40487	0.0	0.0	0.17911	0.0	0.0	0.0	0.0	0.0	0.14605	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Rhodospirillum|s__Rhodospirillum_unclassified	0.0	1.14454	0.0	0.14461	0.0	0.34336	0.05587	0.13714	0.26349	0.0	0.0	0.0	0.0	0.0	0.05308	0.0	0.28802	1.13476	0.04857	0.0	0.0	0.68635	0.0	0.0	0.0	0.0	0.12645	0.0	0.0	0.0	0.02825	0.0	0.0576	0.0	0.1242	0.0	0.09852	0.18524	0.20119	0.0	0.0	0.31809	0.0	0.0	0.13261	0.0	1.58067	0.0	0.36408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74156	0.0	1.0906	0.0	0.0	0.0	0.16861	0.0	0.0	0.0	0.0	0.0	0.40487	0.0	0.0	0.17911	0.0	0.0	0.0	0.0	0.0	0.14605	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillales_noname	0.0	0.0	0.13097	0.0	0.0	0.0	0.0	0.0	0.03203	0.0	0.0	0.0	0.0	0.0	0.00771	0.17321	0.01592	0.12983	0.0	0.0	0.0	0.00984	0.0	0.0	0.0	0.0	0.03162	0.02009	0.0	0.10804	0.02927	0.0	0.07432	0.00714	0.0	0.08735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27741	0.0	0.0	0.0053	0.0	0.01595	0.0	0.05883	0.0	0.0	0.0	0.0	0.0	0.01172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04124	0.1756	0.0	0.08316
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillales_noname|g__Rhodospirillales_noname	0.0	0.0	0.13097	0.0	0.0	0.0	0.0	0.0	0.03203	0.0	0.0	0.0	0.0	0.0	0.00771	0.17321	0.01592	0.12983	0.0	0.0	0.0	0.00984	0.0	0.0	0.0	0.0	0.03162	0.02009	0.0	0.10804	0.02927	0.0	0.07432	0.00714	0.0	0.08735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27741	0.0	0.0	0.0053	0.0	0.01595	0.0	0.05883	0.0	0.0	0.0	0.0	0.0	0.01172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04124	0.1756	0.0	0.08316
