clade_name	reERR1346801_taxonomic_profile	reERR1346802_taxonomic_profile	reERR1346803_taxonomic_profile	reERR1346804_taxonomic_profile	reERR1346805_taxonomic_profile	reERR1346806_taxonomic_profile	reERR1346807_taxonomic_profile	reERR1346808_taxonomic_profile	reERR1346809_taxonomic_profile	reERR1346810_taxonomic_profile	reERR1346811_taxonomic_profile	reERR1346812_taxonomic_profile	reERR1346813_taxonomic_profile	reERR1346814_taxonomic_profile	reERR1346815_taxonomic_profile	reERR1346816_taxonomic_profile	reERR1346817_taxonomic_profile	reERR1346818_taxonomic_profile	reERR1346819_taxonomic_profile	reERR1346820_taxonomic_profile	reERR1346821_taxonomic_profile	reERR1346822_taxonomic_profile	reERR1346823_taxonomic_profile	reERR1346824_taxonomic_profile	reERR1346825_taxonomic_profile	reERR1346826_taxonomic_profile	reERR1346827_taxonomic_profile	reERR1346828_taxonomic_profile	reERR1346829_taxonomic_profile	reERR1346830_taxonomic_profile	reERR1346831_taxonomic_profile	reERR1346832_taxonomic_profile	reERR1346833_taxonomic_profile	reERR1346834_taxonomic_profile	reERR1346835_taxonomic_profile	reERR1346836_taxonomic_profile	reERR1346837_taxonomic_profile	reERR1346838_taxonomic_profile	reERR1346839_taxonomic_profile	reERR1346840_taxonomic_profile	reERR1346841_taxonomic_profile	reERR1346842_taxonomic_profile	reERR1346843_taxonomic_profile	reERR1346844_taxonomic_profile	reERR1346845_taxonomic_profile	reERR1346846_taxonomic_profile	reERR1346847_taxonomic_profile	reERR1346848_taxonomic_profile	reERR1346849_taxonomic_profile	reERR1346850_taxonomic_profile	reERR1346851_taxonomic_profile	reERR1346852_taxonomic_profile	reERR1346853_taxonomic_profile	reERR1346854_taxonomic_profile	reERR1346855_taxonomic_profile	reERR1346856_taxonomic_profile	reERR1346857_taxonomic_profile	reERR1346858_taxonomic_profile	reERR1346859_taxonomic_profile	reERR1346860_taxonomic_profile	reERR1346861_taxonomic_profile	reERR1346862_taxonomic_profile	reERR1346863_taxonomic_profile	reERR1346864_taxonomic_profile	reERR1346865_taxonomic_profile	reERR1346866_taxonomic_profile	reERR1346867_taxonomic_profile	reERR1346868_taxonomic_profile	reERR1346869_taxonomic_profile	reERR1346870_taxonomic_profile	reERR1346871_taxonomic_profile	reERR1346872_taxonomic_profile	reERR1346873_taxonomic_profile	reERR1346874_taxonomic_profile	reERR1346875_taxonomic_profile	reERR1346876_taxonomic_profile	reERR1346877_taxonomic_profile	reERR1346878_taxonomic_profile	reERR1346879_taxonomic_profile	reERR1346880_taxonomic_profile	reERR1346881_taxonomic_profile	reERR1346882_taxonomic_profile	reERR1346883_taxonomic_profile	reERR1346884_taxonomic_profile	reERR1346887_taxonomic_profile	reERR1346888_taxonomic_profile	reERR1346889_taxonomic_profile	reERR1346890_taxonomic_profile	reERR1346891_taxonomic_profile	reERR1346892_taxonomic_profile
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Pandoraea|s__Unclassified_Pandoraea	0.048721071863581	0.752688172043011	0.0436776588774842	0.023921243904683	0	0.39820166987797	0.0672043010752688	0.241490340386385	0.160453043888627	0.214024927609216	0	0.259193260975215	0.0909599776098517	0.046029919447641	0.0276421266009398	0.0214592274678112	0.0599469041705918	0	0.19170362158167	0.0202798620969377	0.580983420717019	0.0923361034164358	0.0685918101378695	0.16253555465258	0.0659766607562575	0.632526456635446	0.10160634797755	0.0417798203467725	0.015109848599317	0	0.0232937339855579	0.477554918815664	0.0657442091583212	0.0355492356914326	0.118366541724206	0.0288433804441881	0.015015015015015	0.132988548208349	0	0.00788208402301568	0	0	0.0556655121227115	0	0.00458337152809607	0	0	0	0.0109859928591046	0	0.128576020572163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0279368626903199	0	0	0.0105014439485429	0	0	0	0	0	0	0	0	0	0	0.0266453503863576	0.061652281134402	0	0.0181917409496089
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Pandoraea|s__Unclassified_Pandoraea|t__	0.048721071863581	0.752688172043011	0	0.023921243904683	0	0	0.0672043010752688	0	0.160453043888627	0	0	0.259193260975215	0	0	0.0276421266009398	0.0214592274678112	0.0599469041705918	0	0.19170362158167	0	0	0	0.0685918101378695	0.16253555465258	0	0	0.10160634797755	0.0417798203467725	0.015109848599317	0	0.0232937339855579	0	0.0657442091583212	0	0.118366541724206	0.0288433804441881	0.015015015015015	0	0	0.00788208402301568	0	0	0.0556655121227115	0	0.00458337152809607	0	0	0	0.0109859928591046	0	0.128576020572163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0279368626903199	0	0	0.0105014439485429	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter	0	0	0	0.00184009568497562	0	0	0.0112007168458781	0	0	0	0	0	0.00699692135460397	0	0.00921404220031328	0	0	0	0.0161677753141168	0	0.0141703273345614	0	0.0137183620275739	0	0.0247412477835966	0	0	0	0	0	0	0	0.00917361058023087	0	0.0131518379693562	0	0	0	0.0343347639484979	0.0236462520690471	0	0	0	0	0	0	0	0.0223914017017465	0	0	0	0	0	0	0	0	0	0	0	0	0.00713623064297438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00525072197427146	0	0	0	0	0	0	0	0	0	0	0.0266453503863576	0.0237124158209238	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter_acidiphobus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0266453503863576	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter_cosmopolitanus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00230968218773097	0	0	0	0.00685918101378695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0223914017017465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter_cosmopolitanus|t__Unclassified_Polynucleobacter_cosmopolitanus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00230968218773097	0	0	0	0.00685918101378695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0223914017017465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter_necessarius_subsp._asymbioticus	0	0	0	0	0	0	0	0	0	0	0	0	0.00699692135460397	0	0	0	0	0	0.0069290465631929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter_necessarius_subsp._asymbioticus|t__Unclassified_Polynucleobacter_necessarius_subsp._asymbioticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0069290465631929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter_rarus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0343347639484979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter_rarus|t__Unclassified_Polynucleobacter_rarus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0343347639484979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Unclassified_Polynucleobacter	0	0	0	0.00184009568497562	0	0	0.0112007168458781	0	0	0	0	0	0	0	0.00921404220031328	0	0	0	0.0069290465631929	0	0.0141703273345614	0	0.00685918101378695	0	0.0247412477835966	0	0	0	0	0	0	0	0.00917361058023087	0	0.0131518379693562	0	0	0	0	0.0236462520690471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00713623064297438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00525072197427146	0	0	0	0	0	0	0	0	0	0	0	0.0237124158209238	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Unclassified_Polynucleobacter|t__	0	0	0	0.00184009568497562	0	0	0.0112007168458781	0	0	0	0	0	0	0	0.00921404220031328	0	0	0	0.0069290465631929	0	0	0	0.00685918101378695	0	0	0	0	0	0	0	0	0	0.00917361058023087	0	0.0131518379693562	0	0	0	0	0.0236462520690471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00713623064297438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00525072197427146	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia	0.0243605359317905	0	0.0218388294387421	0.00736038273990247	0	0.0128452151573539	0.0112007168458781	0.0114995400183993	0.00943841434638981	0.0125897016240715	0	0.0161995788109509	0	0.0230149597238205	0	0	0	0.0232937339855579	0.0346452328159645	0	0.0141703273345614	0	0.0137183620275739	0.00812677773262901	0.383489340645747	0.0121639703199124	0.00483839752274047	0	0.0181318183191804	0	0.00388228899759298	0	0.0290497668373978	0	0.0197277569540343	0.0288433804441881	0	0	0.0171673819742489	0.386222117127769	0	0	0	0	0	0	0	0.231377817584714	0	0	0.128576020572163	0	0	0.401002506265664	0	0.0539083557951483	0	0	0	0	0.0214086919289231	0	0.157719822001915	0	0	0.177304964539007	0	0.0146929180135175	0	0	0.0630914826498423	0.0759647523549073	0.0698421567257997	0	0	0	0	0	0	0	0.13531799729364	0	0	0	0.0195398368423624	0	0.0133226751931788	0.0284548989851086	0.0120627261761158	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia|s__Ralstonia_solanacearum	0.0162403572878603	0	0	0.00552028705492686	0	0	0	0	0	0	0	0.0161995788109509	0	0.0230149597238205	0	0	0	0.0232937339855579	0.0184774575018477	0	0.0141703273345614	0	0	0	0.0536060368644592	0	0.00483839752274047	0	0.00302196971986341	0	0	0	0.0152893509670514	0	0.0197277569540343	0	0	0	0.0171673819742489	0.228580436667455	0	0	0	0	0	0	0	0.141812210777728	0	0	0	0	0	0.31328320802005	0	0	0	0	0	0	0.00713623064297438	0	0.0168985523573481	0	0	0	0	0	0	0	0	0	0.0139684313451599	0	0	0	0	0	0	0	0	0	0	0	0.0195398368423624	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia|s__Ralstonia_solanacearum|t__Unclassified_Ralstonia_solanacearum	0.0162403572878603	0	0	0.00552028705492686	0	0	0	0	0	0	0	0.0161995788109509	0	0	0	0	0	0	0.0184774575018477	0	0	0	0	0	0	0	0.00483839752274047	0	0.00302196971986341	0	0	0	0.0152893509670514	0	0.0197277569540343	0	0	0	0.0171673819742489	0.228580436667455	0	0	0	0	0	0	0	0.141812210777728	0	0	0	0	0	0	0	0	0	0	0	0	0.00713623064297438	0	0	0	0	0	0	0	0	0	0	0	0.0139684313451599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia|s__Ralstonia_sp._OV225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0288433804441881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia|s__Ralstonia_sp._OV225|t__Unclassified_Ralstonia_sp._OV225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0288433804441881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia|s__Ralstonia_sp._VITAST-Mu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00788208402301568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0630914826498423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia|s__Ralstonia_sp._VITAST-Mu|t__Unclassified_Ralstonia_sp._VITAST-Mu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00788208402301568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia|s__Unclassified_Ralstonia	0.00812017864393017	0	0.0218388294387421	0.00184009568497562	0	0.0128452151573539	0.0112007168458781	0.0114995400183993	0.00943841434638981	0.0125897016240715	0	0	0	0	0	0	0	0	0.0161677753141168	0	0	0	0.0137183620275739	0.00812677773262901	0.329883303781287	0.0121639703199124	0	0	0.015109848599317	0	0.00388228899759298	0	0.0137604158703463	0	0	0	0	0	0	0.149759596437298	0	0	0	0	0	0	0	0.0895656068069861	0	0	0.128576020572163	0	0	0.087719298245614	0	0.0539083557951483	0	0	0	0	0.0142724612859488	0	0.140821269644567	0	0	0.177304964539007	0	0.0146929180135175	0	0	0	0.0759647523549073	0.0558737253806398	0	0	0	0	0	0	0	0.13531799729364	0	0	0	0	0	0.0133226751931788	0.0284548989851086	0.0120627261761158	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia|s__Unclassified_Ralstonia|t__	0.00812017864393017	0	0	0.00184009568497562	0	0	0.0112007168458781	0	0.00943841434638981	0	0	0	0	0	0	0	0	0	0.0161677753141168	0	0	0	0.0137183620275739	0.00812677773262901	0	0	0	0	0.015109848599317	0	0.00388228899759298	0	0.0137604158703463	0	0	0	0	0	0	0.149759596437298	0	0	0	0	0	0	0	0.0895656068069861	0	0	0.128576020572163	0	0	0	0	0.0539083557951483	0	0	0	0	0.0142724612859488	0	0	0	0	0.177304964539007	0	0.0146929180135175	0	0	0	0	0.0558737253806398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Unclassified_Burkholderiaceae	1.40479090539992	0.184331797235023	0.545970735968552	2.85950869445211	0.890207715133531	0.244059087989724	2.665770609319	0.183992640294388	0.198206701274186	0.402870451970288	0	0.0971974728657055	0.0979568989644556	0.0920598388952819	0.0276421266009398	0.150214592274678	0.0513830607176501	0.186349871884463	3.63082039911308	1.3993104846887	0.921071276746493	0.923361034164358	4.75341244255436	0.251930109711499	0.758731598696961	0.231115436078336	0.130636733113993	0.208899101733863	0.0574174246774047	0.153727901614143	0.0349406009783368	0.0204666393778142	0.290497668373978	0.391041592605759	0.0657591898467811	0.201903663109316	0.045045045045045	0.0886590321388992	0.343347639484979	3.9173957594388	0.205245153933865	1.4613309352518	0.265957446808511	0	0.265835548629572	0.121016538926987	0.410396716826265	3.55276907001045	0.313100796484482	0.740105116378848	0.77145612343298	0	0	8.54636591478697	0	0.179694519317161	0.035056967572305	0	0	0.153221481651728	0.0999072290016413	0.422237860661506	0.242212583788655	0.368663594470046	0.0463606861381548	0.0886524822695035	0.0984944420993387	0.142031540797336	0.490196078431373	0.33348154735438	0.331230283911672	0.288666058948648	0.125715882106439	0.0518672199170125	2	0.294040430559202	0.928689883913765	0	0.492396813902969	0.580720092915215	0	0.746358492837366	1.0989010989011	0.720366732154551	1.6071515802843	0.295648060548723	0.213162803090861	0.0569097979702172	2.02653799758745	0.600327451337093
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Unclassified_Burkholderiaceae|s__	1.40479090539992	0.184331797235023	0.545970735968552	2.85950869445211	0.890207715133531	0.244059087989724	2.665770609319	0.183992640294388	0.198206701274186	0.402870451970288	0	0.0971974728657055	0.0979568989644556	0.0920598388952819	0.0276421266009398	0.150214592274678	0.0513830607176501	0.186349871884463	3.63082039911308	1.3993104846887	0.921071276746493	0.923361034164358	4.75341244255436	0.251930109711499	0.758731598696961	0.231115436078336	0.130636733113993	0.208899101733863	0.0574174246774047	0.153727901614143	0.0349406009783368	0.0204666393778142	0.290497668373978	0.391041592605759	0.0657591898467811	0.201903663109316	0.045045045045045	0.0886590321388992	0.343347639484979	3.9173957594388	0.205245153933865	1.4613309352518	0.265957446808511	0	0.265835548629572	0.121016538926987	0.410396716826265	3.55276907001045	0.313100796484482	0.740105116378848	0.77145612343298	0	0	8.54636591478697	0	0.179694519317161	0.035056967572305	0	0	0.153221481651728	0.0999072290016413	0.422237860661506	0.242212583788655	0.368663594470046	0.0463606861381548	0.0886524822695035	0.0984944420993387	0.142031540797336	0.490196078431373	0.33348154735438	0.331230283911672	0.288666058948648	0.125715882106439	0.0518672199170125	2	0.294040430559202	0.928689883913765	0	0.492396813902969	0.580720092915215	0	0.746358492837366	1.0989010989011	0.720366732154551	1.6071515802843	0.295648060548723	0.213162803090861	0.0569097979702172	2.02653799758745	0.600327451337093
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Unclassified_Burkholderiaceae|s__|t__	1.40479090539992	0.184331797235023	0	2.85950869445211	0.890207715133531	0	2.665770609319	0	0.198206701274186	0	0	0.0971974728657055	0	0	0.0276421266009398	0.150214592274678	0.0513830607176501	0	3.63082039911308	0	0	0	4.75341244255436	0.251930109711499	0	0	0.130636733113993	0.208899101733863	0.0574174246774047	0	0.0349406009783368	0	0.290497668373978	0	0.0657591898467811	0.201903663109316	0.045045045045045	0	0.343347639484979	3.9173957594388	0.205245153933865	0	0.265957446808511	0	0.265835548629572	0	0	3.55276907001045	0.313100796484482	0.740105116378848	0.77145612343298	0	0	0	0	0.179694519317161	0	0	0	0.153221481651728	0.0999072290016413	0	0	0	0	0.0886524822695035	0.0984944420993387	0.142031540797336	0.490196078431373	0.33348154735438	0	0	0.125715882106439	0	2	0.294040430559202	0	0	0	0	0	0.746358492837366	0	0.720366732154551	0	0.295648060548723	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Unclassified_Burkholderiaceae|s__|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.746358492837366	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	0.0406008932196508	42.9032258064516	0.93906966586591	0.0165608611647806	0.0872752661895619	49.7109826589595	4.00985663082437	14.8114075436983	10.9391222274658	8.63653531411306	2.43478260869565	6.83622225822129	3.47746991323818	5.08630609896433	4.82815811296416	2.55364806866953	3.83660186691787	1.21127416724901	0.182464892830746	0.0608395862908132	34.4480657503188	1.5389350569406	0.0548734481102956	36.407964242178	0.985526370046596	66.0868507480842	5.43352041803755	3.84374347190307	2.00054395454958	2.48526774276198	4.54616041618138	14.8110246964115	9.87844965981194	6.6477070742979	15.4073781811008	3.23045860974906	14.7747747747748	16.4979682305135	1.23605150214592	1.41089304011981	0.364880273660205	0.247302158273381	3.43889163780307	2.4975024975025	2.57585479878999	1.16982654296087	0.752393980848153	0.619495447081654	1.77973084317495	1.50166255497158	0.835744133719061	0	0	1.8546365914787	2.86532951289398	1.38364779874214	1.63014899211218	1.29272567922875	0.869285254346426	2.65839270665747	4.75986583886391	2.3926812104152	1.38004844251676	0.626728110599078	1.14974501622624	0.916075650118203	1.96988884198677	1.34195317856793	0.367647058823529	1.62850155624722	1.34069400630915	1.95989061075661	1.94161195697723	1.6856846473029	4	5.04594381727488	0.895522388059702	0	1.87545257060101	2.67131242740999	0.54127198917456	3.5030697002528	0.235478806907378	0.130975769482646	0.488495921059059	1.15894039735099	1.43884892086331	0.92478421701603	0.0120627261761158	1.50991449881754
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax	0	0.0460829493087558	0.0218388294387421	0	0	0.128452151573539	0.0224014336917563	0.0344986200551978	0.0377536573855592	0	0	0	0.00699692135460397	0	0	0	0	0.0232937339855579	0	0	0.0708516366728071	0	0	0.0975213327915481	0	0.145967643838949	0.0241919876137023	0	0	0	0.0543520459663017	0	0.0351655072242183	0	0.0526073518774249	0	0.045045045045045	0.0073882526782416	0	0.0236462520690471	0	0	0.154626422563088	0	0.0458337152809607	0	0	0	0.0274649821477616	0.0107261611069398	0	0	0	0	0	0.0179694519317161	0	0	0	0	0.0356811532148719	0	0	0	0.00927213722763097	0	0.0140706345856198	0.00979527867567832	0	0.00555802578923966	0	0	0	0.0518672199170125	0	0	0	0	0	0	0	0.0240760804141086	0	0	0	0.0118259224219489	0	0.0237124158209238	0	0.0545752228488266
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax_facilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037110341415141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00979527867567832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax_facilis|t__Unclassified_Acidovorax_facilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037110341415141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00979527867567832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax_konjaci	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00549299642955232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax_konjaci|t__Unclassified_Acidovorax_konjaci	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00549299642955232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax_sp._BSB421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00388228899759298	0	0	0	0.00657591898467811	0	0	0	0	0	0	0	0.0804057397328055	0	0.0137501145842882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0214086919289231	0	0	0	0.00927213722763097	0	0	0	0	0.00555802578923966	0	0	0	0.0518672199170125	0	0	0	0	0	0	0	0	0	0	0	0.0118259224219489	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax_sp._BSB421|t__Unclassified_Acidovorax_sp._BSB421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00388228899759298	0	0	0	0.00657591898467811	0	0	0	0	0	0	0	0.0804057397328055	0	0.0137501145842882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0214086919289231	0	0	0	0	0	0	0	0	0.00555802578923966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0118259224219489	0	0	0	0
