ID	reERR4183438_taxonomic_profile	reERR4183439_taxonomic_profile	reERR4183440_taxonomic_profile	reERR4183441_taxonomic_profile	reERR4183442_taxonomic_profile	reERR4183443_taxonomic_profile	reERR4183444_taxonomic_profile	reERR4183445_taxonomic_profile	reERR4183446_taxonomic_profile	reERR4183447_taxonomic_profile	reERR4183448_taxonomic_profile	reERR4183449_taxonomic_profile	reERR4183450_taxonomic_profile	reERR4183451_taxonomic_profile	reERR4183452_taxonomic_profile	reERR4183453_taxonomic_profile	reERR4183454_taxonomic_profile	reERR4183455_taxonomic_profile	reERR4183456_taxonomic_profile	reERR4183457_taxonomic_profile	reERR4183458_taxonomic_profile	reERR4183459_taxonomic_profile	reERR4183460_taxonomic_profile	reERR4183461_taxonomic_profile	reERR4183462_taxonomic_profile	reERR4183463_taxonomic_profile	reERR4183464_taxonomic_profile	reERR4183465_taxonomic_profile	reERR4183466_taxonomic_profile	reERR4183467_taxonomic_profile	reERR4183468_taxonomic_profile	reERR4183469_taxonomic_profile	reERR4183470_taxonomic_profile	reERR4183471_taxonomic_profile	reERR4183472_taxonomic_profile	reERR4183473_taxonomic_profile	reERR4183474_taxonomic_profile	reERR4183475_taxonomic_profile	reERR4183476_taxonomic_profile	reERR4183477_taxonomic_profile	reERR4183478_taxonomic_profile	reERR4183479_taxonomic_profile	reERR4183480_taxonomic_profile	reERR4183481_taxonomic_profile	reERR4183482_taxonomic_profile	reERR4183483_taxonomic_profile	reERR4183484_taxonomic_profile	reERR4183485_taxonomic_profile	reERR4183486_taxonomic_profile	reERR4183487_taxonomic_profile	reERR4183488_taxonomic_profile	reERR4183489_taxonomic_profile	reERR4183490_taxonomic_profile	reERR4183491_taxonomic_profile	reERR4183492_taxonomic_profile	reERR4183493_taxonomic_profile	reERR4183494_taxonomic_profile	reERR4183495_taxonomic_profile	reERR4183496_taxonomic_profile	reERR4183497_taxonomic_profile	reERR4183498_taxonomic_profile	reERR4183499_taxonomic_profile
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0385	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0385	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	0.15355	6.48793	3.47273	3.663	0.11704	5.84992	3.64621	1.91371	0.05592	1.61235	3.66481	1.53252	0.38158	0.92588	1.03146	1.10951	0.2938	0.23802	4.20968	1.42551	1.22734	0.0925	0.06855	5.41079	1.47192	0.21785	0.29969	2.78279	1.90928	1.60218	0.32986	0.23133	4.26801	1.81814	1.52358	0.24012	0.86158	3.54853	3.08682	1.52487	3.86945	3.8955	12.16961	12.70473	3.50967	7.2695	2.72948	5.02588	2.54741	5.76239	2.81993	8.98716	2.238	9.60465	9.84975	2.73516	6.05718	0.67362	0.68838	4.86374	1.87878	5.61267
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii	0.00291	0.04398	0.01821	0.01454	0.04766	0.0124	0.0	0.0532	0.0	0.09791	0.03115	0.00862	0.0	0.03979	0.02034	0.01812	0.0	0.0	0.08526	0.02062	0.00974	0.0	0.00131	0.04286	0.01192	0.01245	0.0	0.00161	0.00631	0.0141	0.0	0.0	0.02654	0.01415	0.008	0.0	0.07141	0.02903	0.0	0.00467	0.01444	0.01034	0.00414	0.00114	0.05294	0.01823	0.01597	0.00826	0.08761	0.05815	0.20685	0.14581	0.01468	0.02741	0.02857	0.00109	0.0	0.0	0.0	0.14847	0.06269	0.6573
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii|t__GCF_000156675	0.00291	0.04398	0.01821	0.01454	0.04766	0.0124	0.0	0.0532	0.0	0.09791	0.03115	0.00862	0.0	0.03979	0.02034	0.01812	0.0	0.0	0.08526	0.02062	0.00974	0.0	0.00131	0.04286	0.01192	0.01245	0.0	0.00161	0.00631	0.0141	0.0	0.0	0.02654	0.01415	0.008	0.0	0.07141	0.02903	0.0	0.00467	0.01444	0.01034	0.00414	0.00114	0.05294	0.01823	0.01597	0.00826	0.08761	0.05815	0.20685	0.14581	0.01468	0.02741	0.02857	0.00109	0.0	0.0	0.0	0.14847	0.06269	0.6573
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus	0.1286	6.29426	3.29834	3.25545	0.05237	5.61355	3.63069	1.73072	0.04812	1.45191	3.54131	1.5239	0.08827	0.70309	0.84886	0.84639	0.27469	0.23802	3.60608	0.89769	0.76009	0.0925	0.0526	5.23876	1.25798	0.18884	0.29481	2.76813	1.21729	1.54129	0.30072	0.23133	4.19835	1.57601	1.51558	0.16759	0.6406	3.13737	2.94251	1.43571	3.50374	3.66211	12.13814	12.70358	3.17272	6.78974	2.53381	4.95186	1.54525	5.58579	2.47444	8.63265	2.12484	9.25253	9.67922	2.55782	5.92899	0.64759	0.68838	4.37847	1.48988	4.32103
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus|t__Ruminococcus_gnavus_unclassified	0.1286	6.29426	3.29834	3.25545	0.05237	5.61355	3.63069	1.73072	0.04812	1.45191	3.54131	1.5239	0.08827	0.70309	0.84886	0.84639	0.27469	0.23802	3.60608	0.89769	0.76009	0.0925	0.0526	5.23876	1.25798	0.18884	0.29481	2.76813	1.21729	1.54129	0.30072	0.23133	4.19835	1.57601	1.51558	0.16759	0.6406	3.13737	2.94251	1.43571	3.50374	3.66211	12.13814	12.70358	3.17272	6.78974	2.53381	4.95186	1.54525	5.58579	2.47444	8.63265	2.12484	9.25253	9.67922	2.55782	5.92899	0.64759	0.68838	4.37847	1.48988	4.32103
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00028	0.0	0.0	0.0	0.0029	0.0	0.0	0.0	0.0	0.00144	0.0	0.0	0.0	0.0	0.0	0.0	0.00016	0.0	0.00142	0.0	0.0028	0.0	0.0	0.0069	0.00122	0.0	0.0	0.0	0.0	0.0	0.00508	0.0	0.0	0.0	0.0	0.0	0.0	0.00206	0.0	0.0	0.0	0.01512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01161	0.0326
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum|t__Ruminococcus_obeum_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00028	0.0	0.0	0.0	0.0029	0.0	0.0	0.0	0.0	0.00144	0.0	0.0	0.0	0.0	0.0	0.0	0.00016	0.0	0.00142	0.0	0.0028	0.0	0.0	0.0069	0.00122	0.0	0.0	0.0	0.0	0.0	0.00508	0.0	0.0	0.0	0.0	0.0	0.0	0.00206	0.0	0.0	0.0	0.01512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01161	0.0326
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques	0.02205	0.14969	0.15618	0.39301	0.017	0.22397	0.01553	0.12979	0.00781	0.06225	0.09235	0.0	0.29331	0.1801	0.16225	0.245	0.01911	0.0	0.51691	0.5072	0.45752	0.0	0.01464	0.12917	0.20202	0.0164	0.00488	0.01164	0.68568	0.044	0.02914	0.0	0.03622	0.22676	0.0	0.07253	0.14957	0.38213	0.14431	0.07942	0.35128	0.22305	0.02733	0.0	0.28402	0.46153	0.17765	0.06576	0.91455	0.11844	0.12353	0.2087	0.09848	0.32471	0.14196	0.17624	0.12819	0.02602	0.0	0.3368	0.3146	0.60174
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques|t__Ruminococcus_torques_unclassified	0.02205	0.14969	0.15618	0.39301	0.017	0.22397	0.01553	0.12979	0.00781	0.06225	0.09235	0.0	0.29331	0.1801	0.16225	0.245	0.01911	0.0	0.51691	0.5072	0.45752	0.0	0.01464	0.12917	0.20202	0.0164	0.00488	0.01164	0.68568	0.044	0.02914	0.0	0.03622	0.22676	0.0	0.07253	0.14957	0.38213	0.14431	0.07942	0.35128	0.22305	0.02733	0.0	0.28402	0.46153	0.17765	0.06576	0.91455	0.11844	0.12353	0.2087	0.09848	0.32471	0.14196	0.17624	0.12819	0.02602	0.0	0.3368	0.3146	0.60174
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	0.0	0.0	0.02036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00501	0.0	0.0	0.0	0.0	0.0	0.00825	0.0	0.01973	0.0	0.0	0.02146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_unclassified	0.0	0.0	0.02036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00501	0.0	0.0	0.0	0.0	0.0	0.00825	0.0	0.01973	0.0	0.0	0.02146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname	0.16958	5.89041	3.06648	0.6619	0.0455	2.45984	1.03727	0.33182	0.02384	1.79411	1.46652	0.25414	0.35297	1.20677	0.38237	0.42469	0.23444	0.07258	0.92451	0.76009	1.06752	0.31547	0.07524	4.66112	1.12238	0.29562	0.06171	1.27571	0.46878	0.30311	0.0215	0.0	1.00823	1.63521	1.14173	0.11968	3.05597	8.93394	9.04485	1.87931	0.67643	0.6476	3.27827	3.16757	2.46893	2.5224	0.93219	0.81256	6.08363	6.48657	4.29247	4.69836	0.67369	3.38576	3.64744	1.46502	1.26885	0.04987	0.0544	4.30661	8.11153	3.65721
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_1_57FAA	0.0	0.0	0.22355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14794	0.07188	0.02675	0.0196	0.0	0.47526	0.0	0.0	0.0	0.01528	0.02449	0.0	0.0	0.0	0.0	1.15793	0.0	0.76339
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_1_57FAA|t__GCF_000218445	0.0	0.0	0.22355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14794	0.07188	0.02675	0.0196	0.0	0.47526	0.0	0.0	0.0	0.01528	0.02449	0.0	0.0	0.0	0.0	1.15793	0.0	0.76339
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_4_56FAA	0.12441	0.7272	0.98065	0.22466	0.03745	0.26848	0.07504	0.23314	0.0215	0.03706	0.0779	0.19112	0.15199	0.03564	0.07085	0.05703	0.03018	0.04597	0.0025	0.02706	0.00686	0.25335	0.06114	0.01674	0.17252	0.24689	0.04973	0.14272	0.18326	0.17719	0.01497	0.0	0.02634	0.13489	0.12942	0.04787	2.61636	5.74684	6.40637	0.02407	0.09393	0.08139	0.1085	0.09684	0.14182	0.07576	0.02674	0.02555	0.03726	0.0	0.14301	0.09993	0.02938	0.39048	0.38222	0.03018	0.00356	0.0	0.0	1.06391	0.24263	0.14303
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_4_56FAA|t__GCF_000218385	0.12441	0.7272	0.98065	0.22466	0.03745	0.26848	0.07504	0.23314	0.0215	0.03706	0.0779	0.19112	0.15199	0.03564	0.07085	0.05703	0.03018	0.04597	0.0025	0.02706	0.00686	0.25335	0.06114	0.01674	0.17252	0.24689	0.04973	0.14272	0.18326	0.17719	0.01497	0.0	0.02634	0.13489	0.12942	0.04787	2.61636	5.74684	6.40637	0.02407	0.09393	0.08139	0.1085	0.09684	0.14182	0.07576	0.02674	0.02555	0.03726	0.0	0.14301	0.09993	0.02938	0.39048	0.38222	0.03018	0.00356	0.0	0.0	1.06391	0.24263	0.14303
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_46FAA	0.0	0.09218	0.08553	0.02124	0.0	0.03141	0.08727	0.01	0.0	0.01668	0.00737	0.0	0.0	0.0	0.00101	0.0	0.0	0.0	0.0	0.00507	0.0	0.0	0.0	0.0	0.0	0.00014	0.0	0.0	0.01217	0.00223	0.0	0.0	0.00398	0.04783	0.07499	0.0	0.0	0.49405	0.48305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79554	0.54523	0.00229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47035	0.44945
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_46FAA|t__GCF_000209385	0.0	0.09218	0.08553	0.02124	0.0	0.03141	0.08727	0.01	0.0	0.01668	0.00737	0.0	0.0	0.0	0.00101	0.0	0.0	0.0	0.0	0.00507	0.0	0.0	0.0	0.0	0.0	0.00014	0.0	0.0	0.01217	0.00223	0.0	0.0	0.00398	0.04783	0.07499	0.0	0.0	0.49405	0.48305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79554	0.54523	0.00229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47035	0.44945
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_58FAA	0.0	0.40605	0.01873	0.00746	0.0	0.2433	0.08002	0.0	0.0	0.09581	0.01557	0.0	0.0	0.03395	0.01176	0.00588	0.00673	0.0	0.03847	0.0815	0.06597	0.0	0.0	0.7595	0.11187	0.01716	0.00241	0.04438	0.01704	0.01426	0.0	0.0	0.10824	0.01603	0.05492	0.00507	0.06791	0.07815	0.05574	0.01374	0.01005	0.01055	0.0045	0.0	0.29393	0.52876	0.02797	0.02652	0.19246	0.15891	0.23744	0.24612	0.03552	0.40932	0.56345	0.23943	0.08386	0.00181	0.0	0.1196	0.17569	0.02318
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_58FAA|t__GCF_000218465	0.0	0.40605	0.01873	0.00746	0.0	0.2433	0.08002	0.0	0.0	0.09581	0.01557	0.0	0.0	0.03395	0.01176	0.00588	0.00673	0.0	0.03847	0.0815	0.06597	0.0	0.0	0.7595	0.11187	0.01716	0.00241	0.04438	0.01704	0.01426	0.0	0.0	0.10824	0.01603	0.05492	0.00507	0.06791	0.07815	0.05574	0.01374	0.01005	0.01055	0.0045	0.0	0.29393	0.52876	0.02797	0.02652	0.19246	0.15891	0.23744	0.24612	0.03552	0.40932	0.56345	0.23943	0.08386	0.00181	0.0	0.1196	0.17569	0.02318
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_4_1_37FAA	0.0	0.14926	0.2376	0.02138	0.0	0.16243	0.21705	0.0	0.0	0.05018	0.17541	0.00448	0.12676	0.04151	0.04653	0.03839	0.09635	0.00039	0.01983	0.17635	0.18836	0.02765	0.0	0.46047	0.03613	0.0	0.00013	0.04277	0.0241	0.00472	0.0	0.0	0.01902	0.07428	0.05383	0.0384	0.03162	0.07878	0.07554	0.1209	0.08159	0.06912	0.11895	0.11222	0.06218	0.0416	0.11482	0.11476	0.23064	0.24543	0.0	0.0	0.05755	0.0152	0.01176	0.10398	0.07916	0.0007	0.0	0.15655	0.67361	0.49304
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_4_1_37FAA|t__GCF_000191805	0.0	0.14926	0.2376	0.02138	0.0	0.16243	0.21705	0.0	0.0	0.05018	0.17541	0.00448	0.12676	0.04151	0.04653	0.03839	0.09635	0.00039	0.01983	0.17635	0.18836	0.02765	0.0	0.46047	0.03613	0.0	0.00013	0.04277	0.0241	0.00472	0.0	0.0	0.01902	0.07428	0.05383	0.0384	0.03162	0.07878	0.07554	0.1209	0.08159	0.06912	0.11895	0.11222	0.06218	0.0416	0.11482	0.11476	0.23064	0.24543	0.0	0.0	0.05755	0.0152	0.01176	0.10398	0.07916	0.0007	0.0	0.15655	0.67361	0.49304
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_6_1_63FAA	0.03023	3.03446	0.8592	0.10082	0.00231	0.78906	0.0933	0.02484	0.0	1.20113	0.43407	0.00465	0.0	0.86702	0.16936	0.15395	0.00268	0.00197	0.65413	0.11191	0.06703	0.0	0.0046	1.93963	0.61969	0.01586	0.0061	0.85434	0.17085	0.06455	0.0	0.0	0.18588	0.47025	0.47836	0.00269	0.14262	0.48144	0.4342	1.24261	0.32129	0.28801	2.64503	2.52255	0.85026	0.9585	0.24886	0.23893	3.56495	3.25384	3.10268	3.08249	0.22253	1.06291	0.95721	0.7758	0.65807	0.01528	0.00672	0.51497	3.61046	0.3165
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_6_1_63FAA|t__GCF_000209425	0.03023	3.03446	0.8592	0.10082	0.00231	0.78906	0.0933	0.02484	0.0	1.20113	0.43407	0.00465	0.0	0.86702	0.16936	0.15395	0.00268	0.00197	0.65413	0.11191	0.06703	0.0	0.0046	1.93963	0.61969	0.01586	0.0061	0.85434	0.17085	0.06455	0.0	0.0	0.18588	0.47025	0.47836	0.00269	0.14262	0.48144	0.4342	1.24261	0.32129	0.28801	2.64503	2.52255	0.85026	0.9585	0.24886	0.23893	3.56495	3.25384	3.10268	3.08249	0.22253	1.06291	0.95721	0.7758	0.65807	0.01528	0.00672	0.51497	3.61046	0.3165
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_7_1_58FAA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00807	0.0	0.0	0.0	0.0102	0.00253	0.0	0.0	0.0	0.01694	0.0054	0.0	0.00105	0.00041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0054	0.00178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00094	0.0	0.0	0.0	0.0	0.01703	0.00804
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_7_1_58FAA|t__GCF_000242155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00807	0.0	0.0	0.0	0.0102	0.00253	0.0	0.0	0.0	0.01694	0.0054	0.0	0.00105	0.00041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0054	0.00178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00094	0.0	0.0	0.0	0.0	0.01703	0.00804
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_8_1_57FAA	0.00574	0.02208	0.10645	0.0	0.0	0.0	0.00837	0.0	0.0	0.03309	0.23555	0.0	0.0	0.0	0.0	0.09434	0.0	0.00785	0.0	0.0	0.50407	0.0	0.00405	0.0	0.0	0.00302	0.0	0.0	0.0	0.00596	0.0	0.0	0.02852	0.69553	0.16347	0.0	0.0	0.0	0.0	0.0406	0.0	0.03326	0.0	0.0	0.18253	0.0	0.1956	0.0863	0.0	0.55958	0.11909	0.45259	0.05873	0.0	0.0	0.0	0.03608	0.0	0.0	0.77983	0.16175	0.34718
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_8_1_57FAA|t__GCF_000185545	0.00574	0.02208	0.10645	0.0	0.0	0.0	0.00837	0.0	0.0	0.03309	0.23555	0.0	0.0	0.0	0.0	0.09434	0.0	0.00785	0.0	0.0	0.50407	0.0	0.00405	0.0	0.0	0.00302	0.0	0.0	0.0	0.00596	0.0	0.0	0.02852	0.69553	0.16347	0.0	0.0	0.0	0.0	0.0406	0.0	0.03326	0.0	0.0	0.18253	0.0	0.1956	0.0863	0.0	0.55958	0.11909	0.45259	0.05873	0.0	0.0	0.0	0.03608	0.0	0.0	0.77983	0.16175	0.34718
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_9_1_43BFAA	0.0092	1.45918	0.55476	0.28635	0.00574	0.96516	0.47623	0.06385	0.00234	0.3521	0.4474	0.0539	0.07422	0.21845	0.08033	0.0751	0.0985	0.0164	0.19263	0.23237	0.23522	0.03342	0.00504	1.48478	0.18217	0.01256	0.00333	0.1915	0.06136	0.03421	0.00653	0.0	0.63085	0.19461	0.1526	0.02566	0.19747	2.05468	1.58996	0.4374	0.16957	0.16527	0.4013	0.43597	0.79027	0.84589	0.29146	0.30089	1.26279	1.24832	0.68796	0.81723	0.26997	1.49256	1.7083	0.31469	0.40811	0.0321	0.04767	0.51381	2.76001	1.11339
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_9_1_43BFAA|t__GCF_000209445	0.0092	1.45918	0.55476	0.28635	0.00574	0.96516	0.47623	0.06385	0.00234	0.3521	0.4474	0.0539	0.07422	0.21845	0.08033	0.0751	0.0985	0.0164	0.19263	0.23237	0.23522	0.03342	0.00504	1.48478	0.18217	0.01256	0.00333	0.1915	0.06136	0.03421	0.00653	0.0	0.63085	0.19461	0.1526	0.02566	0.19747	2.05468	1.58996	0.4374	0.16957	0.16527	0.4013	0.43597	0.79027	0.84589	0.29146	0.30089	1.26279	1.24832	0.68796	0.81723	0.26997	1.49256	1.7083	0.31469	0.40811	0.0321	0.04767	0.51381	2.76001	1.11339
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00405	0.01425	0.01364	0.0	0.0	0.0	0.0	0.0055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01079	0.0	0.01345	0.00955	0.05006	0.0	0.0	0.00234	0.0	0.0	0.0	0.0	0.0	0.0087
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00405	0.01425	0.01364	0.0	0.0	0.0	0.0	0.0055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01079	0.0	0.01345	0.00955	0.05006	0.0	0.0	0.00234	0.0	0.0	0.0	0.0	0.0	0.0087
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	0.0	0.31896	0.0	0.0	0.00021	0.00388	0.0	0.0	0.00078	1.54785	0.04475	0.0	0.0	0.6803	0.37492	0.38058	0.0	0.00353	0.26521	0.79229	0.68026	0.06051	0.00724	0.01508	0.02514	0.00662	0.00335	0.02272	0.06984	0.00283	0.01849	0.0	0.03077	0.60704	0.544	0.0	0.0	0.00731	0.0	0.0	0.01515	0.01647	0.0	0.0	0.01398	0.0	0.0041	0.0	0.00404	0.0	0.03461	0.01316	0.03143	0.01705	0.00612	0.01933	0.0064	0.0036	0.0	0.0	0.14305	0.05845
