ID	reERR3589553_taxonomic_profile	reERR3589554_taxonomic_profile	reERR3589555_taxonomic_profile	reERR3589556_taxonomic_profile	reERR3589557_taxonomic_profile	reERR3589558_taxonomic_profile	reERR3589559_taxonomic_profile	reERR3589560_taxonomic_profile	reERR3589561_taxonomic_profile	reERR3589562_taxonomic_profile	reERR3589563_taxonomic_profile	reERR3589564_taxonomic_profile	reERR3589565_taxonomic_profile	reERR3589566_taxonomic_profile	reERR3589567_taxonomic_profile	reERR3589568_taxonomic_profile	reERR3589569_taxonomic_profile	reERR3589570_taxonomic_profile	reERR3589571_taxonomic_profile	reERR3589572_taxonomic_profile	reERR3589573_taxonomic_profile	reERR3589574_taxonomic_profile	reERR3589575_taxonomic_profile	reERR3589576_taxonomic_profile	reERR3589577_taxonomic_profile	reERR3589578_taxonomic_profile	reERR3589579_taxonomic_profile	reERR3589580_taxonomic_profile	reERR3589581_taxonomic_profile	reERR3589582_taxonomic_profile	reERR3589583_taxonomic_profile	reERR3589584_taxonomic_profile	reERR3589585_taxonomic_profile	reERR3589586_taxonomic_profile	reERR3589587_taxonomic_profile	reERR3589588_taxonomic_profile	reERR3589589_taxonomic_profile	reERR3589590_taxonomic_profile	reERR3589591_taxonomic_profile	reERR3589592_taxonomic_profile	reERR3589593_taxonomic_profile
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Roseovarius	0.0	0.00026	0.0	0.0	0.0	0.0	0.0	0.00027	0.0	0.0	0.0	0.0	0.0	0.00141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00138	0.0	0.0	0.0	0.00136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Roseovarius|s__Roseovarius_unclassified	0.0	0.00026	0.0	0.0	0.0	0.0	0.0	0.00027	0.0	0.0	0.0	0.0	0.0	0.00141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00138	0.0	0.0	0.0	0.00136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Sulfitobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01699	0.0	0.02439	0.01953	0.0	0.0	0.0	0.05441	0.0	0.0	0.03453	0.0	0.02563	0.0476	0.01842	0.0	0.0	0.0	0.03814	0.00148	0.0	0.0	0.0	0.0	0.05008	0.06528	0.00349	0.00452	0.0	0.01502	0.0	0.0	0.0	0.14161
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Sulfitobacter|s__Sulfitobacter_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01699	0.0	0.02439	0.01953	0.0	0.0	0.0	0.05441	0.0	0.0	0.03453	0.0	0.02563	0.0476	0.01842	0.0	0.0	0.0	0.03814	0.00148	0.0	0.0	0.0	0.0	0.05008	0.06528	0.00349	0.00452	0.0	0.01502	0.0	0.0	0.0	0.14161
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacterales_noname	0.03964	0.06428	0.07737	0.01542	0.06934	0.033	0.66546	0.03151	0.12296	0.37762	0.17436	0.38854	3.70464	0.10653	0.0048	0.0021	0.04132	0.0	0.01041	0.98305	0.00733	0.04578	0.06908	0.53497	0.01353	0.10857	0.04287	0.00348	0.62017	0.25606	3.45338	0.01692	0.50402	0.16935	2.83691	1.45749	0.01264	0.07002	1.57108	7.91983	0.02016
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacterales_noname|g__Rhodobacterales_noname	0.03964	0.06428	0.07737	0.01542	0.06934	0.033	0.66546	0.03151	0.12296	0.37762	0.17436	0.38854	3.70464	0.10653	0.0048	0.0021	0.04132	0.0	0.01041	0.98305	0.00733	0.04578	0.06908	0.53497	0.01353	0.10857	0.04287	0.00348	0.62017	0.25606	3.45338	0.01692	0.50402	0.16935	2.83691	1.45749	0.01264	0.07002	1.57108	7.91983	0.02016
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacterales_noname|g__Rhodobacterales_noname|s__Rhodobacterales_bacterium_HTCC2255	0.03964	0.06428	0.07737	0.01542	0.06934	0.033	0.66546	0.03151	0.12296	0.37762	0.17436	0.38854	3.70464	0.10653	0.0048	0.0021	0.04132	0.0	0.01041	0.98305	0.00733	0.04578	0.06908	0.53497	0.01353	0.10857	0.04287	0.00348	0.62017	0.25606	3.45338	0.01692	0.50402	0.16935	2.83691	1.45749	0.01264	0.07002	1.57108	7.91983	0.02016
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacterales_noname|g__Rhodobacterales_noname|s__Rhodobacterales_bacterium_HTCC2255|t__GCF_000153745	0.03964	0.06428	0.07737	0.01542	0.06934	0.033	0.66546	0.03151	0.12296	0.37762	0.17436	0.38854	3.70464	0.10653	0.0048	0.0021	0.04132	0.0	0.01041	0.98305	0.00733	0.04578	0.06908	0.53497	0.01353	0.10857	0.04287	0.00348	0.62017	0.25606	3.45338	0.01692	0.50402	0.16935	2.83691	1.45749	0.01264	0.07002	1.57108	7.91983	0.02016
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	0.0	0.02866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00599	0.16878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae	0.0	0.02866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00599	0.16878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Thalassospira	0.0	0.02866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00599	0.16878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Thalassospira|s__Thalassospira_lucentensis	0.0	0.02866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00599	0.16878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Thalassospira|s__Thalassospira_lucentensis|t__GCF_000421265	0.0	0.02866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00599	0.16878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004	0.00036	0.0	0.0	0.0	0.0	0.0	0.0	0.00079	0.0	0.0	0.0003	0.00024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00134	0.00101	0.0126	0.0	0.0	0.0	0.0	0.0	0.00082	0.00026	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004	0.00036	0.0	0.0	0.0	0.0	0.0	0.0	0.00079	0.0	0.0	0.0003	0.00024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00134	0.00101	0.0	0.0	0.0	0.0	0.0	0.0	0.00082	0.00026	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Ehrlichia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004	0.00036	0.0	0.0	0.0	0.0	0.0	0.0	0.00079	0.0	0.0	0.0003	0.00024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00134	0.00101	0.0	0.0	0.0	0.0	0.0	0.0	0.00082	0.00026	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Anaplasmataceae|g__Ehrlichia|s__Ehrlichia_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004	0.00036	0.0	0.0	0.0	0.0	0.0	0.0	0.00079	0.0	0.0	0.0003	0.00024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00134	0.00101	0.0	0.0	0.0	0.0	0.0	0.0	0.00082	0.00026	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Holosporaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Holosporaceae|g__Holospora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Holosporaceae|g__Holospora|s__Holospora_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	0.0	0.0	0.0	0.00193	0.0	0.0	0.0	0.03669	0.0	0.05395	0.05597	0.0	0.00374	0.0037	0.05386	0.0	0.0	0.05025	0.0	0.05634	0.06066	0.02881	5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03735	0.46864	0.02435	0.00258	0.0	0.01162	0.0	0.0	0.00466	0.07656
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae	0.0	0.0	0.0	0.00089	0.0	0.0	0.0	0.02635	0.0	0.03668	0.02982	0.0	0.0	0.0	0.03607	0.0	0.0	0.02596	0.0	0.02505	0.02491	0.01665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02911	0.03383	0.0	0.00114	0.0	0.00939	0.0	0.0	0.0	0.06101
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Erythrobacteraceae_unclassified	0.0	0.0	0.0	0.00089	0.0	0.0	0.0	0.02635	0.0	0.03668	0.02982	0.0	0.0	0.0	0.03607	0.0	0.0	0.02596	0.0	0.02505	0.02491	0.01665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02911	0.03383	0.0	0.00114	0.0	0.00939	0.0	0.0	0.0	0.06101
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae	0.0	0.0	0.0	0.00105	0.0	0.0	0.0	0.01034	0.0	0.01726	0.02615	0.0	0.00374	0.0037	0.01779	0.0	0.0	0.02429	0.0	0.03128	0.03574	0.01217	5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00824	0.43481	0.02435	0.00144	0.0	0.00223	0.0	0.0	0.00466	0.01555
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Blastomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021	0.27114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Blastomonas|s__Blastomonas_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021	0.27114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Citromicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00053	0.0	0.00053	0.00024	0.0	0.0	0.0	0.00117	0.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00145	0.00071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00166
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Citromicrobium|s__Citromicrobium_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00053	0.0	0.00053	0.00024	0.0	0.0	0.0	0.00117	0.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00145	0.00071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00166
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00437	0.0	0.0	0.0	0.0	0.0	0.00133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00192	0.11773	0.02435	0.0012	0.0	0.00223	0.0	0.0	0.00466	0.00472
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00437	0.0	0.0	0.0	0.0	0.0	0.00133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00192	0.08906	0.02435	0.0012	0.0	0.00223	0.0	0.0	0.00466	0.00472
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium_xenophagum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium_xenophagum|t__Sphingobium_xenophagum_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00374	0.0037	0.00146	0.0	0.0	0.00088	0.0	0.0002	0.00159	0.00023	5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_echinoides	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00374	0.0037	0.00146	0.0	0.0	0.00088	0.0	0.0002	0.00159	0.00023	5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_echinoides|t__GCF_000241465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00374	0.0037	0.00146	0.0	0.0	0.00088	0.0	0.0002	0.00159	0.00023	5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis	0.0	0.0	0.0	0.00105	0.0	0.0	0.0	0.00981	0.0	0.01673	0.02591	0.0	0.0	0.0	0.0108	0.0	0.0	0.02341	0.0	0.03108	0.03283	0.01164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00466	0.04228	0.0	0.00024	0.0	0.0	0.0	0.0	0.0	0.00916
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_baekryungensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00981	0.0	0.01673	0.02591	0.0	0.0	0.0	0.0108	0.0	0.0	0.02341	0.0	0.03108	0.03283	0.01164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00916
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_baekryungensis|t__GCF_000420305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00981	0.0	0.01673	0.02591	0.0	0.0	0.0	0.0108	0.0	0.0	0.02341	0.0	0.03108	0.03283	0.01164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00916
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_unclassified	0.0	0.0	0.0	0.00105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00466	0.04208	0.0	0.00024	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0.31181	0.59126	1.22537	3.5101	1.79861	0.60009	1.97782	0.11374	1.31617	0.04245	0.00042	0.0	0.0519	0.61258	0.06064	0.58763	0.98223	0.03148	0.63053	0.65405	0.03431	0.13311	0.41604	0.20738	0.35309	0.03388	0.2792	1.01263	5.3132	0.02059	0.00089	0.00682	0.4189	0.58466	0.0403	0.00575	0.25782	2.36976	0.0	0.0	0.00312
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.00533	0.0	0.00048	0.00154	0.00975	0.0	0.0	0.00065	0.0	0.0	0.0	0.0	0.0519	0.00282	0.00342	0.00325	0.0	0.0	0.0	0.00337	0.0	0.0	0.0	0.0	0.00166	0.0	0.0	0.0	0.00124	0.0	0.0	0.0054	0.41664	0.01189	0.01118	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00282	0.0	0.0	0.0	0.0	0.0	0.00337	0.0	0.0	0.0	0.0	0.00166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Pusillimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00282	0.0	0.0	0.0	0.0	0.0	0.00337	0.0	0.0	0.0	0.0	0.00166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Pusillimonas|s__Pusillimonas_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00282	0.0	0.0	0.0	0.0	0.0	0.00337	0.0	0.0	0.0	0.0	0.00166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	0.0	0.0	0.0	0.0	0.00708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Cupriavidus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Cupriavidus|s__Cupriavidus_basilensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Cupriavidus|s__Cupriavidus_basilensis|t__Cupriavidus_basilensis_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter	0.0	0.0	0.0	0.0	0.00708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter_necessarius	0.0	0.0	0.0	0.0	0.00708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter_necessarius|t__Polynucleobacter_necessarius_unclassified	0.0	0.0	0.0	0.0	0.00708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname	0.00533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0236	0.0	0.00342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0054	0.34034	0.0	0.0079	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Thiomonas	0.00533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0236	0.0	0.00342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0054	0.34034	0.0	0.0079	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Thiomonas|s__Thiomonas_unclassified	0.00533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0236	0.0	0.00342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0054	0.34034	0.0	0.0079	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	0.0	0.0	0.00048	0.00154	0.00267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02829	0.0	0.0	0.00325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00124	0.0	0.0	0.0	0.06812	0.01189	0.00328	0.0	0.0	0.0	0.0	0.0	0.0
