"study_accession"	"sample_accession"	"experiment_accession"	"run_accession"	"tax_id"	"scientific_name"	"instrument_platform"	"library_name"	"library_strategy"	"fastq_ftp"	"submitted_ftp"	"sra_ftp"	"sample_alias"	"sample_title"
"PRJEB9740"	"SAMEA4397472"	"ERX3585455"	"ERR3589568"	408172	"marine metagenome"	"ILLUMINA"	"BMI_AATI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/008/ERR3589568/ERR3589568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/008/ERR3589568/ERR3589568_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589568/BMI_AATIOSF_7_1_C7C8WACXX.IND38_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589568/BMI_AATIOSF_7_2_C7C8WACXX.IND38_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/008/ERR3589568"	"TARA_B110000503"	"TARA_20130718T0204Z_180_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B110000503"
"PRJEB9740"	"SAMEA4397705"	"ERX3585456"	"ERR3589569"	408172	"marine metagenome"	"ILLUMINA"	"BMI_ABBI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/009/ERR3589569/ERR3589569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/009/ERR3589569/ERR3589569_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589569/BMI_ABBIOSF_8_1_C7C8WACXX.IND39_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589569/BMI_ABBIOSF_8_2_C7C8WACXX.IND39_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/009/ERR3589569"	"TARA_B110000261"	"TARA_20130827T1140Z_189_EVENT_PUMP_DCM_(20m)_SEQ-(100L)_W0.22-3_B110000261"
"PRJEB9740"	"SAMEA4397730"	"ERX3585457"	"ERR3589570"	408172	"marine metagenome"	"ILLUMINA"	"BMI_ABCI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/000/ERR3589570/ERR3589570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/000/ERR3589570/ERR3589570_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589570/BMI_ABCIOSF_3_1_C7APVACXX.IND40_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589570/BMI_ABCIOSF_3_2_C7APVACXX.IND40_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/000/ERR3589570"	"TARA_B110000263"	"TARA_20130828T0047Z_189_Combined-EVENTS_CAST_MES_(299m)_SEQ-(100L)_W0.22-3_B110000263"
"PRJEB9740"	"SAMEA4397903"	"ERX3585458"	"ERR3589571"	408172	"marine metagenome"	"ILLUMINA"	"BMI_ABGI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/001/ERR3589571/ERR3589571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/001/ERR3589571/ERR3589571_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589571/BMI_ABGIOSF_4_1_C7APVACXX.IND41b_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589571/BMI_ABGIOSF_4_2_C7APVACXX.IND41b_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/001/ERR3589571"	"TARA_B110000967"	"TARA_20130912T0359Z_194_EVENT_PUMP_DCM_(35m)_SEQ-(100L)_W0.22-3_B110000967"
"PRJEB9740"	"SAMEA4398067"	"ERX3585459"	"ERR3589572"	408172	"marine metagenome"	"ILLUMINA"	"BMI_ABKI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/002/ERR3589572/ERR3589572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/002/ERR3589572/ERR3589572_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589572/BMI_ABKIOSF_5_1_C7APVACXX.IND42_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589572/BMI_ABKIOSF_5_2_C7APVACXX.IND42_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/002/ERR3589572"	"TARA_B110000908"	"TARA_20130930T2233Z_201_Combined-EVENTS_CAST_DCM_(36m)_SEQ-(100L)_W0.22-3_B110000908"
"PRJEB9740"	"SAMEA4397983"	"ERX3585460"	"ERR3589573"	408172	"marine metagenome"	"ILLUMINA"	"BMI_ABLI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/003/ERR3589573/ERR3589573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/003/ERR3589573/ERR3589573_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589573/BMI_ABLIOSF_6_1_C7APVACXX.IND43_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589573/BMI_ABLIOSF_6_2_C7APVACXX.IND43_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/003/ERR3589573"	"TARA_B110000914"	"TARA_20130929T1637Z_201_Combined-EVENTS_CAST_MES_(441m)_SEQ-(100L)_W0.22-3_B110000914"
"PRJEB9740"	"SAMEA4398150"	"ERX3585461"	"ERR3589574"	408172	"marine metagenome"	"ILLUMINA"	"BMI_ABNI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/004/ERR3589574/ERR3589574_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/004/ERR3589574/ERR3589574_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589574/BMI_ABNIOSF_7_1_C7APVACXX.IND44_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589574/BMI_ABNIOSF_7_2_C7APVACXX.IND44_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/004/ERR3589574"	"TARA_B110000881"	"TARA_20131008T1824Z_205_Combined-EVENTS_CAST_MES_(491m)_SEQ-(100L)_W0.22-3_B110000881"
"PRJEB9740"	"SAMEA4398247"	"ERX3585462"	"ERR3589575"	408172	"marine metagenome"	"ILLUMINA"	"BMI_ABSI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/005/ERR3589575/ERR3589575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/005/ERR3589575/ERR3589575_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589575/BMI_ABSIOSF_8_1_C7APVACXX.IND45_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589575/BMI_ABSIOSF_8_2_C7APVACXX.IND45_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/005/ERR3589575"	"TARA_B110000858"	"TARA_20131020T1034Z_208_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B110000858"
"PRJEB9740"	"SAMEA4398296"	"ERX3585463"	"ERR3589576"	408172	"marine metagenome"	"ILLUMINA"	"BMI_ABVI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/006/ERR3589576/ERR3589576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/006/ERR3589576/ERR3589576_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589576/BMI_ABVIOSF_3_1_C7C9NACXX.IND19_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589576/BMI_ABVIOSF_3_2_C7C9NACXX.IND19_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/006/ERR3589576"	"TARA_B110000459"	"TARA_20131023T1025Z_209_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B110000459"
"PRJEB9740"	"SAMEA4397311"	"ERX3585464"	"ERR3589577"	408172	"marine metagenome"	"ILLUMINA"	"BMI_AAQI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/007/ERR3589577/ERR3589577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/007/ERR3589577/ERR3589577_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589577/BMI_AAQIOSF_5_1_C7CAFACXX.IND14_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589577/BMI_AAQIOSF_5_2_C7CAFACXX.IND14_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/007/ERR3589577"	"TARA_B110000114"	"TARA_20130710T0358Z_175_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B110000114"
"PRJEB9740"	"SAMEA4397516"	"ERX3585465"	"ERR3589578"	408172	"marine metagenome"	"ILLUMINA"	"BMI_AAVI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/008/ERR3589578/ERR3589578_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/008/ERR3589578/ERR3589578_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589578/BMI_AAVIOSF_6_1_C7BWPACXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589578/BMI_AAVIOSF_6_2_C7BWPACXX.IND11_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/008/ERR3589578"	"TARA_B110000211"	"TARA_20130718T0827Z_180_EVENT_PUMP_DCM_(30m)_SEQ-(100L)_W0.22-3_B110000211"
"PRJEB9740"	"SAMEA4397611"	"ERX3585466"	"ERR3589579"	408172	"marine metagenome"	"ILLUMINA"	"BMI_AAXI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/009/ERR3589579/ERR3589579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/009/ERR3589579/ERR3589579_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589579/BMI_AAXIOSF_6_1_C7CAFACXX.IND13_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589579/BMI_AAXIOSF_6_2_C7CAFACXX.IND13_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/009/ERR3589579"	"TARA_B110000240"	"TARA_20130815T0754Z_188_EVENT_PUMP_DCM_(17m)_SEQ-(100L)_W0.22-3_B110000240"
"PRJEB9740"	"SAMEA4397756"	"ERX3585467"	"ERR3589580"	408172	"marine metagenome"	"ILLUMINA"	"BMI_ABEI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/000/ERR3589580/ERR3589580_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/000/ERR3589580/ERR3589580_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589580/BMI_ABEIOSF_7_1_C7BWPACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589580/BMI_ABEIOSF_7_2_C7BWPACXX.IND8_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/000/ERR3589580"	"TARA_B110000285"	"TARA_20130902T2237Z_191_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B110000285"
"PRJEB9740"	"SAMEA4397798"	"ERX3585468"	"ERR3589581"	408172	"marine metagenome"	"ILLUMINA"	"BMI_ABFI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/001/ERR3589581/ERR3589581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/001/ERR3589581/ERR3589581_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589581/BMI_ABFIOSF_8_1_C7BWPACXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589581/BMI_ABFIOSF_8_2_C7BWPACXX.IND3_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/001/ERR3589581"	"TARA_B110000977"	"TARA_20130908T0245Z_193_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B110000977"
"PRJEB9740"	"SAMEA4398370"	"ERX3585469"	"ERR3589582"	408172	"marine metagenome"	"ILLUMINA"	"BMI_ACAI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/002/ERR3589582/ERR3589582_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/002/ERR3589582/ERR3589582_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589582/BMI_ACAIOSF_8_1_C7CAFACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589582/BMI_ACAIOSF_8_2_C7CAFACXX.IND2_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/002/ERR3589582"	"TARA_B110000444"	"TARA_20131027T1016Z_210_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B110000444"
"PRJEB9740"	"SAMEA4396496"	"ERX3585470"	"ERR3589583"	408172	"marine metagenome"	"ILLUMINA"	"BMI_AABI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/003/ERR3589583/ERR3589583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/003/ERR3589583/ERR3589583_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589583/BMI_AABIOSF_7_1_C7C2PACXX.IND17_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589583/BMI_AABIOSF_7_2_C7C2PACXX.IND17_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/003/ERR3589583"	"TARA_B110000008"	"TARA_20130525T0907Z_155_EVENT_PUMP_DCM_(40m)_SEQ-(100L)_W0.22-3_B110000008"
"PRJEB9740"	"SAMEA4396468"	"ERX3585471"	"ERR3589584"	408172	"marine metagenome"	"ILLUMINA"	"BMI_AACI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/004/ERR3589584/ERR3589584_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/004/ERR3589584/ERR3589584_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589584/BMI_AACIOSF_8_1_C7C2PACXX.IND18_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589584/BMI_AACIOSF_8_2_C7C2PACXX.IND18_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/004/ERR3589584"	"TARA_B110000014"	"TARA_20130524T1315Z_155_Combined-EVENTS_CAST_MES_(751m)_SEQ-(100L)_W0.22-3_B110000014"
"PRJEB9740"	"SAMEA4397004"	"ERX3585472"	"ERR3589585"	408172	"marine metagenome"	"ILLUMINA"	"BMI_AAEI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/005/ERR3589585/ERR3589585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/005/ERR3589585/ERR3589585_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589585/BMI_AAEIOSF_1_1_C7CAKACXX.IND16_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589585/BMI_AAEIOSF_1_2_C7CAKACXX.IND16_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/005/ERR3589585"	"TARA_B110001454"	"TARA_20130604T0905Z_158_Combined-EVENTS_CAST_MES_(651m)_SEQ-(100L)_W0.22-3_B110001454"
"PRJEB9740"	"SAMEA4397034"	"ERX3585473"	"ERR3589586"	408172	"marine metagenome"	"ILLUMINA"	"BMI_AAHI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/006/ERR3589586/ERR3589586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/006/ERR3589586/ERR3589586_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589586/BMI_AAHIOSF_2_1_C7CAKACXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589586/BMI_AAHIOSF_2_2_C7CAKACXX.IND1_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/006/ERR3589586"	"TARA_B110001469"	"TARA_20130609T0739Z_163_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B110001469"
"PRJEB9740"	"SAMEA4397196"	"ERX3585474"	"ERR3589587"	408172	"marine metagenome"	"ILLUMINA"	"BMI_AAKI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/007/ERR3589587/ERR3589587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/007/ERR3589587/ERR3589587_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589587/BMI_AAKIOSF_3_1_C7CAKACXX.IND26_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589587/BMI_AAKIOSF_3_2_C7CAKACXX.IND26_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/007/ERR3589587"	"TARA_B110000037"	"TARA_20130702T0424Z_168_Combined-EVENTS_CAST_MIX_(10-100m)_SEQ-(100L)_W0.22-3_B110000037"
"PRJEB9740"	"SAMEA4397101"	"ERX3585475"	"ERR3589588"	408172	"marine metagenome"	"ILLUMINA"	"BMI_AALI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/008/ERR3589588/ERR3589588_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/008/ERR3589588/ERR3589588_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589588/BMI_AALIOSF_4_1_C7CAKACXX.IND25_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589588/BMI_AALIOSF_4_2_C7CAKACXX.IND25_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/008/ERR3589588"	"TARA_B110000027"	"TARA_20130701T0320Z_168_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B110000027"
"PRJEB9740"	"SAMEA4397390"	"ERX3585476"	"ERR3589589"	408172	"marine metagenome"	"ILLUMINA"	"BMI_AANI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/009/ERR3589589/ERR3589589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/009/ERR3589589/ERR3589589_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589589/BMI_AANIOSF_5_1_C7CAKACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589589/BMI_AANIOSF_5_2_C7CAKACXX.IND5_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/009/ERR3589589"	"TARA_B110000093"	"TARA_20130711T0613Z_175_Combined-EVENTS_CAST_MIX_(10-100m)_SEQ-(100L)_W0.22-3_B110000093"
"PRJEB9740"	"SAMEA4397426"	"ERX3585477"	"ERR3589590"	408172	"marine metagenome"	"ILLUMINA"	"BMI_AASI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/000/ERR3589590/ERR3589590_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/000/ERR3589590/ERR3589590_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589590/BMI_AASIOSF_6_1_C7CAKACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589590/BMI_AASIOSF_6_2_C7CAKACXX.IND4_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/000/ERR3589590"	"TARA_B110000208"	"TARA_20130715T0211Z_178_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B110000208"
"PRJEB9740"	"SAMEA4396424"	"ERX3585478"	"ERR3589591"	408172	"marine metagenome"	"ILLUMINA"	"BMI_AAAI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/001/ERR3589591/ERR3589591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/001/ERR3589591/ERR3589591_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589591/BMI_AAAIOSF_1_1_C7C83ACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589591/BMI_AAAIOSF_1_2_C7C83ACXX.IND6_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/001/ERR3589591"	"TARA_B110000003"	"TARA_20130524T0536Z_155_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B110000003"
"PRJEB9740"	"SAMEA4396538"	"ERX3585479"	"ERR3589592"	408172	"marine metagenome"	"ILLUMINA"	"BMI_AAFI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/002/ERR3589592/ERR3589592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/002/ERR3589592/ERR3589592_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589592/BMI_AAFIOSF_2_1_C7C83ACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589592/BMI_AAFIOSF_2_2_C7C83ACXX.IND9_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/002/ERR3589592"	"TARA_B110001450"	"TARA_20130603T0731Z_158_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B110001450"
"PRJEB9740"	"SAMEA4397072"	"ERX3585480"	"ERR3589593"	408172	"marine metagenome"	"ILLUMINA"	"BMI_AAGI_F"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/003/ERR3589593/ERR3589593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR358/003/ERR3589593/ERR3589593_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589593/BMI_AAGIOSF_3_1_C7C83ACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR358/ERR3589593/BMI_AAGIOSF_3_2_C7C83ACXX.IND7_clean.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR358/003/ERR3589593"	"TARA_B110000196"	"TARA_20130610T0838Z_163_Combined-EVENTS_CAST_MES_(499m)_SEQ-(100L)_W0.22-3_B110000196"
"PRJEB34360"	"SAMEA5953189"	"ERX4146785"	"ERR4183438"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/008/ERR4183438/ERR4183438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/008/ERR4183438/ERR4183438_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183438/NG-17261_WAL001_lib282162_6144_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183438/NG-17261_WAL001_lib282162_6144_3_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/008/ERR4183438"	"DogMetagenomeSample1"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953190"	"ERX4146786"	"ERR4183439"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/009/ERR4183439/ERR4183439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/009/ERR4183439/ERR4183439_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183439/NG-17261_WAL002_lib282163_6144_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183439/NG-17261_WAL002_lib282163_6144_6_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/009/ERR4183439"	"DogMetagenomeSample2"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953191"	"ERX4146787"	"ERR4183440"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/000/ERR4183440/ERR4183440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/000/ERR4183440/ERR4183440_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183440/NG-17261_WAL003_lib282164_6144_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183440/NG-17261_WAL003_lib282164_6144_6_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/000/ERR4183440"	"DogMetagenomeSample3"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953192"	"ERX4146788"	"ERR4183441"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/001/ERR4183441/ERR4183441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/001/ERR4183441/ERR4183441_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183441/NG-17261_WAL004_lib282165_6144_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183441/NG-17261_WAL004_lib282165_6144_6_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/001/ERR4183441"	"DogMetagenomeSample4"	"DogMetagenomeSample"
"PRJEB34360"	"SAMEA5953193"	"ERX4146789"	"ERR4183442"	9615	"Canis lupus familiaris"	"ILLUMINA"	"unspecified"	"WGS"	"ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/002/ERR4183442/ERR4183442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR418/002/ERR4183442/ERR4183442_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183442/NG-17261_WAL005_lib282166_6144_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR418/ERR4183442/NG-17261_WAL005_lib282166_6144_6_2.fastq.gz"	"ftp.sra.ebi.ac.uk/vol1/err/ERR418/002/ERR4183442"	"DogMetagenomeSample5"	"DogMetagenomeSample"
