X.mOTUs2_clade	CSM67UH7	CSM7KOON	CSM7KOOP	CSMAHYLR	HSM5MD5D	HSM5MD6Q	HSM5MD6W	HSM67VF3	HSM67VFX	HSM67VFZ	HSM67VGK	HSM67VI7	HSM67VI9	HSM67VIB	HSM6XRRJ	HSM6XRTG	HSM6XRUL	HSM6XRUN	HSM6XRVC	HSM6XRVK	HSM7CYXI	HSM7CYXO	HSM7CYZJ	HSM7CZ1A	HSM7CZ1C	HSM7CZ1E	HSM7CZ24	HSM7CZ28	HSM7CZ2A	HSM7J4HC	HSM7J4HW	HSM7J4HY	HSM7J4KO	HSM7J4LD	HSM7J4LN	HSM7J4NY	HSM7J4O5	HSM7J4R2	HSMA33NY	HSMA33SE	HSMA33SG	MSM6J2JR	MSM6J2JZ	MSM6J2K6	MSM6J2KA	MSM6J2QF	MSM6J2QH	MSM6J2RM	MSM6J2RU	MSM79H58	MSM79H5E	MSM79H5M	MSM79H5S	MSM79H5U	MSM79H6D	MSM79H6L	MSM79H83	MSM79H8H	MSM79H9A	MSM79HA7	MSM79HBL	MSM79HC8	MSM79HCP	MSM9VZGO	MSM9VZHB	MSM9VZHN	MSM9VZHP	MSM9VZHR	MSM9VZJZ	MSM9VZKE	MSM9VZL7	MSM9VZLJ	MSM9VZMI	MSM9VZMS	MSM9VZMW	MSM9VZNL	MSM9VZOI	MSM9VZOO	MSM9VZPT	MSMA26BB	MSMA26BF	MSMA26BH	MSMA26BJ	MSMA26BN	MSMA26BR	MSMA26BV	MSMA26DI	MSMAPC5H	MSMAPC6M	MSMAPC7T	MSMB4LZX	MSMB4LZZ	PSM6XBTR	PSM7J154	PSM7J15M	PSM7J17V	PSM7J19P	PSM7J19R	PSM7J1DL	PSMA265L
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_16277]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004398057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_16311]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007500624	0	0	0.0004654261	0.0009844518	0	0	0	0	0.0004852086	0	0	0	0	0	0	0	0	0	0.000446061	0	0	0	0	0	0	0	0	0	0.0006547301	0	0.0007124014	0.0008130701	0.0003847307	0	0.0008520531	0.0012333491	0	0	0	0	0	0	0	0	0.0010365464	0.000556882	0.00034109	0	0	0.0007169378
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_16332]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003028546	0	0	0	0	0	0	0	0	0.0005793858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002221935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_16334]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001447346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_16337]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005154377	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_16387]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001236123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028281896	0	0	0	0	0.0057007229
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_16388]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000301912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025075385	0	0	0	0	0.0090613625
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_16391]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004159344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_16395]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003728868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_16404]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003183048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_16428]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004451119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_16452]	0	0	0	0	0.0004127538	0	0	0	0.0004163672	0.000292502	0	0.0004953324	0.0001703643	0.0003529791	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004054331	0	0	0	0.0007502608	0	0	0	0.0004632187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006612036	0.0009244875	0	0	0	0	0	0	0	0	0	0.0004031002	0	0	0	0	0	0	0.000756067	0	0	0.0006561261	0	0	0	0	0	0	0	0	0	0	0	0.0004772678	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_17320]	0	0	0	0	0.0005558503	0	0	0	0	0	0.0003700884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_17355]	0.0002722531	0	0	0.0014113451	0	0	0	0	0	0	0	0	0	0.0003404416	0	0	0	0	0	0	0	0	0	0	0.0003216243	0	0	0.0002568683	0.0009845749	0	0.0003781746	0	0	0	0	0	0.0004216811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003076509	0	0	0.0002413695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009388903	0	0	0	0	0	0	0.0002192841	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_17368]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000556882	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_17374]	0	0	0	0	0	0	0.0003928623	0	0	0	0	0	0.0002316987	0	0.0006856102	0	0	0	0.0002247046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004608621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_17428]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007179275	0.0013210652	0	0	0	0	0	0	0	0	0	0.0002939509	0.0007129277	0.0005558405	0.0004908847	0	0.0001664387	0	0	0	0.0004029943	0	0.0009374215	0	0.0007161068	0	0	0.0004054961	0	0	0.001697313	0	0	0	0.0002299626	0.0004847815	0	0.0006989117	0	0	0	0.0010428098	0	0.0007511867	0	0	0.0007221482	0.0006021102	0	0.0006009945	0	0.0004790554	0	0	0.0005093017	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_17479]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003224455	0	0.0003325528	0	0	0	0.0005187071	0	0.0003647527	0.0004798406	0	0	0.0010120055	0.0005308122	0	0	0	0.0004011477	0.000520749	0.0008577589	0	0.0011301442	0.0007925082	0	0	0	0	0	0	0.0006363828	0	0	0	0.0004903287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_17744]	0	0	0	0	0.0008491134	0	0	0	0.0004016121	0.000700183	0	0	0	0	0	0	0	0	0.0001701612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006167019	0.0003243195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006877795	0.0017771488	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_17781]	0.0006664993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_17941]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019960875	0.0002463077	0.0016608738	0	0	0.0023166344	0	0	0.0007857139	0	0	0.0005598877	0.0004581442	0	0	0	0	0	0	0	0	0	0.0013863567	0.0014334935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_17986]	0.0002762613	0.0003485049	0.0003157458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006404821	0	0	0	0.0002676118	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003463692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_18135]	0.0011608574	0.0037008273	0.0010305888	0.0003026806	0.0005263731	0.0007347632	0	0	0.0019132607	0.0006618526	0.0007415632	0	0	0	0	0.0004226659	0	0.0001848779	0.0007567762	0.0010484484	0	0	0.0024265616	0.0009916653	0.000688944	0.0002902804	0.00019815	0	0	0.0002922268	0	0	0	0.0004559252	0	0	0	0	0.0003807953	0	0.0012263166	0.0007693829	0	0.0008151033	0.0002294315	0.0003028466	0.0003515804	0	0.0009226897	0.0016483188	0	0.000196613	0	0	0.0010414057	0.0001648501	0.0002017564	0.0003579765	0.000441548	0.0003218023	0	0.0007089328	0.0003432774	0.000386301	0.0003359775	0	0	0.0005933249	0.00064722	0.0002448987	0	0	0	0.0001374944	0.0002452421	0	0	0	0	0.0002825233	0.0006340461	0	0	0	0.0011678963	0.0032160346	0.0005094317	0	0	0	0	0	0	0.0004921426	0	0	0.0004955488	0.0022362819	0.0009217915	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_18295]	0	0	0	0	0	0	0	0	0.0007258767	0.0002151537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005892836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003421916	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_23343]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009030492	0	0	0	0	0.0004951905
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_26210]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003730921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_26435]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012600499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_26533]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008215597	0	0	0	0	0	0	0	0	0.0005538011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_26650]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009848288	0.0006993678	0	0	0	0.0008413349
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_26654]	0.0002510417	0	0	0	0	0	0	0	0	0	0	0.0003230449	0.0003082131	0	0	0	0.0005740737	0	0	0.0003598998	0	0	0.000281064	0	0	0	0	0.0005416139	0	0	0.0003746222	0	0	0	0.0013225241	0	0	0.0002000839	0	0	0.0004087722	0	0	0	0.0001863937	0	0	0	0.0001852342	0	0	0.0003010803	0.0001442268	0	0	0	0	0.0002016368	9.85039e-05	0	0	0	0	0.0001349802	0	0	0	0	0	0.000164806	0	0.0005254302	0	0	0	0.0002362985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002323426
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_26685]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005323169	0	0	0	0	0	0	0	0	0	0	0	0	0.0003503841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001264795	0	0	0	0	0	0	0	0	0	0	0	0	0	7.59912e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001946299	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [ext_mOTU_v3_26697]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002530425	0	0	0	0	0	0	0	0	0	0.000199635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__Lachnospiraceae species incertae sedis [meta_mOTU_v3_12240]	0.0012179622	0.0038007093	0.0005515713	0.0003026806	0.000643038	0.002068569	0	0	0.0005127559	0.0050049978	0.0008041499	0.0007281008	0	0.0015536362	0	0	0.0003756079	0.0002052145	0.0007668173	0.0014638715	0	0	0.0005027051	0.0055146581	0.0012056519	0.0003055876	0.000402905	0.0002630866	0.0001920553	0.0012678729	0.0003536495	0	0.0023639932	0.0010422489	0	0.0006898203	0	0.0003983867	0.0003807953	0.0051593625	0.0056167673	0.0013053729	0.000110016	0.0004641334	0.0010035998	0.0007871333	0.0006489015	0	0.0003585407	0.0076504049	0.0003139909	0.000306003	0.0047851342	0.00647811	0.0007758977	0.0001592525	0.0002246154	0.0034604393	0.0034676239	0.0001723501	0.0008644467	0.0044849996	0.0008338313	0.0007082116	0.001524696	0.0004012055	0.0007553543	0.0029018981	0.0051197591	0.0015172781	0.0003528583	0.0012622356	0	0.0013753815	0.0005905171	0.0027795549	0.0017339593	0.0003574363	0.0034404608	0.0003011241	0.0023365786	0.0002209614	0.0010569122	0.0043844342	0.0007824055	0.010027148	0.0027446212	0.0003244864	0.0001970177	0	0.0053740957	0.0023607295	0.0002617011	0.000762821	0	0	0.0007104701	0.0063352075	0.0009683908	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae gen. incertae sedis|s__[Eubacterium] rectale	0.0078459835	0.0244920902	0.0155995668	0.002867631	0.0288219052	0.0060141728	0	0	0.0225158136	0.0251498503	0	0.0793444928	0.0526731558	0.010565635	0	0	0.0177407165	0.0092429418	0.030862513	0.0401891586	0.009660964	0.0172627318	0.042364305	0.1067875959	0.0143851115	0.0046988132	0.0315926466	0.0275982522	0.0081451641	0.011543258	0.0026704432	0.0210242485	0.0008234715	0.0572595291	0.1875305731	0.0450423765	0.0005243555	0.0235171988	0.0340772414	0.0439634654	0.0377169652	0.0314733435	0.0065858781	0.0061356359	0.0172794021	0.0027098521	0.0071820509	0.015755882	0.0492229674	0.0177735503	0.0019843243	0.0043831291	0.0399513856	0.0016758574	0.0508107449	0.0020236629	0.0096924975	0.0563678854	0.0027274865	0.00822177	0.0110788168	0.0040740373	0.0153634897	0.0149387062	0.0003214844	0.0313929393	0.0428798251	0.1219209006	0.0228104664	0.0140200598	0.00559144	0.0094853975	0	0.015367916	0.0090931914	0.0050351891	0.000626913	0.012935004	0.0173629069	0.0107946936	0.0348412375	0.0023752929	0.0246569553	0.0568653848	0.0722841646	0.0928786565	0.1002310871	0.0126033651	0.0305329243	0	0.0176974738	0.0089190675	0.0264779938	0.0749115722	0	0	0.01123904	0.017835147	0.0184728063	0.0086057587
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira sp.	0	0	0	0	0	0	0	0	0	0	0	0.000251018	0	0	0	0	0.0003325236	0	0	0	0	0	0.0002391579	0	6.03046e-05	0	0	0.0001943834	0	0	0	0	0	0	0	0.0001296771	0.0001405604	0	0	0	0	0	0	0	0.0001310103	0	0	0	0.0001321554	0	0.0001608853	0	0.0004054902	0	0	0.0001027272	7.95649e-05	0.0005928513	0	0	0.0003648196	0.0003649666	0	0.0002094459	0	0	0	0.0002703298	0	0	0	0	0	0	0	0	0	0.0003733573	0	0.0001907931	0	0	0	0	0	0.0003399219	0	0.0008937609	0	0	0	0	0	0	0	0	0	0	0.0003689014	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Mediterraneibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003497298	0	0	0	0	0	0	0	0	0.0002558353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000536664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003497298	0	0	0	0	0	0	0	0	0.0002558353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000536664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
