X.mOTUs2_clade	reERR3589553	reERR3589554	reERR3589555	reERR3589556	reERR3589557	reERR3589558	reERR3589559	reERR3589560	reERR3589561	reERR3589562	reERR3589563	reERR3589564	reERR3589565	reERR3589566	reERR3589567	reERR3589568	reERR3589569	reERR3589570	reERR3589571	reERR3589572	reERR3589573	reERR3589574	reERR3589575	reERR3589576	reERR3589577	reERR3589578	reERR3589579	reERR3589580	reERR3589581	reERR3589582	reERR3589583	reERR3589584	reERR3589585	reERR3589586	reERR3589587	reERR3589588	reERR3589589	reERR3589590	reERR3589591	reERR3589592	reERR3589593
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae bacterium GOM-A1	0	0	0	0	0	0	0	0	0	0	0	1.7696e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.1701e-06	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae bacterium GOM-A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3649e-05	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_15058]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76418e-05	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_17124]	0	0	0	0	0	0	0	0	0	0	0	1.73929e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_17125]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38636e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_17207]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40993e-05	0.0002606915	0	0	0	0	0	0	2.15961e-05	0	1.20978e-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_17209]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88413e-05	2.90344e-05	0	0	0	0	0	0	1.38277e-05	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_17254]	0	0	0	0	0	0	0	0	0	0	1.62911e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49171e-05	0.0001917756	0	0	0	0	0	0	2.947e-05	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_19368]	0	0	0	0	0	0	0	1.55893e-05	0	0	6.24434e-05	0	0	0	6.12055e-05	0	0	0.0001187003	0	0	6.27507e-05	3.0807e-05	0	0	0	0	0	0	0	3.50624e-05	0	0.0012668524	0.0005181476	0.0001722765	0	0	0	0	1.36759e-05	0	0.0013389071
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_21480]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4382e-06	6.08722e-05	0	0	0	0	0	0	8.8208e-06	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_21494]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20161e-05	1.72266e-05	0	0	0	0	0	0	1.61517e-05	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_21948]	0	0	0	0	0	0	0	0	0	0	1.34973e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.39682e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_21978]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75222e-05	0	0	0	0	0	0	7.6652e-06	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_22072]	0.0011100868	0.0010948346	0.0011019546	0.0006865846	0.0004518596	0.0001450368	9.02102e-05	0.0014736287	0.0004585088	0.0012773162	0.0010894083	0.0033394279	0.0011759372	0.0009512957	0.0008380285	3.14838e-05	0.0009910197	0.0012143443	0.0007699656	5.63533e-05	0.0014566706	0.0012618715	0.0009829228	0.0004181249	0.0003729481	0.0026744723	0.0016242122	0.0003760477	0.0004175916	0.0017127219	0.0003004019	0.0001223661	0.000428583	0.0004643737	0.0007921463	0.0011379445	0.0005544674	0.0004634383	0.0003294943	0.0012786996	0.0007637204
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_25451]	0	0	0	0	0	0	0	0	0	0	1.69282e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.65932e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_25726]	0	0	0	0	0	0	0	0	0	0	2.67562e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21173e-05	4.64853e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_25728]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21173e-05	0.0001513473	0	0	0	0	0	0	9.9375e-06	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_25738]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4706e-05	0.0001232929	0	0	0	0	0	0	1.77031e-05	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_25930]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.30604e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_25934]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49575e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_25938]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49459e-05	0	0	0	0	0	0	1.70189e-05	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_25977]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.16031e-05	5.30531e-05	0	0	0	0	0	0	5.45915e-05	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_25994]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.05632e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_25996]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22542e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_26000]	0	0	0	0	0	0	0	1.55893e-05	0	0	7.44944e-05	0	0	0	3.33719e-05	0	0	4.53816e-05	0	0	0	2.51728e-05	0	0	0	0	0	0	0	0	1.3514e-05	0.000738365	7.48428e-05	2.11485e-05	0	0	0	0	2.14754e-05	0	6.0087e-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_26001]	0	0	0	0	0	0	0	0.0001204984	0	0	0.0001485012	0	0	0	0.000189089	0	0	0.0001539081	0	0	2.28637e-05	8.88388e-05	0	0	0	0	0	0	0	0	1.89517e-05	0.0009818917	0.0002361438	5.79483e-05	0	0	0	0	3.05781e-05	0	9.75883e-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_26005]	0	0	0	0	0	0	0	0	0	0	1.94098e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02101e-05	9.71808e-05	0	0	0	0	0	0	1.07377e-05	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_26009]	0	0	0	0	0	0	0	2.67649e-05	0	2.77571e-05	0.000511895	0	0	0	0.0004473061	0	0	0.000898685	0	0	3.89577e-05	1.7196e-05	0	0	0	0	0	0	0	6.0249e-06	6.24175e-05	0.0028971926	0.0008730052	6.07249e-05	0	0	2.36793e-05	0	5.22031e-05	0	0.0004591005
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_26081]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16815e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_26084]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6007e-05	0.0001785509	0	0	0	0	0	0	3.29961e-05	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_26089]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31304e-05	9.32708e-05	4.09871e-05	0	0	0	0	0	2.33413e-05	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_30559]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47407e-05	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_30562]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39654e-05	2.67386e-05	0	0	0	0	0	0	1.43797e-05	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_30565]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0895e-05	0	0	0	0	0	0	8.4859e-06	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_30575]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.9515e-06	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_30577]	0	0	0	0	0	0	0	1.5633e-05	0	3.49236e-05	6.06028e-05	0.0001480665	9.2432e-06	0	3.34654e-05	0	0	0	0	0	0	0	0	1.66781e-05	0	0	0	0	0	2.94928e-05	6.50474e-05	7.2662e-05	2.0551e-05	1.14981e-05	3.07505e-05	2.92025e-05	0	0	3.3427e-05	5.58843e-05	1.78416e-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_30583]	0	0	0	0	0	0	0	0	0	0	1.07837e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003749556	0.0006221181	0	0	0	0	0	0	0.0003419194	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_30685]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.48121e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	8.02364e-05	0	0	0	0	0	0	0	0	1.57609e-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_30874]	0.0001047377	7.73659e-05	3.54415e-05	9.33837e-05	0.0001276905	0	1.10285e-05	0.0002423113	0.0001105422	0.0001774036	0.0001828328	0.0006963371	0.0003277198	5.77568e-05	0.0001463367	0	1.97991e-05	7.46935e-05	9.25883e-05	0	0.0001030712	0.000164688	0.000182663	5.22818e-05	2.28869e-05	0.0001063177	8.27826e-05	6.31721e-05	0.0001655671	0.0003091431	2.83133e-05	2.47924e-05	6.43226e-05	5.87682e-05	0.0002083858	0.0003200627	4.54704e-05	3.15845e-05	3.25351e-05	0.0003868697	6.00662e-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_30882]	1.70718e-05	1.47977e-05	1.44845e-05	0.0002317177	0.0001088271	0.0004156075	6.044e-05	0.0001097383	2.654e-05	5.58669e-05	0	1.34406e-05	0	1.61484e-05	1.67797e-05	0	4.38453e-05	1.68188e-05	0.0003270127	3.05439e-05	0.0004124391	0.0005110247	6.3281e-05	5.06659e-05	2.49234e-05	6.853e-06	3.07052e-05	0.0005050224	2.41639e-05	1.47407e-05	0	0	0	7.6604e-06	0	0	1.71703e-05	0	0	1.48628e-05	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_30947]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.16e-06	1.6235e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_30955]	0	0	0	0	0	0	0	0	0	0	2.69946e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20496e-05	0.0002114577	0	0	0	0	0	0	1.31049e-05	0	1.14242e-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_30983]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37669e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_31000]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7196e-05	0	0	0	0	0	0	0	0	0	1.17306e-05	1.46348e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_31007]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0106e-06	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_31039]	0	0	0	0	0	0	0	0	0	0	1.34973e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97672e-05	0	0	0	0	0	0	6.55e-06	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_31044]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09921e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_31110]	0	0	0	0	0	0	0	0	0	0	7.0679e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9814e-05	0	0	0	0	0	0	0	0	9.5202e-06
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_31142]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2432e-05	0	0	0	0	0	0	1.07085e-05	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_31152]	0	0	0	0	0	0	0	0	0	0	0	1.7628e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1848e-06	1.65144e-05	0	0	0	1.2705e-05	0	0	8.0458e-06	3.26615e-05	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_31157]	9.67876e-05	0.0002751074	0.0013933796	0.0030741515	0.0017960051	0.0006858729	0.0005174334	0.0001724264	0.0006352671	0.0004362486	4.74182e-05	0.000535468	0.0001287586	0.0002119083	8.21744e-05	0.0006373731	0.0004864068	4.27839e-05	0.000581815	0.0002851941	0.0002246523	0.0003159033	0.0008195046	0.0006430464	0.0003044307	0.0009770213	0.0001849455	0.0023808485	0.0030955394	0.0003836389	1.31461e-05	5.42559e-05	5.26177e-05	0.0001269659	0.0002668654	0.0003416099	0.0002127743	0.0003594921	1.0798e-05	0.0002759906	0.0001316116
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_31350]	0.0002731492	6.91845e-05	5.08624e-05	2.74634e-05	3.04096e-05	0.0001216838	3.08659e-05	0.0008657747	4.68886e-05	0.0001948046	0.0006659842	0.0004090577	6.16699e-05	6.01603e-05	0.0010192455	0	6.41205e-05	0.0014738934	0.0001406444	3.23562e-05	0.001386146	0.0024190033	2.04776e-05	3.36756e-05	3.44068e-05	4.31982e-05	0.0002619899	2.45774e-05	0	7.4848e-05	5.53973e-05	9.94784e-05	0.0014104674	9.78209e-05	4.90181e-05	4.03961e-05	0.0002299053	2.50314e-05	3.89268e-05	0.0001364754	0.0013564707
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [ext_mOTU_v3_31415]	0.0002869755	0.0002771806	0.0013230099	0.0020225563	0.0007729563	0.0008116574	0.0001686988	0.0004802389	0.0001679651	0.0001861145	4.42454e-05	9.2454e-05	5.32559e-05	0.00035162	0.0004775352	0	0.0013460951	0.0004408153	0.001948288	8.95089e-05	0.0009971321	0.0009684735	0.0003154201	0.0001299074	0.0006575262	0.0008031262	0.0002798263	0.0013041115	0.0007845237	0.0001099767	0	0	0	6.2168e-05	2.64035e-05	3.54027e-05	0.0006887783	0.0003083939	0	3.27283e-05	4.97437e-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [meta_mOTU_v3_12283]	0	0	0	0	0	0	0	0	0	0	1.44292e-05	0	0	0	2.74912e-05	0	0	3.68095e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001126811	4.1239e-05	0	0	0	0	0	0	0	3.01733e-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [meta_mOTU_v3_12383]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.22577e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [meta_mOTU_v3_12467]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77994e-05	0	1.69022e-05	8.3752e-06	0	0	8.9001e-06	0	0	9.1526e-06	1.11264e-05	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [meta_mOTU_v3_12606]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35439e-05	1.16953e-05	0	0	0	0	0	0	1.84813e-05	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__Pelagibacteraceae gen. incertae sedis|s__Pelagibacteraceae species incertae sedis [meta_mOTU_v3_12737]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07393e-05	8.27167e-05	0	0	0	0	0	0	1.80585e-05	0	0
