X.mOTUs2_clade	reSRR9697535	reSRR9697536	reSRR9697537	reSRR9697538	reSRR9697539	reSRR9697540	reSRR9697541	reSRR9697542	reSRR9697543	reSRR9697544	reSRR9697545	reSRR9697546	reSRR9697547	reSRR9697548	reSRR9697549	reSRR9697550	reSRR9697551	reSRR9697552	reSRR9697553	reSRR9697554	reSRR9697555	reSRR9697556	reSRR9697557	reSRR9697558	reSRR9697559	reSRR9697560	reSRR9697561	reSRR9697562	reSRR9697563	reSRR9697564	reSRR9697566	reSRR9697567	reSRR9697568	reSRR9697569
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Altererythrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013098045	0	0	0	0	0	0.000180104	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Altererythrobacter|s__Altererythrobacter dongtanensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013098045	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Altererythrobacter|s__Altererythrobacter troitsensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000180104	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Erythrobacter	0.0092928956	0.0053419161	0.0613609282	0.027649712	0.0015043726	0.0101244463	0.0048499895	0	0.1498248084	0.0016387278	0.0457070143	0.0726950233	0	0.0392498169	0.0055621516	0.0298813446	0.020985504	0.0161728322	0.0049686368	0	0.0168688982	0.0183210687	0.1172329107	0.0252715139	0	0	0.0217319525	0.0130733629	0.0089307333	0.0287085757	0	0	0.020652113	0.0037606414
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Erythrobacteraceae gen. incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0057303605	0	0	0	0	0	0	0	0	0	0	0	0.0003279853	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Erythrobacteraceae gen. incertae sedis|s__Erythrobacteraceae species incertae sedis [ext_mOTU_v3_18684]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0057303605	0	0	0	0	0	0	0	0	0	0	0	0.0002138542	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Erythrobacteraceae gen. incertae sedis|s__Erythrobacteraceae species incertae sedis [ext_mOTU_v3_28677]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001141311	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Erythrobacter|s__Erythrobacter sp. SG61-1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0060058046	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Erythrobacter|s__Erythrobacter sp.	0	0	0	0.0020049278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Erythrobacter|s__Erythrobacter species incertae sedis [ext_mOTU_v3_15010]	0	0	0	0	0.0015043726	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049686368	0	0	0	0	0	0	0	0.0012684101	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Erythrobacter|s__Erythrobacter species incertae sedis [ext_mOTU_v3_27684]	0	0	0.0014705652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Erythrobacter|s__Erythrobacter species incertae sedis [ext_mOTU_v3_28675]	0.0051958618	0	0.0014599852	0.0041926411	0	0	0	0	0.0044964484	0	0.0021665083	0.0041605149	0	0	0	0	0.0038978703	0.0042120588	0	0	0.0080762126	0.0022826468	0.0031758918	0	0	0	0	0.0002178437	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Erythrobacter|s__Erythrobacter species incertae sedis [ext_mOTU_v3_30607]	0	0	0	0	0	0	0	0	0	0	0.0021665083	0.001461965	0	0	0	0	0	0	0	0	0	0	0.0021477759	0	0	0	0	0.0001693559	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Erythrobacter|s__Erythrobacter species incertae sedis [meta_mOTU_v3_13472]	0.0040970338	0.0053419161	0.0584303778	0.0214521431	0	0.0101244463	0.0048499895	0	0.1453283599	0.0016387278	0.0413739977	0.0670725434	0	0.0392498169	0.0055621516	0.0298813446	0.0170876336	0.0119607734	0	0	0.0087926856	0.016038422	0.111909243	0.0252715139	0	0	0.0204635424	0.0126861634	0.0089307333	0.0287085757	0	0	0.0146463083	0.0037606414
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Porphyrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001092882	0	0	0	0.0063428789	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Porphyrobacter|s__Porphyrobacter mercurialis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001092882	0	0	0	0.0063428789	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae	0.0962323072	0.0234121292	0.0290908532	0.0531388502	0.0529484802	0.0663598962	0.0216551999	0.0120402856	0.0668695444	0.0104900308	0.0706234563	0.0767429403	0.0900276914	0.0920010032	0.0646512765	0.0681761107	0.0771995988	0.0348272731	0.0499615219	0.1097541844	0.020259762	0.006453775	0.0532999638	0.081995737	0.002061642	0	0.0796633789	0.0593033318	0.014027215	0.0362570881	0.0651354839	0.0676780838	0.0280739245	0.0435104389
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium	0.0035897839	0	0	0.0034464099	0.0053318856	0.0042127798	0	0	0	0	0.0027775674	0	0.0154445588	0	0	0	0.0024862959	0.0056508888	0.0071762726	0.0294082203	0	0	0.0036754423	0	0	0	0.0099828238	0.0027347639	0.0036499429	0	0	0.0031374285	0	0.0038302973
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium barchaimii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0031374285	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium capsulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0072193697	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium lindaniclasticum	0	0	0	0	0	0	0	0	0	0	0.0027775674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002243262	0	0	0	0	0	0.0017228847
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium mathurense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0116670171	0	0	0	0	0	0	0.0040876238	0.0002160507	0.0036499429	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium pentaromativorans	0.0035897839	0	0	0.0034464099	0	0	0	0	0	0	0	0	0.0154445588	0	0	0	0.0024862959	0	0	0	0	0	0.0036754423	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium resinovorum	0	0	0	0	0.0053318856	0	0	0	0	0	0	0	0	0	0	0	0	0.0056508888	0	0.006701056	0	0	0	0	0	0	0.001512735	0.000578516	0	0	0	0	0	0.0021074126
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium sp. AP12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002151653	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium sp. ST904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003877429	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium species incertae sedis [ext_mOTU_v3_14999]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0038207775	0	0	0	0	0	0	0.0019156545	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium species incertae sedis [ext_mOTU_v3_19488]	0	0	0	0	0	0.0042127798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004984921	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium species incertae sedis [ext_mOTU_v3_23781]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0071762726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium species incertae sedis [ext_mOTU_v3_24409]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024668106	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium species incertae sedis [ext_mOTU_v3_27661]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001226643	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium species incertae sedis [ext_mOTU_v3_28839]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004918063	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium	0.0043122602	0	0.0054870336	0.0025548907	0.0116910332	0.020768307	0	0	0.0146345768	0	0.0088142836	0.0018556287	0	0	0.0029184861	0	0.0035024342	0.0123015967	0.0144004812	0.0104369482	0	0	0.0074073657	0.0048025202	0.002061642	0	0.0060997737	0.007384778	0.0023024488	0	0	0.014243992	0.0042351617	0.0051478056
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium amiense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002479873	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium lactosutens/abikonense	0.0043122602	0	0.0014445628	0	0	0	0	0	0	0	0.0029457524	0	0	0	0	0	0	0	0	0	0	0	0.0030178902	0.0048025202	0	0	0.0028066668	0.0031812024	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium sp. 66-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002061642	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium sp. AP49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002806488	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium sp. SYK-6	0	0	0	0	0.0068247148	0.0097979435	0	0	0	0	0.0018448146	0.0018556287	0	0	0.0013990168	0	0.0035024342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001029418	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium species incertae sedis [ext_mOTU_v3_28285]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002145558	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium ummariense	0	0	0	0.0025548907	0	0	0	0	0	0	0	0	0	0	0.0015194693	0	0	0	0	0	0	0	0	0	0	0	0	0.0002387448	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium xenophagum	0	0	0.0013584631	0	0	0	0	0	0.0069242433	0	0.0010832541	0	0	0	0	0	0	0.0041777447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium yanoikuyae	0	0	0.0026840077	0	0.0048663184	0.0109703636	0	0	0.0077103336	0	0.0029404625	0	0	0	0	0	0	0.008123852	0.0144004812	0.0104369482	0	0	0.0043894755	0	0	0	0.0032931069	0.0031186972	0.0023024488	0	0	0.014243992	0.0042351617	0.0051478056
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonadaceae gen. [Sphingomonas/Sphingobium]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001944625	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonadaceae gen. [Sphingomonas/Sphingobium]|s__Sphingomonadaceae sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001944625	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonadaceae gen. incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018755211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonadaceae gen. incertae sedis|s__Sphingomonadaceae species incertae sedis [ext_mOTU_v3_31500]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018755211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas	0	0.0183053418	0.0220368472	0	0.0359255615	0	0.0108926375	0	0.0407855042	0.0013396376	0.0538013235	0.0067266975	0	0.0920010032	0.0034322119	0.0681761107	0.0077726523	0.0168747876	0.0126063952	0.0490971991	0	0.0026103195	0.0019243913	0.0729812978	0	0	0.0154623125	0.0473112136	0.0011512244	0.0362570881	0	0.0502966634	0	0.034532336
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas asaccharolytica	0	0	0	0	0.0033443822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015443822	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas astaxanthinifaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003594091	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas azotifigens	0	0.0021543954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017299788	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas elodea	0	0	0.0005635382	0	0	0	0	0	0	0	0	0	0	0	0	0.0046891229	0	0	0	0	0	0	0	0	0	0	0	0.0010153974	0	0.0065536187	0	0.0029481311	0	0.0009290555
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas haloaromaticamans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001536468	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas hankookensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001765706	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas hengshuiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008642511	0	0	0	0	0	0	0	0	0	0	0	0.0002470604	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas histidinilytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008830319	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas indica	0	0	0	0	0	0	0	0	0.0070373175	0.0013396376	0	0.0035132916	0	0	0.0014162886	0	0.0024862959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas jeddahensis	0	0.0030874013	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0036674307	0	0	0	0	0	0	0	0.002540996	0	0	0	0.0003070195	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas mali	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0056714667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas parapaucimobilis	0	0	0	0	0	0	0	0	0	0	0.0024538699	0	0	0	0	0	0	0	0	0	0	0	0	0.0022478117	0	0	0	0.0016252064	0	0	0	0	0	0.0058316909
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas phyllosphaerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004289525	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas phyllosphaerae	0	0	0.0007265452	0	0.0022873022	0	0	0	0.0025587818	0	0.002695346	0	0	0	0	0.0049793924	0	0	0	0	0	0	0	0.0030551243	0	0	0	0.001609645	0	0	0	0.0048868472	0	0.0017067074
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas pituitosa	0	0	0.0005351163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003277567	0	0	0	0	0	0.0011315763
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas pruni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0111318873	0	0	0	0	0	0	0.0016525424	0.0002946249	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas rubra	0	0	0	0	0.002015462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002817583	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas sanguinis	0	0	0.0013813328	0	0	0	0	0	0	0	0.0029268693	0	0	0	0	0	0	0	0	0	0	0	0	0.0017343904	0	0	0	0.0009016061	0	0	0	0	0	0.0019661132
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas sanxanigenens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003438886	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas sp. 66-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014853414	0.0002453342	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas sp. 67-36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003690917	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas sp. Ag1	0	0	0.0006969239	0	0	0	0	0	0	0	0.0047644343	0	0	0	0	0.0081666918	0	0	0	0	0	0	0	0	0	0	0	0.0011487566	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas sp. JS21-1	0	0.0038135909	0.0008383975	0	0.0044270777	0	0	0	0.0051115287	0	0.0041441204	0	0	0	0	0.0039608707	0	0	0	0	0	0	0	0.0045190381	0	0	0	0.0020248645	0	0.0085912985	0	0.0043273798	0	0.0030548628
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas sp. LM7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002116949	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas sp. Leaf10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002710926	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas sp. Leaf17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002815031	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas sp. Leaf20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003365406	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas sp. Leaf231	0	0	0	0	0.0036066162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas sp. Leaf343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002091647	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas sp. Mn802worker	0	0	0.0014065915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004994479	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas sp. NFR04	0	0	0.0014902541	0	0	0	0	0	0	0	0.0019144303	0	0	0	0.0016119819	0.002055334	0	0.0052042436	0	0	0	0	0	0.0027284758	0	0	0	0.0022575113	0	0	0	0	0	0.002943552
