Taxonomy	reERR5005154	reERR5005155	reERR5005156	reERR5005157	reERR5005158	reERR5005159	reERR5005160	reERR5005161	reERR5005162	reERR5005164	reERR5005165	reERR5005166	reERR5005168	reERR5005169	reERR5005170	reERR5005171	reERR5005283	reERR5005284	reERR5005285	reERR5005287	reERR5005288	reERR5005289	reERR5005290	reERR5005291	reERR5005292	reERR5005293	reERR5005301	reERR5005302	reERR5005303	reERR5005304	reERR5005305	reERR5005306	reERR5005307	reERR5005308	reERR5005309	reERR5005310	reERR5005311	reERR5005312	reERR5005313	reERR5005314	reERR5005315	reERR5005316	reERR5005317	reERR5005318	reERR5005319	reERR5005320	reERR5005321	reERR5005322	reERR5005323	reERR5005325	reERR5005326	reERR5005327	reERR5005328	reERR5005329	reERR5005330	reERR5005335
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-465	0	0.000120904642235497	0	0	0.0759682182969176	0.0286689943153767	2.71498692328402	1.72542770574761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000915784263695626	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508	0.0603009327580677	0.383289289513806	6.49533427775428	0.766630564156695	0.0730687189485872	0.0287328761842188	2.65612645821768	2.77852081373535	0.00220404106652468	0.000999294422659204	0.00511787858349162	0.00656363745243775	0.000834574977870205	0.00316459601736049	0.000218963051834708	0.00156233734601863	1.80888826687034	0.419318795500208	0.00180443376701717	0.00175157567552486	0.000727093011134785	0.00138364200834058	0.00221016163054954	0.00228197569706311	0.00267702626018703	0.446935717649234	0.237319989813494	1.56760294928027	3.0850871842244	0.00123162093497324	0.584391365515249	0.0176477074899643	14.1838465814784	0.0307360992386354	0.00505645004512161	2.04572915301232	0.000684540766092819	0.000323157719546264	0.554823934432665	0.169799028680412	0.00580792172218314	0.045752821608978	0.00295355845903827	0.241600529037965	0.000854695098916335	0.00978727281434567	0.000168704585867375	0.00100506254304292	0.00722120821663123	0.000108793276925779	0.0193526114498966	0.000882553944537482	0.00071964403052052	0.000541568276228949	0	3.00146143658714
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__CAG-245	0.022553133763683	0.0956494701103891	1.23917659442744	0.661520078318871	0.0074493428575561	0.000408681987017628	0.016485192381209	0.0161589211312953	0.000174513798576289	0.000871016108720915	0.00435661982176956	0	0	0	0	0	0	0	0	2.47211902100434e-05	0	0	0	4.66044722219918e-05	2.19153567152493e-05	2.53834510109541e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.9238351044607e-06
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__CAG-269	0.0347104992128661	0.285255478600734	5.25337443403915	0.100330284604497	0.00187583892982659	0.000229742530841212	0.0760517214146103	0.0512273303614632	0.000253171007319988	0	0.000200227186554247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000123340224485879	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__CAG-273	6.54418353004097e-05	5.42257100042537e-05	0.00017549660607927	0	0.000228367805301828	0	0.000907471825550779	0.00105550138817124	3.56373209936151e-05	0	0.000145631062200852	0.00482217662862585	0.000453738732608392	0.00316459601736049	2.01396360572695e-05	0.00140955026712914	7.28278388248948e-05	0.000108864060744717	0.000561288144391628	0.000195621398848201	0	4.12925611131271e-05	1.4609923574289e-05	7.86743742454651e-05	2.77469665527847e-05	0.000192827461221778	0.000129385103761468	1.56617969450143	0.000538325784823278	0.000466808619423205	0.000153515064766214	0.000504468074484064	0.00323568412319589	0.0302489039117681	0.00434339601584969	0.00199948568716775	0.000654340455997473	1.71397154147432e-05	0.554683577861778	0.168941674424133	0.00574895493800237	0.0457006905802544	8.57076592535072e-05	0.000441622215821898	4.44463169695924e-05	0.000484775400602384	3.26741893224998e-05	0	0.00544756670969774	7.4406615683133e-05	0.00167913688333573	0.000270207609691399	0.00071964403052052	0.000325453606767496	0	0.000175336102082515
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__CAG-452	0	0	4.8557088508885e-05	0	0	0	0	0	7.8882188703975e-06	0	0	0.00144367790689874	0	0	0	0	0	4.30299068871221e-05	0.000202564438350609	1.73200944046765e-05	0	0	0	0	0.000859839613858882	0	0.000357987773976616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00140386471147722	0	0	0.00265103124486194	0	0	0	0	0	0	0	0.000216114669461453	0	2.12721967204294
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__CAG-492	1.36972452115803e-05	0	0	0	0	0.000259921057177936	0.000142453188317271	8.460795850707e-05	0.000554952413600381	0	1.19225597579272e-05	2.68550260618515e-05	4.07011638917811e-05	0	0.000189688888654999	0	0.000147234167668668	0.00030272424074872	0.000413733619052857	0.00131677071837017	0.000384961814878367	0	0	3.70504575500088e-05	0	0	0.00111708441165295	0.000302418292305273	3.0761605685646	0	0.584211919834591	0.000303704186856255	0.000499455495255322	0.00038746206180849	0.000677376948317116	0	1.05350883040016e-05	0.00030601800413152	0.000117063944441752	0.000705615485749982	4.07316248738619e-05	5.21310287236506e-05	0	0	2.79083906872178e-05	0	0.00010817804894469	0.000884396390100394	0.00177364150693349	0	0.0172891328002124	2.83018036943319e-05	0	0	0	0.000113389780832793
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__Merdicola	2.45285032720804e-05	1.74210382940759e-05	2.46669564852544e-05	0	0.000128393108946365	0	0	7.57563493617733e-05	0.000288518973171941	0.000128278313938289	0	2.40454771910274e-05	0.000340135081370032	0	0	4.95298967310917e-05	0.000115367842252268	8.74366131367182e-06	4.11610196549588e-05	9.67845130201179e-05	0.000262682816392115	0	0.0021192125131268	0.00115031008112258	0.00121706657870996	0.446643734955354	0.228759490233188	0	7.99473706894716e-05	2.52988776286141e-05	0	0.000143963431276099	12.4989539019439	2.89105105444899e-05	3.56770809548088e-05	0.000130959563742261	0	0	2.32926264444484e-05	0	1.82351593069057e-05	0	5.78239449340737e-05	0	0.000124943198744658	0.000128259185152542	0	0.00012066615294253	0	0	0.000319182662871304	2.53408942381818e-05	0	0	0	1.1280782567814e-05
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__Scatovivens	0.00293363219773459	0.00231269405438416	0.00253452863661568	0.00472561317939673	0.0633867762469564	0.027834530609182	2.56253961940799	2.70991869654655	0.000889359333992065	0	0.000403477953209041	0	0	0	0	0	1.8085528370216	2.8606838181554e-05	0.000522310916811457	6.86365740442675e-05	0	0	6.13026733112699e-05	0.000311526528773259	0.000420370358766358	7.37717816479267e-05	4.45500480400281e-05	4.66271435021943e-05	0	0.000542283462062675	0	1.95928104429062e-05	0.000136940428823614	7.08227545143102e-05	0	5.8329947133972e-05	0	0	0	0	0	0	0	0	0.000534056968028988	0.00023564964643962	0	0	0	3.43866612426456e-05	6.51591034771798e-05	0.000558703636913569	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__UMGS1663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26350356171255e-05	0	0	0	0	0	0	0	0	0.000209987702031609	5.25881326881274e-05	8.15419136163081e-05	0	0.000235690057824629	5.8832618515163e-05	0	0	1.57846215129052	0	0	0	0	0	0	0	0	0	2.95284115811007e-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__UMGS1781	0	0	0	5.45880539302708e-05	0	0	0	0	0	0	0	0	0	0	9.1345271224395e-06	0	0	0.000310365627539967	2.21371893706846e-05	0	7.94483798643032e-05	0	0	0	0	0	7.33548347266547e-05	0.000804799934477822	0	1.02046678439658e-05	0	0	0	0	0	1.92088844787891e-05	0	0	0	0	0	0	0	0	0	7.76027933906672e-05	0	0	0	0	0	0	0	0	0	0.873824106694561
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__UMGS1781|s__UMGS1781 sp900554635	0	0	0	5.45880539302708e-05	0	0	0	0	0	0	0	0	0	0	9.1345271224395e-06	0	0	0.000310365627539967	2.21371893706846e-05	0	7.94483798643032e-05	0	0	0	0	0	7.33548347266547e-05	0.000804799934477822	0	1.02046678439658e-05	0	0	0	0	0	1.92088844787891e-05	0	0	0	0	0	0	0	0	0	7.76027933906672e-05	0	0	0	0	0	0	0	0	0	0.873824106694561
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__UMGS1933	0	0	0	0	0	0	0	0	0	0	0	0.000246882413660274	0	0	0	0	0	0.418516461164793	0	0	0	0.00134234944722745	0	0	0	0	0.000923766334989127	0	0	0	0	0	0	0	0	0	0	0	0	0.000151738770528893	0	0	0.00135404459634286	0	0	0.0057180187941867	0	0	0	0	0	0	0	0	0	0.000109727349054982
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Tissierellales	0	0	0	0	0	0.00231923173900368	0	0	0.000104293204748443	0.000243441256721045	0	0.00257171777176969	0.577605363633075	0.0490074065382708	0.0555078292270207	0.00535775951766113	0	0.000227566043134344	0.000323613790880122	0	0	0	0	0	0	9.79709600428064e-06	0	0.00561227930817765	0	0	0	0	8.78139333089293e-05	16.8113322521593	0.00291785114164352	0.00062939319665992	0	0.000215154102384067	0	0.000342569599105844	0.00127831118892993	0.000113891031123483	0	0.000100969895489851	0	0	8.4212161641801e-05	0	0	0	4.65778402031433	0.00169937567344123	0	0	2.43436794778044e-05	0.0012019175513348
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Tissierellales|f__Peptoniphilaceae	0	0	0	0	0	0	0	0	0.000104293204748443	0.000243441256721045	0	0.00257171777176969	0.577605363633075	0.0490074065382708	0.0555039382800116	0.00535775951766113	0	0.000227566043134344	0.000323613790880122	0	0	0	0	0	0	9.79709600428064e-06	0	0.00231148064001496	0	0	0	0	0	0	0	0.00062939319665992	0	4.92587990866917e-05	0	0.000342569599105844	0	0.000113891031123483	0	0.000100969895489851	0	0	8.4212161641801e-05	0	0	0	4.65778402031433	0.00169937567344123	0	0	2.43436794778044e-05	0.0012019175513348
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerosphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000422123604356257	0	0	0	0	0	0	0	0	0	3.86467400189483e-05	0	0	0	0	0	0	0	0	0	0	0	0	4.65752442105644	0.0016512847767777	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Tissierellales|f__Peptoniphilaceae|g__Neofamilia	0	0	0	0	0	0	0	0	0.000104293204748443	0.000243441256721045	0	0.00257171777176969	0.577605363633075	0.0490074065382708	0.0555039382800116	0.00535775951766113	0	0.000227566043134344	0.000323613790880122	0	0	0	0	0	0	9.79709600428064e-06	0	0.0018893570356587	0	0	0	0	0	0	0	0.00062939319665992	0	1.06120590677434e-05	0	0.000342569599105844	0	0.000113891031123483	0	0.000100969895489851	0	0	8.4212161641801e-05	0	0	0	0.000259599257897302	4.80908966635294e-05	0	0	2.43436794778044e-05	0.0012019175513348
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Tissierellales|f__Sedimentibacteraceae	0	0	0	0	0	0.00231923173900368	0	0	0	0	0	0	0	0	3.89094700903426e-06	0	0	0	0	0	0	0	0	0	0	0	0	0.00330079866816269	0	0	0	0	8.78139333089293e-05	16.8113322521593	0.00291785114164352	0	0	0.000165895303297375	0	0	0.00127831118892993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Tissierellales|f__Sedimentibacteraceae|g__UBA1535	0	0	0	0	0	0.00231923173900368	0	0	0	0	0	0	0	0	3.89094700903426e-06	0	0	0	0	0	0	0	0	0	0	0	0	0.00330079866816269	0	0	0	0	8.78139333089293e-05	16.8113322521593	0.00291785114164352	0	0	0.000165895303297375	0	0	0.00127831118892993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__UBA1381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000228555847460362	0.602862710036842	0	0.00762647832035207	3.01801096433517e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__UBA1381|f__UBA9506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000228555847460362	0.602862710036842	0	0.00762647832035207	3.01801096433517e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__UBA1381|f__UBA9506|g__RGIG9126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000228555847460362	0.602862710036842	0	0.00762647832035207	3.01801096433517e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__UMGS1883	4.65782857418093e-05	3.78075412606243e-05	0.000200748003508941	7.34250753899433e-05	2.78641702183745e-05	0	0.00020760875243097	0.000109605457336546	3.04378747208417e-05	4.63987618992301e-05	2.31676364366015e-05	0.000603968306368954	0.000269097986570429	0.00844646474533761	0.00298709986681671	0.00513021821862365	0.000933585077523217	0.00166667240195365	0.00249281744499192	0.00350774627067041	6.23373919566389e-05	0.000513845501696442	0.0497875162298317	0.00241013291463916	3.38553062700099e-05	0.0128409571366044	0.000294656578791006	0.00174625218535971	6.19655848823494e-06	0.000873548920196552	0.00038809954991015	0.00268396714302812	0.00248145418765982	0.00368902725801672	0.000347101361818596	0.000578035127308013	4.60609530480835e-05	0	1.8956324255073e-05	0	1.97871827801542e-05	0	1.33042043688361	0	0	0.914133518822141	0.000212720157615388	0	0.000123089223993974	0.0267430056157215	0.0205531915106304	1.37488490685565e-05	2.43908234600347e-05	0	0	0.00765629489505083
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__UMGS1883|f__UMGS1883	4.65782857418093e-05	3.78075412606243e-05	0.000200748003508941	7.34250753899433e-05	2.78641702183745e-05	0	0.00020760875243097	0.000109605457336546	3.04378747208417e-05	4.63987618992301e-05	2.31676364366015e-05	0.000603968306368954	0.000269097986570429	0.00844646474533761	0.00298709986681671	0.00513021821862365	0.000933585077523217	0.00166667240195365	0.00249281744499192	0.00350774627067041	6.23373919566389e-05	0.000513845501696442	0.0497875162298317	0.00241013291463916	3.38553062700099e-05	0.0128409571366044	0.000294656578791006	0.00174625218535971	6.19655848823494e-06	0.000873548920196552	0.00038809954991015	0.00268396714302812	0.00248145418765982	0.00368902725801672	0.000347101361818596	0.000578035127308013	4.60609530480835e-05	0	1.8956324255073e-05	0	1.97871827801542e-05	0	1.33042043688361	0	0	0.914133518822141	0.000212720157615388	0	0.000123089223993974	0.0267430056157215	0.0205531915106304	1.37488490685565e-05	2.43908234600347e-05	0	0	0.00765629489505083
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__UMGS1883|f__UMGS1883|g__UMGS1883	4.65782857418093e-05	3.78075412606243e-05	0.000200748003508941	7.34250753899433e-05	2.78641702183745e-05	0	0.00020760875243097	0.000109605457336546	3.04378747208417e-05	4.63987618992301e-05	2.31676364366015e-05	0.000603968306368954	0.000269097986570429	0.00844646474533761	0.00298709986681671	0.00513021821862365	0.000933585077523217	0.00166667240195365	0.00249281744499192	0.00350774627067041	6.23373919566389e-05	0.000513845501696442	0.0497875162298317	0.00241013291463916	3.38553062700099e-05	0.0128409571366044	0.000294656578791006	0.00174625218535971	6.19655848823494e-06	0.000873548920196552	0.00038809954991015	0.00268396714302812	0.00248145418765982	0.00368902725801672	0.000347101361818596	0.000578035127308013	4.60609530480835e-05	0	1.8956324255073e-05	0	1.97871827801542e-05	0	1.33042043688361	0	0	0.914133518822141	0.000212720157615388	0	0.000123089223993974	0.0267430056157215	0.0205531915106304	1.37488490685565e-05	2.43908234600347e-05	0	0	0.00765629489505083
k__Bacteria|p__Firmicutes_B	0.466306858044716	1.8504314653072	1.8937573797203	2.380765063988	1.75625114831783	0.0472539668324178	5.76459647101565	4.04283398284107	0.00023318894057268	0.00117931035800775	0.00495483846513989	0	0	0.00058664803692502	0	0.000212108887840214	2.67883080754394e-05	0	0	1.90507539644346e-05	0	7.67077001948454e-06	0	1.5774869045706	0	0.000619862750687358	1.49758106467394	0.00387074356411879	0.000800022702321583	2.50774177179483e-05	0.0457617867903463	2.11412166196569e-05	1.29007422687216	0	0	7.86746528379574e-06	0.000242375488238374	0	0	0	0	0	3.13111940364937e-05	0.00021265675835013	0.000187815032698617	0	0	0	0	0	0.000789319922654625	0	0	1.32060718345726e-05	0	0
k__Bacteria|p__Firmicutes_B|c__Dehalobacteriia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.67077001948454e-06	0	0	0	0	0	0.00387074356411879	0.000800022702321583	2.50774177179483e-05	0.0457617867903463	2.11412166196569e-05	1.29007422687216	0	0	7.86746528379574e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_B|c__Dehalobacteriia|o__UBA4068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.67077001948454e-06	0	0	0	0	0	0.00387074356411879	0.000800022702321583	2.50774177179483e-05	0.0457617867903463	2.11412166196569e-05	1.29007422687216	0	0	7.86746528379574e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_B|c__Dehalobacteriia|o__UBA4068|f__UBA4068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.67077001948454e-06	0	0	0	0	0	0.00387074356411879	0.000800022702321583	2.50774177179483e-05	0.0457617867903463	2.11412166196569e-05	1.29007422687216	0	0	7.86746528379574e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_B|c__Dehalobacteriia|o__UBA4068|f__UBA4068|g__RGIG3155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.67077001948454e-06	0	0	0	0	0	0.00387074356411879	0.000800022702321583	2.50774177179483e-05	0.0457617867903463	2.11412166196569e-05	1.29007422687216	0	0	7.86746528379574e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_B|c__Peptococcia	0.40576884584825	1.8504314653072	1.89370216001588	2.380765063988	0.669105629690104	0.0472539668324178	5.71005939205676	4.01439956909348	0.000161424322411638	0.000222093147966172	0.00359267039631072	0	0	0.00058664803692502	0	0.000212108887840214	2.67883080754394e-05	0	0	1.90507539644346e-05	0	0	0	1.5774869045706	0	0.000619862750687358	1.49758106467394	0	0	0	0	0	0	0	0	0	0.000242375488238374	0	0	0	0	0	3.13111940364937e-05	0.00021265675835013	0.000187815032698617	0	0	0	0	0	0.000789319922654625	0	0	1.32060718345726e-05	0	0
k__Bacteria|p__Firmicutes_B|c__Peptococcia|o__Peptococcales	0.40576884584825	1.8504314653072	1.89370216001588	2.380765063988	0.669105629690104	0.0472539668324178	5.71005939205676	4.01439956909348	0.000161424322411638	0.000222093147966172	0.00359267039631072	0	0	0.00058664803692502	0	0.000212108887840214	2.67883080754394e-05	0	0	1.90507539644346e-05	0	0	0	1.5774869045706	0	0.000619862750687358	1.49758106467394	0	0	0	0	0	0	0	0	0	0.000242375488238374	0	0	0	0	0	3.13111940364937e-05	0.00021265675835013	0.000187815032698617	0	0	0	0	0	0.000789319922654625	0	0	1.32060718345726e-05	0	0
k__Bacteria|p__Firmicutes_B|c__Peptococcia|o__Peptococcales|f__Peptococcaceae	0.40576884584825	1.8504314653072	1.89370216001588	2.380765063988	0.669105629690104	0.0472539668324178	5.71005939205676	4.01439956909348	0.000161424322411638	0.000222093147966172	0.00359267039631072	0	0	0.00058664803692502	0	0.000212108887840214	2.67883080754394e-05	0	0	1.90507539644346e-05	0	0	0	1.5774869045706	0	0.000619862750687358	1.49758106467394	0	0	0	0	0	0	0	0	0	0.000242375488238374	0	0	0	0	0	3.13111940364937e-05	0.00021265675835013	0.000187815032698617	0	0	0	0	0	0.000789319922654625	0	0	1.32060718345726e-05	0	0
k__Bacteria|p__Firmicutes_B|c__Peptococcia|o__Peptococcales|f__Peptococcaceae|g__UBA7185	0.00633332161770981	1.83724427726937	0.031330748074778	0.0137865446535279	0.0141928453976386	0.000252218461343221	0.00684246807805947	0.0102215315807627	0.0001302838912403	0.00013902113446105	0.000682585292988194	0	0	0	0	0	2.67883080754394e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04444133708828e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_B|c__Peptococcia|o__Peptococcales|f__Peptococcaceae|g__UMGS1590	0.39943552423054	0.0131871880378321	1.8623714119411	2.36697851933448	0.654912784292465	0.0470017483710746	5.7032169239787	4.00417803751272	3.11404311713379e-05	8.30720135051222e-05	0.00291008510332253	0	0	0.00058664803692502	0	0.000212108887840214	0	0	0	1.90507539644346e-05	0	0	0	1.5774869045706	0	0.000619862750687358	1.49758106467394	0	0	0	0	0	0	0	0	0	0.000242375488238374	0	0	0	0	0	2.08667806656109e-05	0.00021265675835013	0.000187815032698617	0	0	0	0	0	0.000789319922654625	0	0	1.32060718345726e-05	0	0
k__Bacteria|p__Firmicutes_B|c__Peptococcia|o__Peptococcales|f__Peptococcaceae|g__UMGS1590|s__UMGS1590 sp900553245	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00058664803692502	0	0.000212108887840214	0	0	0	1.90507539644346e-05	0	0	0	1.5774869045706	0	0.000596460589863081	1.49736907967798	0	0	0	0	0	0	0	0	0	0.000242375488238374	0	0	0	0	0	2.08667806656109e-05	0.00021265675835013	0	0	0	0	0	0	0.000789319922654625	0	0	1.32060718345726e-05	0	0
k__Bacteria|p__Firmicutes_B|c__Syntrophomonadia	0.0605380121964665	0	5.52197044273386e-05	0	1.08714551862773	0	0.0545370789588925	0.0284344137475879	7.17646181610416e-05	0.000957217210041579	0.00136216806882917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_B|c__Syntrophomonadia|o__Syntrophomonadales	0.0605380121964665	0	5.52197044273386e-05	0	1.08714551862773	0	0.0545370789588925	0.0284344137475879	7.17646181610416e-05	0.000957217210041579	0.00136216806882917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_B|c__Syntrophomonadia|o__Syntrophomonadales|f__Syntrophomonadaceae	0.0605380121964665	0	5.52197044273386e-05	0	1.08714551862773	0	0.0545370789588925	0.0284344137475879	7.17646181610416e-05	0.000957217210041579	0.00136216806882917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C	1.49768759638298	0.000534451218128116	0.0024712095224567	0.0113051217546098	1.29341367471752	0	0.0789332402454699	0.0454408777041546	5.51875753250254e-05	0.00449786091609993	0.672412781851526	0.0012302392634131	0.0787071530666684	0.164802923626661	0.0110005501995265	0.0369219905450756	0.0105719093966453	0.00143706468791566	0.000449516030312649	0.000179801884601977	4.19293582079851e-05	0.769725646286434	1.04066398183051	0.0150141603958955	0.00125491516465288	1.14505039379915	2.19948840031654	1.00375560869808	0.821773216030019	0.284597922744151	0.00160019571849833	0.893042560647027	1.22051993458625	0.0342722444739803	0.000121342893988721	5.85845241786704	1.15601512388758e-05	9.3456867412698e-06	3.84642825470128e-06	0.0719421518366381	4.40568185050592e-05	0.204417916027532	1.96633449013973	0.234956376346371	0	0.119774858098468	0.000110080979850139	5.37743955712594e-05	0	0.0299130323537218	0.00360336951046004	0.000151257321120331	0.000105234832757295	0.226818606834612	0.00016499627643512	0.000680275233419444
k__Bacteria|p__Firmicutes_C|c__Negativicutes	1.49768759638298	0.000534451218128116	0.0024712095224567	0.0113051217546098	1.29341367471752	0	0.0789332402454699	0.0454408777041546	5.51875753250254e-05	0.00449786091609993	0.672412781851526	0.0012302392634131	0.0787071530666684	0.164802923626661	0.0110005501995265	0.0369219905450756	0.0105719093966453	0.00143706468791566	0.000449516030312649	0.000179801884601977	4.19293582079851e-05	0.769725646286434	1.04066398183051	0.0150141603958955	0.00125491516465288	1.14505039379915	2.19948840031654	1.00375560869808	0.821773216030019	0.284597922744151	0.00160019571849833	0.893042560647027	1.22051993458625	0.0342722444739803	0.000121342893988721	5.85845241786704	1.15601512388758e-05	9.3456867412698e-06	3.84642825470128e-06	0.0719421518366381	4.40568185050592e-05	0.204417916027532	1.96633449013973	0.234956376346371	0	0.119774858098468	0.000110080979850139	5.37743955712594e-05	0	0.0299130323537218	0.00360336951046004	0.000151257321120331	0.000105234832757295	0.226818606834612	0.00016499627643512	0.000680275233419444
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Acidaminococcales	1.4976754448386	0.00053157439468013	0.0024712095224567	0.0113051217546098	1.29339671295898	0	0.0788068625531712	0.045307437426716	4.98937324999261e-05	0.00446961659409674	0.672409256142236	0.000965027109080301	0.0783870798242136	0.124319561971125	0.0109930709569186	0.000168458316865273	0.0105719093966453	0.00121447308869884	0.000422327527655684	0.000169019105761365	1.1756604123389e-05	0.769725646286434	0.949927093513064	0.014607605765893	0.000872557450212958	1.14130079811065	0.00899131289968871	1.00352026560759	0.821385483452113	0.284572856360687	0.000689397935968692	0.892964080320448	9.89581804450613e-05	0.0342197289599529	0.000121342893988721	5.85840916584757	0	9.3456867412698e-06	0	0.0719421518366381	3.80342918351414e-05	0.204417916027532	1.96609895410642	3.59986635659298e-05	0	0.119563057271767	9.57546638401722e-05	5.37743955712594e-05	0	0.00689425548580186	0.00360336951046004	0.000151257321120331	0.000105234832757295	0.000874198280358196	2.37749418421623e-05	0.000590858327019543
