#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	reERR3589593_taxonomic_profile	reERR3589592_taxonomic_profile	reERR3589591_taxonomic_profile	reERR3589590_taxonomic_profile	reERR3589589_taxonomic_profile	reERR3589588_taxonomic_profile	reERR3589587_taxonomic_profile	reERR3589586_taxonomic_profile	reERR3589585_taxonomic_profile	reERR3589584_taxonomic_profile	reERR3589583_taxonomic_profile	reERR3589582_taxonomic_profile	reERR3589581_taxonomic_profile	reERR3589580_taxonomic_profile	reERR3589579_taxonomic_profile	reERR3589578_taxonomic_profile	reERR3589577_taxonomic_profile	reERR3589576_taxonomic_profile	reERR3589575_taxonomic_profile	reERR3589574_taxonomic_profile	reERR3589573_taxonomic_profile	reERR3589572_taxonomic_profile	reERR3589571_taxonomic_profile	reERR3589570_taxonomic_profile	reERR3589569_taxonomic_profile	reERR3589568_taxonomic_profile	reERR3589567_taxonomic_profile	reERR3589566_taxonomic_profile	reERR3589565_taxonomic_profile	reERR3589564_taxonomic_profile	reERR3589563_taxonomic_profile	reERR3589562_taxonomic_profile	reERR3589561_taxonomic_profile	reERR3589560_taxonomic_profile	reERR3589559_taxonomic_profile	reERR3589558_taxonomic_profile	reERR3589557_taxonomic_profile	reERR3589556_taxonomic_profile	reERR3589555_taxonomic_profile	reERR3589554_taxonomic_profile	reERR3589553_taxonomic_profile
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadales_unclassified|g__Nitrosomonadales_unclassified	2|1224|28216|32003||	0	0	0	0.05384958584576152	0.00998706507660681	0.0004483154818125493	0.0016446676865022386	0.012440625091674536	0	0	0	0.0003934858097036591	0.2176954419191696	0.02822776149476255	0.007267390100468212	0.0023792295662817546	0.012811865679029824	0.007163900432975112	0.016219348922486963	0.00776280908912008	0.0018757944123114012	0.01791260954639414	0.023792366803471063	0.0015435953870626335	0.03814134619609746	0.02704688655026187	0.0032003522975337373	0.015864927619016138	0	0	0	0.0019240495404860987	0.07030402147046723	0.005627139632016177	0.05497412649669308	0.013353609546054263	0.08710766338708441	0.23589899933851216	0.0631041499389798	0.016923440589620854	0.01201655240211298
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadales_unclassified|g__Nitrosomonadales_unclassified|s__Methylophilales_bacterium_HTCC2181	2|1224|28216|32003|||383631	0	0	0	0.05384958584576152	0.00998706507660681	0.0004483154818125493	0.0016446676865022386	0.012440625091674536	0	0	0	0.0003934858097036591	0.2176954419191696	0.02822776149476255	0.007267390100468212	0.0023792295662817546	0.012811865679029824	0.007163900432975112	0.016219348922486963	0.00776280908912008	0.0018757944123114012	0.01791260954639414	0.023792366803471063	0.0015435953870626335	0.03814134619609746	0.02704688655026187	0.0032003522975337373	0.015864927619016138	0	0	0	0.0019240495404860987	0.07030402147046723	0.005627139632016177	0.05497412649669308	0.013353609546054263	0.08710766338708441	0.23589899933851216	0.0631041499389798	0.016923440589620854	0.01201655240211298
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.3315184971635024	0.0026720934165701525	0.04524324011314032	0.03180342997357444	0.009111184040407064	0.037945111410337774	0.05241822619750717	0.03741428974494057	0.12669447952081775	0.02163460767895184	0.2666467996524657	0.0037323994197196475	0.10652952017712244	0.0057291239986926815	0.2394477139801181	3.3460498307799007	0.010159068778161095	0.005048488530964351	0.0006128638975379382	0.060444549934043926	0.05355695048355967	0.6234677468972428	0.019116852262278498	0.011550411821031477	0.0011292338437421758	0.23074090503948155	0.040873381629025034	0.05369417835544845	0.9746531799428146	0.0068342157109291205	0.07590567714095701	0.036889344044410216	0.003097497575146043	0.034992037548896564	0.1983223819631239	0.20223930398254694	0.012572100139885469	0.01668800583277649	0.01756388536996444	0.0027002138793114955	0.8154514297793773
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	2|1224|1236|135622	0.3078765657960173	0.0017947373996256087	0.036484828722068034	0.01655851475217986	0.006678256023701458	0.0012298874431689935	0.00792329770591957	0.02237776013785564	0.12231052671546933	0.013401280160694437	0.086592311420128	0.0034878245242387037	9.705088385404411e-05	0.0012240955114045733	0.21944499744751775	3.0773021213516176	0.009023687095868435	0.002471662325279231	0	0.0035679052733661727	0.004070101312479169	0.0016134825397314866	1.93336231889424e-05	0.0017194831432448244	0.0004308283099307189	0.016368020896321497	0.03328238269593475	0.0463411710738903	0.929085453971648	0.006256137594383011	0.03077972020503405	0.010775782026713502	0	0.00466091540403765	0.0004082950450765559	0.0008198895528651019	0.0037925337714143814	0.0005749467944324352	2.8791866476003607e-05	0.0014235828385922257	0.8045466243957797
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae	2|1224|1236|135622|72275	0.012741384922132622	6.003804860478173e-05	0.0001199267727473634	0.0006760918463554838	0.00047971330598016936	0.0008178518269366506	0.002111780899420745	0.0002363073884891435	0.018631968322129967	0.007478896947612709	0.0013569068959127302	0	4.6214706597163865e-05	0.00011061755726126167	0.007995966551834715	0.04217606266488573	0.0011900756921634482	0	0	0.0016051477759770369	0.002693032257759439	0.0016134825397314866	1.93336231889424e-05	0.0003629517961055663	0	0.002714301278379255	0.009662778117885669	0.0050686746143466885	0.01860308635862835	0.0001659019724808905	0.0005882100444824362	0.0018782290964005272	0	0	0.0004082950450765559	0.0005870130603937247	0	0.0003152238751105666	2.8791866476003607e-05	0.0014235828385922257	0.0170369708665188
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas	2|1224|1236|135622|72275|226	0.007109397701976898	6.003804860478173e-05	0.0001199267727473634	0.0006760918463554838	0.0003460853017394386	0.0008178518269366506	0.0014373598536975532	0	0.010108741641058192	0	0.0013569068959127302	0	0	0	0.0034760673594949943	0.024217580612770555	0.0009265000365549618	0	0	0	0.001394850434192438	0	0	0	0	0.001355464214039966	0.008116290283699017	0.0026427922706017807	0.012465299609254242	0.0001659019724808905	0.0005882100444824362	0.0018782290964005272	0	0	0	0	0	0	0	0	0.01186930114138248
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas|s__Alteromonas_australica	2|1224|1236|135622|72275|226|589873	0.0035913168588945	0	0	0	0	0	0.0008974398233430203	0	0.002382269725760428	0	0	0	0	0	0.0006499174465575959	0	0	0	0	0	0.001394850434192438	0	0	0	0	0	0.004837134115332572	0	0.0006497016226049274	0	0.00019026107757963678	0.0018782290964005272	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas|s__Alteromonas_macleodii	2|1224|1236|135622|72275|226|28108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005070512226002081	0	0	0	0	0	0	0	0	0	0	0	0	0.0010552428702697062	0.0008070713421719387	0	0	0	0	0	0	0	0	0	0	0	0.0005672005293138281
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas|s__Alteromonas_naphthalenivorans	2|1224|1236|135622|72275|226|715451	0.0034349067457926613	6.003804860478173e-05	0.0001199267727473634	0.0005805004541972534	0.0003460853017394386	0.0007893462182664888	0.0005230595042114531	0	0.007139152404518051	0	0.0013383421102272847	0	0	0	0.0022984532822508627	0.021959149407090383	0.0008605374115851631	0	0	0	0	0	0	0	0	0.001199469887696331	0.003153883434345934	0.0015070056407271322	0.00982898912024613	0.00016375298320004994	0.00035526430775884634	0	0	0	0	0	0	0	0	0	0.010697520916569387
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas|s__Alteromonas_stellipolaris	2|1224|1236|135622|72275|226|233316	8.317409728973596e-05	0	0	9.559139215823035e-05	0	2.8505608670162102e-05	1.7243719919058887e-05	0	0.0005873195107797133	0	1.856478568544575e-05	0	0	0	2.0645408086327696e-05	0.0022590538776420324	6.568778069909101e-05	0	0	0	0	0	0	0	0	0.0001559943263436353	0.00012527273402051102	8.054375960494263e-05	0.0011795375242312429	2.148989280840551e-06	4.268465914395329e-05	0	0	0	0	0	0	0	0	0	0.0006048628710006675
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Glaciecola	2|1224|1236|135622|72275|89404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003941513518598144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011692919811793667	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Glaciecola|s__Glaciecola_nitratireducens	2|1224|1236|135622|72275|89404|300231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003941513518598144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Glaciecola|s__Glaciecola_sp_33A	2|1224|1236|135622|72275|89404|2057807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011692919811793667	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Marinobacter	2|1224|1236|135622|72275|2742	0.005631987220155724	0	0	0	0.00013362800424073068	0	0.000674037851947213	0	0.0049012353652644475	0.007478896947612709	0	0	0	0	0.003997363913674768	0.01444225348347004	0.00026357565560848655	0	0	0	6.816195464538118e-05	0	0	0.0002980342330982593	0	0	0.001413588919117812	0.0019184965313820863	0.00613741906311344	0	0	0	0	0	0	0	0	0	0	0.0010065080263718877	0.003955395403622343
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Marinobacter|s__Marinobacter_adhaerens	2|1224|1236|135622|72275|2742|1033846	0.0010566474014142742	0	0	0	0	0	0.00011879007055351677	0	0.0006265041713915499	0.0007105769709717502	0	0	0	0	7.102020381696727e-05	0	0.00026357565560848655	0	0	0	0	0	0	0	0	0	0	0.0019184965313820863	0	0	0	0	0	0	0	0	0	0	0	0	0.0008418807656764907
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Marinobacter|s__Marinobacter_algicola	2|1224|1236|135622|72275|2742|236100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006388614328723057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Marinobacter|s__Marinobacter_hydrocarbonoclasticus	2|1224|1236|135622|72275|2742|2743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011873174190447054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010065080263718877	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Marinobacter|s__Marinobacter_salarius	2|1224|1236|135622|72275|2742|1420917	0.004575186925180255	0	0	0	0.00013362800424073068	0	0.0005552477813936962	0	0.004274731193872897	0.00676831997664096	0	0	0	0	0.002738819836732232	0.013803392050597732	0	0	0	0	6.816195464538118e-05	0	0	0.0002980342330982593	0	0	0.001413588919117812	0	0.00613741906311344	0	0	0	0	0	0	0	0	0	0	0	0.0031135146379458515
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Paraglaciecola	2|1224|1236|135622|72275|1621534	0	0	0	0	0	0	0	0.0002363073884891435	0.0036219913158073297	0	0	0	4.6214706597163865e-05	0.00011061755726126167	0.0005225352786649539	0.003121454544823459	0	0	0	0.0016051477759770369	0.0012298787468623127	0.0016134825397314866	1.93336231889424e-05	6.491756300730701e-05	0	0.0013588370643392881	0.0001327972326548599	0.0005075851781044157	0	0	0	0	0	0	0.0004082950450765559	0.0005870130603937247	0	0.00019829467699262996	2.8791866476003607e-05	0.0004170748122203379	0.0012119911460125733
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Paraglaciecola|s__Paraglaciecola_agarilytica	2|1224|1236|135622|72275|1621534|395568	0	0	0	0	0	0	0	0	0.0004937492436290342	0	0	0	0	0	0	0.00018617891659728988	0	0	0	0	0	0	0	0	0	5.944648652554751e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Paraglaciecola|s__Paraglaciecola_chathamensis	2|1224|1236|135622|72275|1621534|368405	0	0	0	0	0	0	0	0.0002363073884891435	0.0023288975156167194	0	0	0	0	0	0	0.002547973667946857	0	0	0	0	0	0	0	0	0	0.0012993905778137405	0	0.00028589047344922705	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Paraglaciecola|s__Paraglaciecola_mesophila	2|1224|1236|135622|72275|1621534|197222	0	0	0	0	0	0	0	0	0.0007993445565615768	0	0	0	0	0	0	0.00020174571564388603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Paraglaciecola|s__Paraglaciecola_psychrophila	2|1224|1236|135622|72275|1621534|326544	0	0	0	0	0	0	0	0	0	0	0	0	4.6214706597163865e-05	0.00011061755726126167	0.0005225352786649539	0.00012204370452531376	0	0	0	0.0015927023275226072	0.0011092193861546502	0.0015795359262298775	1.93336231889424e-05	6.491756300730701e-05	0	0	0.00011581626952058608	0.00022149533891359222	0	0	0	0	0	0	0.0004082950450765559	0.0005677257435325983	0	0.00019829467699262996	2.8791866476003607e-05	0.0004170748122203379	0.0006592325672703902
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Paraglaciecola|s__Paraglaciecola_sp_MB_3u_78	2|1224|1236|135622|72275|1621534|2058332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.351254011011227e-05	0	0	0	1.244544845442987e-05	0.00012080048276696953	3.3946613501609225e-05	0	0	0	0	1.6980963134273815e-05	0	0	0	0	0	0	0	0	1.9287316861126333e-05	0	0	0	0	0.000552758578742183
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Colwelliaceae	2|1224|1236|135622|267889	0	0	0	0	0	0	0	0	0	0	0	0.0034475132868531607	0	6.328730659935266e-05	0	0	0	0.0014489591451190055	0	0.00012161881274455518	0.00010047890622673167	0	0	0	0	0	0	0	0	0	0.021938811837223408	0.003872441191892658	0	0.000855628834297984	0	0.00018072930243944303	0.0035148515768819444	0.0001013027154201479	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Colwelliaceae|g__Colwellia	2|1224|1236|135622|267889|28228	0	0	0	0	0	0	0	0	0	0	0	0.0034475132868531607	0	6.328730659935266e-05	0	0	0	0.0014489591451190055	0	0.00012161881274455518	0.00010047890622673167	0	0	0	0	0	0	0	0	0	0.021938811837223408	0.003872441191892658	0	0.000855628834297984	0	0.00018072930243944303	0.0035148515768819444	0.0001013027154201479	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Colwelliaceae|g__Colwellia|s__Colwellia_sp_Arc7_D	2|1224|1236|135622|267889|28228|2161872	0	0	0	0	0	0	0	0	0	0	0	0.0016777296335759226	0	0	0	0	0	0.0006219603459508037	0	0	0	0	0	0	0	0	0	0	0	0	0.018735146179612902	0.00022828399821204405	0	0.00038047115503617786	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Colwelliaceae|g__Colwellia|s__Colwellia_sp_PAMC_20917	2|1224|1236|135622|267889|28228|1816218	0	0	0	0	0	0	0	0	0	0	0	0.0017697836532772375	0	6.328730659935266e-05	0	0	0	0.000826998799168202	0	0.00012161881274455518	0.00010047890622673167	0	0	0	0	0	0	0	0	0	0.003203665657610509	0.003644157193680613	0	0.00047515767926180607	0	0.00018072930243944303	0.0035148515768819444	0.0001013027154201479	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Idiomarinaceae	2|1224|1236|135622|267893	0.0005574499241146641	0	0	0	0	0	0	0	0.002396119476493922	0.0010325003825068363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.678794008489769e-05	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Idiomarinaceae|g__Idiomarina	2|1224|1236|135622|267893|135575	0.0005574499241146641	0	0	0	0	0	0	0	0.002396119476493922	0.0010325003825068363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.678794008489769e-05	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Idiomarinaceae|g__Idiomarina|s__Idiomarina_abyssalis	2|1224|1236|135622|267893|135575|86102	0	0	0	0	0	0	0	0	0.00021551563336510182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Idiomarinaceae|g__Idiomarina|s__Idiomarina_loihiensis	2|1224|1236|135622|267893|135575|135577	0.0005574499241146641	0	0	0	0	0	0	0	0.0014020902124672141	0.0010325003825068363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.678794008489769e-05	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Idiomarinaceae|g__Idiomarina|s__Idiomarina_sp	2|1224|1236|135622|267893|135575|1874361	0	0	0	0	0	0	0	0	0.0007785136306616058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae	2|1224|1236|135622|267888	0.2935872864603529	0.0017346993510208267	0.03636490194932067	0.015882422905824378	0.0061983181328402115	0.0004120356162323431	0.005811516806498824	0.022141564902849402	0.10128243891684544	0.004712734108732212	0.08523529268815692	4.031123738554306e-05	0	0.0009111749398855516	0.21144903089568307	3.035126058686732	0.007833611403704989	0.0010227031801602255	0	0.0017122731550784588	0.001222681521837645	0	0	0.001356531347139258	0.0004308283099307189	0.013653719617942242	0.023619706260463055	0.04127249645954362	0.9104823676130198	0.006090020722974036	0.0077662917423854845	0.0012846088788276313	0	0.00019627328098591749	0	2.535924994703648e-05	0.00027807001882647624	0.00015842020390172064	0	0	0.7875096535292608
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas	2|1224|1236|135622|267888|53246	0.2935872864603529	0.0017346993510208267	0.03636490194932067	0.015882422905824378	0.0061983181328402115	0.0004120356162323431	0.005811516806498824	0.022141564902849402	0.10128243891684544	0.004712734108732212	0.08523529268815692	4.031123738554306e-05	0	0.0009111749398855516	0.21144903089568307	3.035126058686732	0.007833611403704989	0.0010227031801602255	0	0.0017122731550784588	0.001222681521837645	0	0	0.001356531347139258	0.0004308283099307189	0.013653719617942242	0.023619706260463055	0.04127249645954362	0.9104823676130198	0.006090020722974036	0.0077662917423854845	0.0012846088788276313	0	0.00019627328098591749	0	2.535924994703648e-05	0.00027807001882647624	0.00015842020390172064	0	0	0.7875096535292608
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_agarivorans	2|1224|1236|135622|267888|53246|176102	0.01172968822770949	0	9.19471547032547e-06	0	0	0	0.00016515651744698624	0.0007174458301685103	0.018082257077569663	0.00037857796779805936	0	0	0	0	0.005418180898175841	0.052585269851363636	0	0	0	0	3.401041629303698e-05	0	0	0	0	0	0.0015022559841063555	0.0008275671933666259	0.035534303289987544	0.0004927632420967382	0	0	0	0	0	0	0	0	0	0	0.018210450144340317
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_arctica	2|1224|1236|135622|267888|53246|394751	0.005247612807313084	0	0	0	0	0	0.0001574926419274045	0	0.0005051218031744235	0	0	0	0	0	0	0.0010330127847321202	0	0	0	0	0	0	0	0	0	0	0	0	0.00024120218699990508	0	0.000896377842023019	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_carrageenovora	2|1224|1236|135622|267888|53246|227	0.01889198710185964	4.2160051909135616e-05	0.0002220573220037742	0	0.0002506367272817738	0	0.0001613245796871954	0	0.01221548014694171	0	0.001165779072199316	0	0	0	0.0017819051719309433	0.03702158416457682	0.0009734984068459429	0	0	0	0.00045610649568089446	0	0	0	0	0	0.0005608801955009243	0.00021850485278964636	0.023917623570361014	0.00022843756055335054	0.0003405949029367642	0	0	0	0	0	0	0	0	0	0.0095081838106692
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_distincta	2|1224|1236|135622|267888|53246|77608	0.0125519497998128	0	0.0002673388239974201	0.0001439084958309359	0.00022323737179039707	0	0.0016343214545508035	0.00030045918071305915	0.0032081877877943995	0	0.0008545393218222347	1.4740676357400076e-05	0	0.00028993159262609425	0.00031690701412513016	0.010237349725003491	0	0.0001353440472679337	0	0.00024040195368936685	0.00045935230304496017	0	0	0.0001913443188029782	0	0.00022893221406647017	0.0006156870166348981	7.735390773940036e-05	0.003019439572626861	6.403988056904841e-05	0.0016424218586889106	0.0002174425538525115	0	9.56448898554422e-05	0	0	0	4.4185226938575155e-05	0	0	0.0010579436732483583
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_espejiana	2|1224|1236|135622|267888|53246|28107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007565464336645724	0	0	0	0	0	0	0	0	0	0	0	0	0.00036180328049985767	0	0	0	0	0	0	0	0	0	0	0	0.00010279270700994491
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_issachenkonii	2|1224|1236|135622|267888|53246|152297	0.0016056881796632481	0	3.60867865233204e-05	0	0.00015092104008364876	0	0	0.00020804471079608985	0.0015826999699999325	0	8.555458463473491e-05	0	0	0	0	0.0009738589483550547	0	0	0	0	0	0	0	0	0	0	0	0	0.0007394170702085505	0	0	0	0	0	0	0	0	0	0	0	0.0004474172922195949
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_marina	2|1224|1236|135622|267888|53246|267375	0.2300491563412484	0.0016925392991116912	0.034424619249265424	0.011272136963298523	0.0047910692680126175	0.0002886840732596416	0.00299465935927656	0.018243109836934533	0.05706198641839042	0.0041100981072002656	0.08151573722362535	0	0	2.0825310291239976e-05	0.20279385646365194	2.8903822251197098	0.006860112996859046	0	0	0	0	0	0	0	0.0004308283099307189	0.007815737356103544	0.013531997334564632	0.03795046510732292	0.824523570534668	0.004994465987601524	0	0	0	0	0	0	0	0	0	0	0.7505382600658492
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_nigrifaciens	2|1224|1236|135622|267888|53246|28109	0.002821039097597276	0	0	0	0	0	0	0.0003472271830860885	8.276070560258611e-05	0	0	1.8049807784571522e-05	0	0.0005014301984410249	0	4.2964365368605356e-05	0	0.000862468273624626	0	0.001361437538521303	4.0925397199090146e-05	0	0	0.0010296448638155288	0	0	0.00037500474274971163	0	0	0	0.0038281631771791493	0.0009552744369625856	0	1.0542021927954552e-05	0	0	0.00027807001882647624	0.00011423497696314548	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_sp_BSi20652	2|1224|1236|135622|267888|53246|388384	0.005311828103014718	0	0.00011359922661724692	0.0002911192397546107	0.0004305292170243373	0	0.0005939503527675839	0.00022183958919388985	0.0014936336868276257	0	0.000182851955395806	7.520753243571468e-06	0	9.871737995198173e-05	0.0011381813477992456	0.0247076234467574	0	2.4890859267665976e-05	0	0.00011059120018999707	0.00023228690961966337	0	0	0.00013554216452075092	0	0.0004148605868165869	0.0005433908202967621	0.0002541913205354006	0.013276415500293558	0.0001981368116934988	0.0010588442578345	0.00011189188801253413	0	9.008636920252072e-05	0	2.535924994703648e-05	0	0	0	0	0.0051707846556517745
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_telluritireducens	2|1224|1236|135622|267888|53246|162160	0.0001241495716898265	0	0	0	0	0	0	0	0	0	6.844366770778793e-05	0	0	0	0	0.0006874298458976857	0	0	0	0	0	0	0	0	0	0	0	0	0.00012721944619202308	0	0	0	0	0	0	0	0	0	0	0	0.00019312569195807828
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_tetraodonis	2|1224|1236|135622|267888|53246|43659	0.003745433568578422	0	0.000915319094884658	0.0041752582069403054	0.00035192450864743693	0.00012335154297270145	0.00010461190084229058	0.001785932061842013	0.006639998380114971	0.00013370805625328492	0.0009039708596111926	0	0	0	0	0.012388681353243076	0	0	0	0	0	0	0	0	0	0.005194189460955641	0.006490388484195793	0.0019444140777896176	0.008026223384178246	0.00011217724045987674	0	0	0	0	0	0	0	0	0	0	0.0020068647784558663
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_translucida	2|1224|1236|135622|267888|53246|166935	0.00021848489894675126	0	0	0	0	0	0	0	0.00041031294042969226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
