Taxonomy	reERR5005154	reERR5005155	reERR5005156	reERR5005157	reERR5005158	reERR5005159	reERR5005160	reERR5005161	reERR5005162	reERR5005163	reERR5005164	reERR5005165	reERR5005166	reERR5005167	reERR5005168	reERR5005169	reERR5005170	reERR5005171	reERR5005283	reERR5005284	reERR5005285	reERR5005286	reERR5005287	reERR5005288	reERR5005289	reERR5005290	reERR5005291	reERR5005292	reERR5005293	reERR5005301	reERR5005302	reERR5005303	reERR5005304	reERR5005305	reERR5005306	reERR5005307	reERR5005308	reERR5005309	reERR5005310	reERR5005311	reERR5005312	reERR5005313	reERR5005314	reERR5005315	reERR5005316	reERR5005317	reERR5005318	reERR5005319	reERR5005320	reERR5005321	reERR5005322	reERR5005323	reERR5005324	reERR5005325	reERR5005326	reERR5005327	reERR5005328	reERR5005329	reERR5005330	reERR5005331	reERR5005334	reERR5005335
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508	0.037358559048768	0.37421801066655	5.24006699686424	0.0444731344736835	0.0805219102412498	0.0223252599965226	4.0440958775269	4.3468278204124	0.000478297774512483	0.00166518820341898	0	0.000324945415694352	9.08586771141677e-05	0	4.44049147015965e-05	5.98918168815017e-05	0	0.000211899140701412	1.84478051658927	0.00411550564207308	0.000717896750962879	0.00151292101436103	0.00110526262574356	0	0.000134436683091272	0	0.000918892122818242	0.000500173148516168	0.000213427560182226	0.000168128802057539	1.76254353343205	3.40571850208298	0.00114442307690246	0.681588432800574	0.0160515459180266	15.7685563230921	0.00351032727370237	0.0200901443582791	2.31605091248451	0	3.19534257390065e-05	0.764871549217485	0.257014968680404	0.00233930108349225	0.00221386894673371	0.0107014709739029	0.000910702334068263	0.000578810117175155	0.0213184237713501	0	0.0108582687823447	0	1.06578857021051	0.00020536949532406	0.000631361534363294	0.000280097591739665	0	8.79477651987888e-05	0	0.000488755580748279	0.0677265063639169	0.412813309831123
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__CAG-269	0.0355453746026739	0.372688524205609	5.23852470469304	0.0421685176024804	0.00227643550610865	0.000298995342788321	0.102593319302261	0.0636384303589132	0.000300043753840027	0.000764957483149124	0	6.11305129256282e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.34840860320767e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__CAG-273	7.29720883557069e-05	0	0	0	8.28023134594547e-05	0	0	0	0	0	0	9.63534473596838e-06	0	0	0	5.98918168815017e-05	0	0.000135705281939083	0	1.96347355765648e-05	8.59285568233652e-05	8.91307447927807e-05	1.22732770638885e-05	0	0	0	0	0	1.54827993076203e-05	3.20621957966465e-05	1.76230203646371	0	0.00101321728011748	0	0.000236618555523575	6.00703590821277e-05	0.00340578418731076	0.0200901443582791	0.00143880565015821	0	3.19534257390065e-05	0.764842612197995	0.257014968680404	0.00233930108349225	0.00193902771122989	2.35843087790574e-05	0	0	0.000204206218152159	0	0	0	3.40249507729124e-05	0	0.000569414846463546	9.83357919177057e-05	0	0	0	0	1.76359078688944e-05	0.000301532788223598
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__CAG-452	0	0	0	0	0	0	0	0	0	0	0	0	3.16388892205201e-05	0	0	0	0	0	0	1.0734793861277e-05	0	0	0	0	0	0	0	0	0	1.75291926532334e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.15764914921619e-05	0	0	0.000133973486844659	0	0	0	5.58068375196139e-05	0	0	0	0	1.29436018707255e-05	0	0	0.0675903182848391	0.412248421000798
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__CAG-492	1.51698628819937e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000391851189964609	0.000308142425851142	2.47053580356287e-05	0.000987407412890528	0	0	0	0	0	0	0	1.6568895730331e-05	3.39631875518595	0	0.681336318181649	0	0.000280974965213894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000456228172822449	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__Merdicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64288763494731e-05	0	0	0	0	0	0	0	0	0	1.80984260732064e-05	0	1.55277581559097e-05	0	7.04992716201029e-05	3.36259558378144e-05	1.53662401941338e-05	13.8674867999771	0	0	0.00015996277396881	0	0	1.55483892240575e-05	0	0	0	8.27057550339806e-05	0	0	0	0	0	0	6.96028267855724e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__Scatovivens	0.00172504249485634	0.00150722805268018	0.00154229217119732	0.00230461687120315	0.0781626724216817	0.0220262646537343	3.94150255822464	4.28318939005349	0.000178254020672456	0.000287024974337957	0	0.000254179558032755	5.92197878936476e-05	0	3.19847962287606e-05	0	0	7.61938587623291e-05	1.84476408771292	0.0036834030983282	0.000280235288427769	0.00135985441581845	6.97161373490229e-05	0	0.000134436683091272	0	0.000255042498968886	0.000500173148516168	0.000116516464781824	0.000118537413607659	8.94997655116717e-05	0.000109201038143908	0	0.000161512645739142	9.02951382670477e-05	0	0	0	0	0	0	0	0	0	0	0.0105436044185977	0	0.000578810117175155	0.0208993516642289	0	0.0108308574040953	0	1.06515633575475	0.00020536949532406	6.19466878997473e-05	0.000181761799821959	0	2.65851862021073e-05	0	6.91097572201536e-05	0.000101373224525552	0.000263356042101481
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__TANB77|f__CAG-508|g__UMGS1663	0	0	0	0	0	0	0	0	0	0.000613205745931896	0	0	0	0	0	0	0	0	0	9.88182434242434e-06	2.16231815604385e-05	1.99368751956545e-05	0	0	0	0	0	0	0	0	6.68543248450469e-05	5.36829163301966e-05	6.07065251648804e-05	2.89551209161622e-05	0.000264635655262226	0.00013604569842285	0	0	1.78658465349609	0	0	1.33886302654289e-05	0	0	0	0	0	0	4.11093894194111e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Tissierellales	0	0	0	0	0	0.00241489120453382	0	0	0.000242422956782609	0	0.000313777956540032	0	0.00265879046958791	0.000975999980119775	0.680474366982089	0.0466536016437229	0.077462852303782	0.00942317503516155	0	0.00028703308175718	0.000322378865901562	0	0	0.000248368355424857	0	0	0	0	1.61669593234206e-05	0	0.00367153290868931	0	4.21420645880642e-05	0	0	0.000116595081256517	18.4456297738027	0.00261164769062587	0	0	5.70394739967826e-05	0	0.000180816883136893	0.00155103777230529	0	0	8.71821281928738e-05	0	0	0.00015222810004224	0	0	0	0	0	0	0	0	0	0	9.15997981572083e-05	5.20237941442677e-05
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Tissierellales|f__Peptoniphilaceae	0	0	0	0	0	0	0	0	0.000242422956782609	0	0.000313777956540032	0	0.00265879046958791	0.000975999980119775	0.680474366982089	0.0466536016437229	0.0774583633742109	0.00942317503516155	0	0.00028703308175718	0.000314039605725526	0	0	0.000248368355424857	0	0	0	0	1.61669593234206e-05	0	0	0	0	0	0	0	1.40083015265857e-05	0	0	0	5.70394739967826e-05	0	0.000180816883136893	6.2794638225958e-05	0	0	8.71821281928738e-05	0	0	0.00015222810004224	0	0	0	0	0	0	0	0	0	0	3.68304205826241e-05	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Tissierellales|f__Peptoniphilaceae|g__Neofamilia	0	0	0	0	0	0	0	0	0.000242422956782609	0	0.000313777956540032	0	0.00265879046958791	0.000975999980119775	0.680474366982089	0.0466536016437229	0.0774583633742109	0.00942317503516155	0	0.00028703308175718	0.000314039605725526	0	0	0.000248368355424857	0	0	0	0	1.61669593234206e-05	0	0	0	0	0	0	0	1.40083015265857e-05	0	0	0	5.70394739967826e-05	0	0.000180816883136893	6.2794638225958e-05	0	0	8.71821281928738e-05	0	0	0.00015222810004224	0	0	0	0	0	0	0	0	0	0	3.68304205826241e-05	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Tissierellales|f__Sedimentibacteraceae	0	0	0	0	0	0.00241489120453382	0	0	0	0	0	0	0	0	0	0	4.48892957102691e-06	0	0	0	8.33926017603609e-06	0	0	0	0	0	0	0	0	0	0.00367153290868931	0	4.21420645880642e-05	0	0	0.000116595081256517	18.4456157655012	0.00261164769062587	0	0	0	0	0	0.00148824313407934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.47693775745842e-05	5.20237941442677e-05
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Tissierellales|f__Sedimentibacteraceae|g__UBA1535	0	0	0	0	0	0.00241489120453382	0	0	0	0	0	0	0	0	0	0	4.48892957102691e-06	0	0	0	8.33926017603609e-06	0	0	0	0	0	0	0	0	0	0.00367153290868931	0	4.21420645880642e-05	0	0	0.000116595081256517	18.4456157655012	0.00261164769062587	0	0	0	0	0	0.00148824313407934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.47693775745842e-05	5.20237941442677e-05
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__UBA1381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.19578694061054e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.998272306702136	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__UBA1381|f__UBA1381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.19578694061054e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.998272306702136	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__UBA1381|f__UBA1381|g__UBA4716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.19578694061054e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.998272306702136	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_B	0.012707893478852	2.89700099178952	1.91191733333476	0.343831949441995	0.0566209272168526	0.000441370040566502	0.229781307575301	0.119038935713053	0.000399392257771395	0.000415320957342124	0.000296881232759238	0.00478865381171396	0.000170264331262596	0	8.31545622091695e-06	0	0	0	0.000344136829993986	3.90727304666925e-05	3.47063574135813e-05	1.16340285054908	2.14109045757562e-05	0	7.31240640323291e-06	2.56646426245972e-05	0.49739294857268	0.0302223411780969	3.3948796141489e-05	0.134903501289427	0.00408713888525915	0.00299563391770874	2.41064683120018e-05	0.062929769346651	1.74394883502533e-05	1.44993474254397	2.6247438580908e-05	0	0	0	0	0	7.657664029168e-05	0	0	0.000478458612466602	0	0	0.000398031924872829	0	0	0	0.92472616433959	0.000530994090689745	0	0	0	1.29305503117395e-05	0	0	1.15015633208253e-05	0.000131099893196714
k__Bacteria|p__Firmicutes_B|c__Dehalobacteriia	0	0	0	0	0	0	0	0	1.71111746111423e-05	0	0	0	2.55910889550011e-05	0	0	0	0	0	0	3.90727304666925e-05	0	0	0	0	7.31240640323291e-06	2.56646426245972e-05	0	0	0	2.12677091176437e-05	0.00407847572221837	0.00299563391770874	2.41064683120018e-05	0.062929769346651	1.74394883502533e-05	1.44993474254397	0	0	0	0	0	0	7.657664029168e-05	0	0	0.000187729208081055	0	0	0.000270910855589526	0	0	0	0.924419288548337	0.000443739264392524	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_B|c__Dehalobacteriia|o__UBA4068	0	0	0	0	0	0	0	0	1.71111746111423e-05	0	0	0	2.55910889550011e-05	0	0	0	0	0	0	3.90727304666925e-05	0	0	0	0	7.31240640323291e-06	2.56646426245972e-05	0	0	0	2.12677091176437e-05	0.00407847572221837	0.00299563391770874	2.41064683120018e-05	0.062929769346651	1.74394883502533e-05	1.44993474254397	0	0	0	0	0	0	7.657664029168e-05	0	0	0.000187729208081055	0	0	0.000270910855589526	0	0	0	0.924419288548337	0.000443739264392524	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_B|c__Dehalobacteriia|o__UBA4068|f__UBA4068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.31240640323291e-06	0	0	0	0	0	0.00406085292353474	0.00299563391770874	8.1042295003309e-06	0.062929769346651	0	1.44993474254397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_B|c__Dehalobacteriia|o__UBA4068|f__UBA4068|g__RGIG3155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.31240640323291e-06	0	0	0	0	0	0.00406085292353474	0.00299563391770874	8.1042295003309e-06	0.062929769346651	0	1.44993474254397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_B|c__Dehalobacteriia|o__UBA4068|f__UBA5755	0	0	0	0	0	0	0	0	1.71111746111423e-05	0	0	0	2.55910889550011e-05	0	0	0	0	0	0	3.90727304666925e-05	0	0	0	0	0	2.56646426245972e-05	0	0	0	2.12677091176437e-05	1.7622798683631e-05	0	1.60022388116709e-05	0	1.74394883502533e-05	0	0	0	0	0	0	0	7.657664029168e-05	0	0	0.000187729208081055	0	0	0.000270910855589526	0	0	0	0.924419288548337	0.000443739264392524	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_B|c__Dehalobacteriia|o__UBA4068|f__UBA5755|g__Avidehalobacter	0	0	0	0	0	0	0	0	1.71111746111423e-05	0	0	0	2.55910889550011e-05	0	0	0	0	0	0	3.90727304666925e-05	0	0	0	0	0	2.56646426245972e-05	0	0	0	2.12677091176437e-05	1.7622798683631e-05	0	1.60022388116709e-05	0	1.74394883502533e-05	0	0	0	0	0	0	0	7.657664029168e-05	0	0	0.000187729208081055	0	0	0.000270910855589526	0	0	0	0.924419288548337	0.000443739264392524	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_B|c__Peptococcia	0.012707893478852	2.89700099178952	1.91191733333476	0.343831949441995	0.0566209272168526	0.000441370040566502	0.229781307575301	0.119038935713053	0.000382281083160253	0.000415320957342124	0.000296881232759238	0.00478865381171396	0.000144673242307595	0	8.31545622091695e-06	0	0	0	0.000344136829993986	0	3.47063574135813e-05	1.16340285054908	2.14109045757562e-05	0	0	0	0.49739294857268	0.0302223411780969	3.3948796141489e-05	0.134882233580309	8.66316304077898e-06	0	0	0	0	0	2.6247438580908e-05	0	0	0	0	0	0	0	0	0.000290729404385547	0	0	0.000127121069283303	0	0	0	0.000306875791253119	8.72548262972206e-05	0	0	0	1.29305503117395e-05	0	0	1.15015633208253e-05	0.000131099893196714
k__Bacteria|p__Firmicutes_B|c__Peptococcia|o__Peptococcales	0.012707893478852	2.89700099178952	1.91191733333476	0.343831949441995	0.0566209272168526	0.000441370040566502	0.229781307575301	0.119038935713053	0.000382281083160253	0.000415320957342124	0.000296881232759238	0.00478865381171396	0.000144673242307595	0	8.31545622091695e-06	0	0	0	0.000344136829993986	0	3.47063574135813e-05	1.16340285054908	2.14109045757562e-05	0	0	0	0.49739294857268	0.0302223411780969	3.3948796141489e-05	0.134882233580309	8.66316304077898e-06	0	0	0	0	0	2.6247438580908e-05	0	0	0	0	0	0	0	0	0.000290729404385547	0	0	0.000127121069283303	0	0	0	0.000306875791253119	8.72548262972206e-05	0	0	0	1.29305503117395e-05	0	0	1.15015633208253e-05	0.000131099893196714
k__Bacteria|p__Firmicutes_B|c__Peptococcia|o__Peptococcales|f__Peptococcaceae	0.012707893478852	2.89700099178952	1.91191733333476	0.343831949441995	0.0566209272168526	0.000441370040566502	0.229781307575301	0.119038935713053	0.000382281083160253	0.000415320957342124	0.000296881232759238	0.00478865381171396	0.000144673242307595	0	8.31545622091695e-06	0	0	0	0.000344136829993986	0	3.47063574135813e-05	1.16340285054908	2.14109045757562e-05	0	0	0	0.49739294857268	0.0302223411780969	3.3948796141489e-05	0.134882233580309	8.66316304077898e-06	0	0	0	0	0	2.6247438580908e-05	0	0	0	0	0	0	0	0	0.000290729404385547	0	0	0.000127121069283303	0	0	0	0.000306875791253119	8.72548262972206e-05	0	0	0	1.29305503117395e-05	0	0	1.15015633208253e-05	0.000131099893196714
k__Bacteria|p__Firmicutes_B|c__Peptococcia|o__Peptococcales|f__Peptococcaceae|g__UBA7185	0.00374765236653002	2.88913470202989	0.0302533781452955	0.00359482871041431	0.0189172110953997	0.000234699521075811	0.0148970130860043	0.0148753217507811	0.000240875265983156	0.000331833918297657	0.000187064830190175	0.00113364646121682	0.000144673242307595	0	8.31545622091695e-06	0	0	0	0.000344136829993986	0	3.47063574135813e-05	1.16340285054908	8.00423059327287e-06	0	0	0	0	0.0302223411780969	0	0.00533202891310247	8.66316304077898e-06	0	0	0	0	0	2.6247438580908e-05	0	0	0	0	0	0	0	0	0.000264967161974075	0	0	0.000127121069283303	0	0	0	0.000306875791253119	8.72548262972206e-05	0	0	0	0	0	0	1.15015633208253e-05	0.000131099893196714
k__Bacteria|p__Firmicutes_B|c__Peptococcia|o__Peptococcales|f__Peptococcaceae|g__UBA7185|s__UBA7185 sp900756555	0	0	0	0	0	0	0	0	0	0	0	0	0.000144673242307595	0	8.31545622091695e-06	0	0	0	0.000256645481142249	0	2.80198996478719e-05	1.16258906957445	8.00423059327287e-06	0	0	0	0	0.0301868774536687	0	0.00533202891310247	8.66316304077898e-06	0	0	0	0	0	2.6247438580908e-05	0	0	0	0	0	0	0	0	1.53809161862689e-05	0	0	0	0	0	0	0.00022744711070711	8.72548262972206e-05	0	0	0	0	0	0	1.15015633208253e-05	0.000131099893196714
k__Bacteria|p__Firmicutes_B|c__Peptococcia|o__Peptococcales|f__Peptococcaceae|g__UMGS1590	0.00896024111232203	0.00786628975962941	1.88166395518946	0.34023712073158	0.0377037161214528	0.000206670519490691	0.214884294489297	0.104163613962272	0.000141405817177097	8.34870390444666e-05	0.000109816402569063	0.00365500735049714	0	0	0	0	0	0	0	0	0	0	1.34066739824834e-05	0	0	0	0.49739294857268	0	3.3948796141489e-05	0.129550204667207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5762242411471e-05	0	0	0	0	0	0	0	0	0	0	0	1.29305503117395e-05	0	0	0	0
k__Bacteria|p__Firmicutes_B|c__Peptococcia|o__Peptococcales|f__Peptococcaceae|g__UMGS1590|s__UMGS1590 sp900553245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34066739824834e-05	0	0	0	0.49739294857268	0	0	0.129550204667207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5762242411471e-05	0	0	0	0	0	0	0	0	0	0	0	1.29305503117395e-05	0	0	0	0
k__Bacteria|p__Firmicutes_C	0	0	5.0951793666925e-05	0	0	0	0	0	0	0.000484131973612629	6.64801595105139e-05	3.10809580289817e-05	0.000702049030462546	0	0.00240289887974939	0.106328023273247	0.000108143499533716	0.0534991653958957	0.00139703381759185	6.35956687193852e-05	0.000167414794289484	2.62047037436634	3.44790471675339e-05	0.000157139701610106	0.851431937816837	1.14839548336205	0.00244244458193481	0.000549785009266319	1.74047159125348	2.59027742632661	1.10305433454858	0.924022505019187	0.142157272763268	0.000427861169593068	0.223813496787849	1.36815883836716	0.0311780551409228	0	3.34348116173999	2.60682353421087e-05	0	0	0.0189354291637805	3.99129143267344e-05	0.179105734779524	2.80271421842981	0.0847300630297265	0.000129946380557796	0.128869175995105	0.000108097301505254	8.88707989214533e-05	0	0.000227707888536858	0.0187910284833731	0.000295014779975311	0	4.83993426955453e-05	0.227427804155547	0.000166062739692189	0	0.000414648771946147	0.000161409142045116
k__Bacteria|p__Firmicutes_C|c__Negativicutes	0	0	5.0951793666925e-05	0	0	0	0	0	0	0.000484131973612629	6.64801595105139e-05	3.10809580289817e-05	0.000702049030462546	0	0.00240289887974939	0.106328023273247	0.000108143499533716	0.0534991653958957	0.00139703381759185	6.35956687193852e-05	0.000167414794289484	2.62047037436634	3.44790471675339e-05	0.000157139701610106	0.851431937816837	1.14839548336205	0.00244244458193481	0.000549785009266319	1.74047159125348	2.59027742632661	1.10305433454858	0.924022505019187	0.142157272763268	0.000427861169593068	0.223813496787849	1.36815883836716	0.0311780551409228	0	3.34348116173999	2.60682353421087e-05	0	0	0.0189354291637805	3.99129143267344e-05	0.179105734779524	2.80271421842981	0.0847300630297265	0.000129946380557796	0.128869175995105	0.000108097301505254	8.88707989214533e-05	0	0.000227707888536858	0.0187910284833731	0.000295014779975311	0	4.83993426955453e-05	0.227427804155547	0.000166062739692189	0	0.000414648771946147	0.000161409142045116
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Acidaminococcales	0	0	5.0951793666925e-05	0	0	0	0	0	0	0.000484131973612629	6.64801595105139e-05	3.10809580289817e-05	0.000391001658631896	0	0.00205044244054197	0.0822435124880029	9.97713584053923e-05	0.000177928692622153	0.00113803147069735	6.35956687193852e-05	0.000160345490228248	2.61874962315531	2.64013109084902e-05	0.000157139701610106	0.851431937816837	1.04011999330101	0.000120776231033878	0.000174842311784862	1.73321623722539	0.412472765784677	1.10304078308989	0.923768366949871	0.142126707010761	0.000115455922502213	0.223813496787849	9.96712661181838e-06	0.0311683422085238	0	3.34338096072682	0	0	0	0.0188100562083815	3.99129143267344e-05	0.179105734779524	2.80271421842981	2.26799501308888e-05	0	0.128869175995105	9.16487256251263e-05	8.88707989214533e-05	0	0.00017732197297701	0.000409313836863669	0.000295014779975311	0	4.83993426955453e-05	0.000908430291915613	2.7551519918154e-05	0	0.000216736253346266	8.86383612194617e-05
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	0	0	5.0951793666925e-05	0	0	0	0	0	0	0.000484131973612629	6.64801595105139e-05	3.10809580289817e-05	0.000391001658631896	0	0.00205044244054197	0.0822435124880029	9.97713584053923e-05	0.000177928692622153	0.00113803147069735	6.35956687193852e-05	0.000160345490228248	2.61874962315531	2.64013109084902e-05	0.000157139701610106	0.851431937816837	1.04011999330101	0.000120776231033878	0.000174842311784862	1.73321623722539	0.412472765784677	1.10304078308989	0.923768366949871	0.142126707010761	0.000115455922502213	0.223813496787849	9.96712661181838e-06	0.0311683422085238	0	3.34338096072682	0	0	0	0.0188100562083815	3.99129143267344e-05	0.179105734779524	2.80271421842981	2.26799501308888e-05	0	0.128869175995105	9.16487256251263e-05	8.88707989214533e-05	0	0.00017732197297701	0.000409313836863669	0.000295014779975311	0	4.83993426955453e-05	0.000908430291915613	2.7551519918154e-05	0	0.000216736253346266	8.86383612194617e-05
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__E4-135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.23284434142088e-05	0	0.851316637636049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium	0	0	0	0	0	0	0	0	0	0	6.64801595105139e-05	0	6.40134248812516e-06	0	0.00170655195243599	0	9.97713584053923e-05	0	3.1068542077131e-05	7.59311307719314e-06	5.70305101228621e-05	0.000407517678932508	4.07286749428135e-06	0	0	1.04011999330101	4.88820061013191e-05	1.89049490577349e-05	0.000530866445229328	0.000276550227930551	1.10298117031135	0	0.142081597929074	0	0.223764336210143	9.96712661181838e-06	0.0311574096612245	0	0.0132072234809332	0	0	0	0.0188100562083815	3.99129143267344e-05	0.179105734779524	0	0	0	0	0	5.60303267575192e-05	0	9.03290068503433e-05	0	0.000295014779975311	0	0	3.92822396641124e-05	0	0	0.00017557344020865	2.22362614904095e-05
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium_A	0	0	1.78467899855644e-05	0	0	0	0	0	0	0	0	3.10809580289817e-05	0.000384600316143771	0	0.000334353797180039	0.0822435124880029	0	0.000177928692622153	0.00110696292862022	5.6002555642192e-05	9.52812319976933e-05	2.61834210547638	0	0.000157139701610106	0.000115300180787166	0	7.18942249325588e-05	0.000155937362727127	1.73266983538179	0.412172234741583	0	0	0	0	0	0	1.09325472993232e-05	0	0	0	0	0	0	0	0	2.80271421842981	2.26799501308888e-05	0	0.128869175995105	9.16487256251263e-05	3.28404721639341e-05	0	8.69929661266672e-05	0.000409313836863669	0	0	4.83993426955453e-05	0.000869148052251501	2.18275965749234e-05	0	4.11628131376159e-05	6.64020997290522e-05
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium_A|s__Phascolarctobacterium_A sp900545025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000334353797180039	0.0822435124880029	0	0.000177928692622153	0.000122849817068822	0	0	1.73130266989163e-05	0	0	0	0	7.7278045864364e-06	0	1.73266983538179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.94819884291612e-05	0.000409313836863669	0	0	0	0.000869148052251501	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium_A|s__Phascolarctobacterium_A succinatutens	0	0	1.78467899855644e-05	0	0	0	0	0	0	0	0	3.10809580289817e-05	0.00037334445943409	0	0	0	0	0	0	0	9.52812319976933e-05	1.90908993462978	0	0	0	0	6.41664203461224e-05	2.29706307689953e-05	0	0.411536143502875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05790781730546e-05	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium faecium	0	0	0	0	0	0	0	0	0	0	6.64801595105139e-05	0	6.40134248812516e-06	0	0.00166710514812979	0	9.97713584053923e-05	0	9.32795141909945e-06	0	5.70305101228621e-05	0.000407517678932508	4.07286749428135e-06	0	0	1.04007510596448	3.5206199314822e-05	1.89049490577349e-05	0.000482966581058173	0.000202155985979786	0.000255673178658039	0	0.141923000176267	0	0.223672831466357	9.96712661181838e-06	0.0311366575913093	0	0.0132072234809332	0	0	0	0.0188100562083815	3.99129143267344e-05	0.178828564720694	0	0	0	0	0	5.60303267575192e-05	0	9.03290068503433e-05	0	0.000295014779975311	0	0	3.92822396641124e-05	0	0	0.00017557344020865	2.22362614904095e-05
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium sp900545535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.94468043062018e-05	0	0	0	2.17405906580316e-05	7.59311307719314e-06	0	0	0	0	0	4.48873365352324e-05	1.36758067864972e-05	0	4.78998641711544e-05	7.43942419507651e-05	1.1027254971327	0	0.000158597752806937	0	9.15047437866715e-05	0	2.07520699152122e-05	0	0	0	0	0	0	0	0.000277170058829976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
