X.mOTUs2_clade	reERR4183438	reERR4183439	reERR4183440	reERR4183441	reERR4183442	reERR4183443	reERR4183444	reERR4183445	reERR4183446	reERR4183447	reERR4183448	reERR4183449	reERR4183450	reERR4183451	reERR4183452	reERR4183453	reERR4183454	reERR4183455	reERR4183456	reERR4183457	reERR4183458	reERR4183459	reERR4183460	reERR4183461	reERR4183462	reERR4183463	reERR4183464	reERR4183465	reERR4183466	reERR4183467	reERR4183468	reERR4183469	reERR4183470	reERR4183471	reERR4183472	reERR4183473	reERR4183474	reERR4183475	reERR4183476	reERR4183477	reERR4183478	reERR4183479	reERR4183480	reERR4183481	reERR4183482	reERR4183483	reERR4183484	reERR4183485	reERR4183486	reERR4183487	reERR4183488	reERR4183489	reERR4183490	reERR4183491	reERR4183492	reERR4183493	reERR4183494	reERR4183495	reERR4183496	reERR4183497	reERR4183498	reERR4183499
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium limosum	0	0	0	0	0	0	0	0	0	0	0	0	3.79901e-05	0	0	0	2.28759e-05	0	0	0	0	0.0001786775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium sp. CAG:180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.31089e-05	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium sp. CAG:274 [meta_mOTU_v3_14129]	3.58246e-05	0	0	0	6.01342e-05	0	0	3.66692e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.05013e-05	0	0	0	0	0	0	3.35748e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium species incertae sedis [ext_mOTU_v3_15392]	3.69449e-05	0	0	0.0001242319	0	0	0	0	0.0003690544	0.0003539638	0.0001716558	0.0001769212	0.000122637	0.0003973576	8.35518e-05	0.0001481158	8.60689e-05	0.0006407301	3.93458e-05	5.27252e-05	0.0001768774	5.45521e-05	5.85077e-05	0	0	4.16206e-05	0.0001057612	0	0	4.2155e-05	0.0001130763	0.0003136914	0	0.000283484	0.0002294331	0.0001009644	0	0	0	0	0	0	0	0	0	0	4.81758e-05	0	0	0	0	0	3.44613e-05	0	6.70526e-05	0	0	0.0004558723	0.0004552853	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium species incertae sedis [ext_mOTU_v3_16236]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8924e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium species incertae sedis [ext_mOTU_v3_16237]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15511e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__[Eubacterium] eligens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38171e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__uncultured Eubacterium sp. [meta_mOTU_v3_13514]	0	0	0	0	0	0	0	0	0	2.81714e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	0.0093484407	0.0362747442	0.0178093174	0.0273759307	0.004284356	0.0406280172	0.0175201683	0.0076388784	0.0028054151	0.0279720994	0.0253693421	0.0081803737	0.0148999218	0.0334982287	0.0232350696	0.0212702019	0.0135121021	0.0050081141	0.0267478885	0.0217821506	0.0208643542	0.0037936498	0.0065638665	0.0189042493	0.0190830917	0.0334462747	0.0118415131	0.0205675488	0.0154128461	0.0508718889	0.0028988435	0.0037192414	0.0428277004	0.0334701763	0.0339628906	0.0131247611	0.0249627233	0.019347884	0.0182259045	0.0289686774	0.0206305966	0.023751599	0.0200896612	0.0168524921	0.0247413823	0.0256466291	0.0188959298	0.0205019488	0.0328635266	0.0300082663	0.0293110529	0.0294340861	0.0109889272	0.0600845763	0.0616794105	0.013775971	0.0147800453	0.0046449561	0.0059062492	0.0355649924	0.025659154	0.0464151588
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001515241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31244e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89747e-05	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes caccae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001515241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.31244e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89747e-05	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum	0	1.52858e-05	0	0	0	0	1.49226e-05	0	3.95049e-05	6.36115e-05	0	2.4048e-05	1.50797e-05	0	4.7335e-05	4.33847e-05	2.82233e-05	0	0	0	0	5.29221e-05	5.14822e-05	0	2.01686e-05	0.0010365853	2.36139e-05	1.9533e-05	2.01029e-05	3.49903e-05	1.87349e-05	0.0001018998	0.0017569527	0.0001707447	0.0003209344	4.4551e-05	0	0	0	1.66944e-05	0.0001793118	0.0001629235	0	0	0.0002367561	0.0001758603	8.84134e-05	0.0001148085	0.0001145374	0.0001215123	4.88196e-05	7.69951e-05	0	0.0015754193	0.0015077398	0	0	5.58781e-05	3.17114e-05	0	1.64852e-05	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum lactatifermentans	0	1.52858e-05	0	0	0	0	1.49226e-05	0	3.95049e-05	6.36115e-05	0	2.4048e-05	1.50797e-05	0	4.7335e-05	4.33847e-05	2.82233e-05	0	0	0	0	5.29221e-05	5.14822e-05	0	2.01686e-05	0.0010365853	2.36139e-05	1.9533e-05	2.01029e-05	3.49903e-05	1.87349e-05	0.0001018998	0.0017569527	0.0001707447	0.0003209344	4.4551e-05	0	0	0	1.66944e-05	0.0001793118	0.0001629235	0	0	0.0002367561	0.0001758603	8.84134e-05	0.0001148085	0.0001145374	0.0001215123	4.88196e-05	7.69951e-05	0	0.0015754193	0.0015077398	0	0	5.58781e-05	3.17114e-05	0	1.64852e-05	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	0.0067678073	0.0258148677	0.0097799521	0.0116872796	0.002485438	0.0300686537	0.0088113927	0.0048466674	0.0013653101	0.0221334562	0.0175768607	0.0039456219	0.002874802	0.0261617134	0.017442204	0.0154840658	0.0027332378	0.0029066227	0.0161496172	0.01379743	0.0125592797	0.001250265	0.003166013	0.0133550871	0.0135259879	0.0270555621	0.0030874491	0.0160720789	0.0078317085	0.0429374532	0.0010571851	0.0012134834	0.034214461	0.0190310573	0.0190364025	0.0025380322	0.0179503743	0.0049524853	0.0050797435	0.0195272451	0.0123094311	0.0151072324	0.0169810279	0.0137856584	0.0109942147	0.010680693	0.0123090531	0.0132901815	0.01997115	0.0171431223	0.0201065994	0.0196203969	0.0069422123	0.0335752169	0.0334869036	0.0070124144	0.0070075877	0.0036915432	0.0047062622	0.0238272838	0.0151854424	0.0350198043
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia hansenii	0.0001442746	0.0048286311	0.0044700754	4.87945e-05	2.72935e-05	0.0029318944	0.001909813	4.74758e-05	3.62419e-05	0.0089314289	0.0037997517	3.02341e-05	0	0.0024286609	0.0023280029	0.0010977995	0	6.98073e-05	0.0059529532	0.0006420065	0.0007348341	0	0.0002408335	0.0028002378	0.0038352969	3.1944e-05	6.0991e-05	0.0021717786	0.0018113579	0.0001339627	0	0	0.0009838713	0.0024685491	0.0027705142	0	0.009262913	0.0024236307	0.0023835152	0.007447766	0.0027621718	0.0029398615	0.0061722319	0.003735939	0.0018079541	0.0023170614	0.0006201816	0.001028869	0.0084560971	0.0074647113	0.008605373	0.0085506475	0.0015481896	0.0038779791	0.0038992156	0.00107143	0.0016174343	7.8542e-05	0.0001135678	0.004391019	0.0018141312	0.0181399295
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.11466e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia obeum/wexlerae	0	0	0	0	0	0	0	0	2.76276e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71106e-05	0	0	0	4.98212e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia species incertae sedis [ext_mOTU_v3_15352]	0.0005892116	0.0033319444	0.002391846	0.0014913872	0.0001889196	0.0024056162	0.0032288968	0.0004157269	9.57214e-05	0.0047525805	0.005174054	0.000254941	0	0.0061879158	0.0041685409	0.0040726989	0.0001714772	0.0003113752	0.0021355591	0.0071135072	0.0062656371	0.0001177145	0.0001505708	0.0028270252	0.0016586733	0.0007354118	0.0004514545	0.0007373805	0.0021139477	0.0052445444	0.0001096966	0	0.0031346801	0.0081788597	0.0070625547	0.0001010596	0.0034949825	0.0012356915	0.0011288521	0.0045766338	0.0026517946	0.0031506182	0.0002944152	0.0001975615	0.001402377	0.0014947773	0.0010806561	0.0008289927	0.003836493	0.0028152926	0.0006479558	0.0004819446	0.0003478692	0.0020991711	0.0018459928	0.00146189	0.0011624811	0.0021053676	0.0022605007	0.0090103766	0.0028609239	0.0041077418
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia species incertae sedis [ext_mOTU_v3_15357]	0.0023419092	0.0015435377	0.0006986324	0.0051009471	0.001008823	0.0017466582	0.0002416162	0.0027907105	0.0004641605	0.0009419854	0.0007323304	0.000827315	0.0026825705	0.0001141789	0.002157803	0.0020600422	0.0015384044	0.0006827814	0.0017969607	0.0012748342	0.0012145321	0.0004302926	0.0016649152	0.000184287	0.0045211659	0.0123379239	0.0007488318	0.0001656373	0.000440456	0.0102279992	0.0004635803	0.0004858645	0.0017159497	0.0021285002	0.0025152828	0.0016950592	0.0008674601	0.0002694801	0.0004032162	0.0005231392	0.0016717595	0.0016142381	0.0003536282	0.0003727973	0.0010184743	0.0011985137	0.0029268657	0.0030823908	0.0003822244	0.0004903239	0.000834223	0.0006821355	0.000678834	0.0012719281	0.0012884096	0.0002007586	0.0002908559	0.0001735676	0.0001541707	0.0051220516	0.0021728735	0.0047906156
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia species incertae sedis [ext_mOTU_v3_15361]	0.0024157373	0	0	0.0010206043	0.0010041968	0	0	0.0002693365	0.0002173068	3.60078e-05	0.0001774619	0.0003127554	3.09304e-05	0.001099199	0.0006533868	0.000588821	7.62279e-05	0.0001009116	0.0005170763	0.0025227954	0.0020293759	0.0001307086	0.0002533025	4.36333e-05	0	0.0080782055	0.0002624837	5.69539e-05	9.64529e-05	0.0113344063	4.92549e-05	0	0.0004114148	0.0004711699	0.0003551681	7.24291e-05	0.0002702787	0	0	0.0014745799	0.000235296	0.0002398597	0	0	0	0	0	0	0	0	0.0006735565	0.0005827472	0.0004002179	0.0003441327	0.0003822113	0	0	0	0	0	0.0006235243	0.0015400478
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia species incertae sedis [ext_mOTU_v3_15403]	0.0005820492	0.0001947759	0.0003236423	0.0023962956	7.72522e-05	0.0011456615	3.03389e-05	0.0004911417	0.0002816699	0.000246395	0.0007520096	0.000340106	5.07953e-05	0.0035732689	0.0004170912	0.0003951985	0.0002149073	0.0010722592	0.0002956573	0.0005569474	0.0005469559	0.0003825622	0.0001255469	8.39626e-05	9.47815e-05	0.0010969954	0.0003116299	0.000706964	0.0002199023	0.0018798941	0.0001212138	0.0003541208	0.0013248944	0.0002313151	0.0002473287	0.0004249269	7.33171e-05	4.01495e-05	0	0.0006124301	0.0001536958	0.000161758	7.5472e-05	6.53148e-05	0	0	0.000775484	0.0009854192	7.55454e-05	0.0001168713	0.0006367286	0.0008814286	4.51423e-05	0.0006184054	0.0006277083	4.74218e-05	7.59103e-05	0.0001059767	0.0002845149	4.05489e-05	0.000998742	0.002772625
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia species incertae sedis [ext_mOTU_v3_15422]	0.000157927	0	0	9.08821e-05	6.74095e-05	5.50163e-05	0	5.48108e-05	0	2.26776e-05	4.57051e-05	7.97631e-05	0	5.06771e-05	3.8553e-05	0	0.000150676	0.0001226828	0	5.55002e-05	0	0	0.0005060925	6.97359e-05	0.0002025111	0.002494011	4.57277e-05	0.0001674176	0.0002477074	0.0024701711	0	0	7.90525e-05	5.73428e-05	0	0	0	0	0	0	9.84745e-05	0.0001114223	7.65459e-05	0.0001339285	0.0008800019	0.0008749484	5.72191e-05	0	5.44549e-05	0	0.0007227045	0.000568061	0	0.0002093977	0.0002309405	0	0	0.0001408339	0.0002185791	0	0	0.0001270776
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia species incertae sedis [ext_mOTU_v3_15427]	0.0001880466	0.0054388643	0.0002016583	0.0001374083	4.65423e-05	0.0001670658	9.31346e-05	3.66578e-05	0.000143582	0.0005441107	0.0021619033	6.12516e-05	3.28822e-05	0.0085441528	0.0064052608	0.0062945427	5.89752e-05	0.0003010678	0.0027271279	0.0009840901	0.0011030808	5.70228e-05	5.18486e-05	0.0005872273	0.0007849906	0.0006365529	0.0002169736	0.00380377	0.0009219948	0.0073269516	9.2444e-05	0.0002622666	0.0178226007	0.0038507679	0.0039377328	0.0001012072	0.0019478495	4.50621e-05	0	0.0036346048	0.0003993087	0.0003367055	0.0007650473	0.0006629451	0.0012427355	0.0013748402	0.0007825078	0.0007155527	0.0042976251	0.0039618125	0.0028587472	0.002928131	0.002811206	0.0010133308	0.0008665415	0.0010607168	0.0009746685	0.0001248291	0.0001614152	0.0005350934	0.0055244666	0.0017060057
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia species incertae sedis [ext_mOTU_v3_16128]	0	0	0	0	0	0	0	0	0	0	0.0001391262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33559e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001027413	1.49957e-05	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia species incertae sedis [ext_mOTU_v3_16139]	0	0	0	0	0	0	0	0	0	3.60078e-05	7.898e-05	0.000134038	0	0.0003979509	4.05958e-05	0	8.19077e-05	0	0.0008006083	0	0	9.86144e-05	4.79657e-05	0	0	2.04122e-05	0	3.66032e-05	0	3.37991e-05	0	0	0	7.48521e-05	0.0001990013	0	0	0	0	0	8.15884e-05	0.0001051554	0	0	0	0	0	0	0	0	4.36625e-05	0	3.57376e-05	0	8.42265e-05	0	0	0	0	0	0	0.0001088881
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia species incertae sedis [ext_mOTU_v3_16197]	0	0	0	0	0	0	0	0	0	0	2.15633e-05	0	0	0.0001103844	0	0	0	0	4.66573e-05	0	0	0	0	0	0	0.000228026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000122212	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia species incertae sedis [ext_mOTU_v3_16211]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.35557e-05	0	0	0	0	5.76802e-05	0.0001696299	0	0	0	0	0	5.56199e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia species incertae sedis [ext_mOTU_v3_24618]	0.0002043243	0	0	0	2.53563e-05	0	0	0	5.13332e-05	0	0.0007761824	0.0007050035	0	0	0.0005288978	0.0003797176	0.0002773532	7.55329e-05	0	0	0.0001880575	0	3.41015e-05	0	0	0	0.0003725589	0	0	0	7.73268e-05	0	0	0	0	7.16751e-05	0.0008591365	0	0	0	0	0.0014198943	0.0006614521	0	0	0	0	0	0.0008758025	0.0003749544	0	0	0	0	0	0	0	0	0.0004854124	0.000886594	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__[Ruminococcus] gnavus	0.0001443276	0.0104771144	0.0016940978	0.0014009605	3.96446e-05	0.0216167414	0.0033075932	0.0007408074	4.76669e-05	0.0066068661	0.0037047578	0.0012002141	7.76236e-05	0.003557	0.000655162	0.0005440989	0.000163309	0.0001702045	0.0018770171	0.0005399832	0.0003613339	3.335e-05	7.37254e-05	0.006758978	0.0023794117	0.0013960793	0.0005669769	0.0082255738	0.0015797043	0.0042857248	0.0001436687	0.0001112315	0.0087419975	0.0014760794	0.0016901954	7.16751e-05	0.001174437	0.0008951154	0.0011641601	0.0012580913	0.0041507827	0.004937493	0.0085822353	0.0086171722	0.004626083	0.003420552	0.0060425979	0.0066129501	0.0019290856	0.001831424	0.0050608523	0.0048831175	0.0010750156	0.0241408719	0.0242616577	0.0031701972	0.0028862376	0.0009624264	0.0010281015	0.003738859	0.0010417532	0.001710722
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__[Ruminococcus] torques	0	0	0	0	0	0	0	0	0	1.53963e-05	1.30352e-05	0	0	9.83247e-05	4.89098e-05	0	0	0	0	0.0001077657	0.0001154722	0	0	0	4.91569e-05	0	0	0	0.0003466296	0	0	0	0	3.59409e-05	8.89946e-05	0	0	0	0	0	4.89393e-05	9.02264e-05	0	0	1.6589e-05	0	2.35409e-05	3.60069e-05	6.38219e-05	8.77324e-05	2.27959e-05	6.2184e-05	0	0	0	0	0	0	0	0	1.18201e-05	1.61511e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	4.02128e-05	0.0052927746	0.0020075457	0.0019641834	2.03897e-05	0.0038524335	0.0043641931	0.000122992	3.38601e-05	0.0009972625	0.0037397478	0.0002944643	0.000653886	0.0050626868	0.0012168915	0.0010013463	0.0014619841	6.65184e-05	0.0003968141	0.0027392026	0.0027242369	0.0001728642	0	0.0044483777	0.0010299375	5.24233e-05	6.60029e-05	0.0014854205	0.0005701439	0.0005440537	6.56731e-05	0	0.0024919371	0.0011349584	0.0010878798	0.0006285631	0.0007438464	0.0034310842	0.0032120394	0.0036890338	0.0037851717	0.0034137168	0.0023650237	0.0021465415	0.0007176981	0.0005780534	0.0042337761	0.0046977637	0.0029554809	0.0024428414	0.0075017719	0.007527923	0.0009685187	0.0143867138	0.016639785	0.0009675844	0.0012710747	0.0002117625	0.0003141142	0.0027791377	0.0063036495	0.0025579917
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus sp.	4.02128e-05	0.0052927746	0.0020075457	0.0019641834	2.03897e-05	0.0038524335	0.0043641931	0.000122992	3.38601e-05	0.0009972625	0.0037397478	0.0002944643	0.000653886	0.0050626868	0.0012168915	0.0010013463	0.0014619841	6.65184e-05	0.0003968141	0.0027392026	0.0027242369	0.0001728642	0	0.0044483777	0.0010299375	5.24233e-05	6.60029e-05	0.0014854205	0.0005701439	0.0005440537	6.56731e-05	0	0.0024919371	0.0011349584	0.0010878798	0.0006285631	0.0007438464	0.0034310842	0.0032120394	0.0036890338	0.0037851717	0.0034137168	0.0023650237	0.0021465415	0.0007176981	0.0005780534	0.0042337761	0.0046977637	0.0029554809	0.0024428414	0.0075017719	0.007527923	0.0009685187	0.0143867138	0.016639785	0.0009675844	0.0012710747	0.0002117625	0.0003141142	0.0027791377	0.0063036495	0.0025579917
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	0	0	3.37732e-05	0	0	7.7085e-06	1.58243e-05	0	0	2.25893e-05	0	0	0	0	6.08937e-05	0	0	0	2.86758e-05	1.07238e-05	0	0	0	0	7.67479e-05	7.64149e-05	0	0	0	0.0001232337	0	0	1.81759e-05	5.44675e-05	0	0	0	0	0	0	0	0	0	0	0	0	4.49194e-05	0	0	0	0	3.6151e-05	0	0	0	0	0	0	0	5.18186e-05	6.86991e-05	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea longicatena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71091e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea sp. CAG:317	0	0	3.37732e-05	0	0	7.7085e-06	1.58243e-05	0	0	2.25893e-05	0	0	0	0	6.08937e-05	0	0	0	2.86758e-05	1.07238e-05	0	0	0	0	7.67479e-05	7.64149e-05	0	0	0	0.0001061245	0	0	1.81759e-05	5.44675e-05	0	0	0	0	0	0	0	0	0	0	0	0	4.49194e-05	0	0	0	0	3.6151e-05	0	0	0	0	0	0	0	5.18186e-05	6.86991e-05	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Faecalicatena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.44196e-05	0.0002178307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena contorta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.44196e-05	0.0002178307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium	0.0003231341	0.0003669251	0.0005573444	9.33477e-05	7.04246e-05	0.000236618	5.68121e-05	0.0002342422	4.74421e-05	0.0001477658	0.0001420416	0.000112224	4.52392e-05	0.0002332821	0.0001422567	0.0002273846	2.3734e-05	4.28189e-05	0.0001804168	0.0001877504	0.0002318125	0.0001315337	0.0001144214	2.02257e-05	0.000261486	0.0004797299	0.0001252588	0.0001647938	0.0001870238	0.0004848155	2.45556e-05	0	2.85754e-05	0.0003064654	0.0004006334	3.73547e-05	0.0017662495	0.001455512	0.0014351183	5.312e-05	0.000188999	0.0002290099	0.0001444888	0.0002693465	0.0001926995	9.93311e-05	6.76976e-05	6.46055e-05	5.91225e-05	0	4.56981e-05	9.0531e-05	2.25053e-05	0.000291923	0.0002226172	0.0001024193	9.67265e-05	0.0001465422	7.43323e-05	0.0009126985	0.0001823026	0.0001299809
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium species incertae sedis [ext_mOTU_v3_26257]	4.42424e-05	0.000112592	0.0001002156	0	4.06545e-05	3.72788e-05	0	0.000162501	0	7.24668e-05	5.19251e-05	0	0	3.68724e-05	8.09124e-05	0	0	0	0.000137324	0.0001369499	0.0001647956	0	4.45662e-05	0	0.0001723729	5.12568e-05	0	4.49039e-05	0	3.64982e-05	0	0	0	9.8302e-05	0.0001757996	0	6.852e-05	4.70303e-05	0	3.07043e-05	7.95951e-05	0.0001229171	7.43782e-05	0.0001399936	9.93295e-05	0	3.91715e-05	0	5.91225e-05	0	0	0	0	6.07645e-05	0	7.46336e-05	9.67265e-05	0.0001173497	0	0.0001653691	3.57228e-05	8.90388e-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__[Clostridium] asparagiforme/lavalense	0	0	0	0	0	0	0	0	0	2.27275e-05	0	0	0	4.79742e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8983e-05	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__[Clostridium] clostridioforme/bolteae	0	0	0	0	0	0	0	0	0	3.1497e-05	0	0	0	0.0001026424	0	0	0	0	1.843e-05	2.40007e-05	0	0	0	0	0	0	0	0	1.07596e-05	0	0	0	0	5.56314e-05	9.78815e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.07373e-05	0
