Taxa	reERR5004402	reERR5004403	reERR5004404	reERR5004405	reERR5004406	reERR5004407	reERR5004408	reERR5004409	reERR5004410	reERR5004787	reERR5004789	reERR5004790	reERR5004793	reERR5004796	reERR5004798	reERR5004799	reERR5004803	reERR5004804	reERR5004806	reERR5004807
k__bacteria|p__planctomycetes|c__planctomycetia|o__planctomycetales|f__planctomycetaceae|g__gimesia	0.0358451583976723	0.0419154117170309	0.0473489196997017	0.0353581703410988	0.0600319599679494	0.0730845087924448	0.06158229706828	0.0610643846951494	0.0525195527453131	0.00671389404337251	0.0372401744811704	0.00975791927429993	0	0.0160158315397796	0	0.00864943214201821	0.0320893852150483	0.0876652510658358	0.0373349210842256	0.00897387222586546
k__bacteria|p__planctomycetes|c__planctomycetia|o__planctomycetales|f__planctomycetaceae|g__gimesia|s__gimesia_alba	0.00418221734729573	0.00424124324093277	0.00622475021914182	0.00301884058408528	0.00352536677664132	0.00334555789567595	0.00361023613027121	0.0024090580582992	0.00754288833683522	0.00030887163879922	0.00191677368653083	0	0	0.000713033595949092	0	0	0.00156958949421432	0	0	0
k__bacteria|p__planctomycetes|c__planctomycetia|o__planctomycetales|f__planctomycetaceae|g__gimesia|s__gimesia_algae	0.00352186723982798	0.00351227955889745	0.00372464562292912	0.00252827898917142	0.00453261442711027	0.00788595789695045	0.00492936087017799	0.00576079100897636	0.0038591521723343	0.000314290439479908	0	0	0	0.000987277286698742	0	0	0.00209278599228576	0	0	0
k__bacteria|p__planctomycetes|c__planctomycetia|o__planctomycetales|f__planctomycetaceae|g__gimesia|s__gimesia_aquarii	0.00262446837583335	0.00311466300506	0.00306135256679106	0.00245280797456929	0.00287065580383651	0.00334555789567595	0.0029159599513729	0.00136164151121259	0.00315748814100079	0.000319709240160596	0.00150603646798851	0	0	0.000713033595949092	0	0	0.000697595330761919	0	0	0
k__bacteria|p__planctomycetes|c__planctomycetia|o__planctomycetales|f__planctomycetaceae|g__gimesia|s__gimesia_benthica	0.00360652751001616	0.00424124324093277	0.00459202885018659	0.00483014493453644	0.00584203637271991	0.00446074386090126	0.00520707134173732	0.00408492453363778	0.00466606580836783	0.00132218736608789	0.00629797068431559	0	0	0.00378456293234518	0	0.00200302639078317	0.00505756614802392	0.00496218402259448	0.00585645820929029	0
k__bacteria|p__planctomycetes|c__planctomycetia|o__planctomycetales|f__planctomycetaceae|g__gimesia|s__gimesia_chilikensis	0.00638338437218822	0.00775352279983022	0.00867383227257467	0.00781125001132065	0.0104250131823536	0.010434954388894	0.00881730747200852	0.00890304065023619	0.0120686213389364	0.00261999012911268	0.0138281530242581	0.00457778928917774	0	0.00362001671789539	0	0.00546279924759045	0.00924313813259543	0.0682300303106741	0.0126889927867956	0
k__bacteria|p__planctomycetes|c__planctomycetia|o__planctomycetales|f__planctomycetaceae|g__gimesia|s__gimesia_fumaroli	0.00309856588888712	0.00417497381529319	0.00556145716300376	0.00233960145266609	0.00418007774944614	0.00414211929940831	0.00361023613027121	0.00209483309417322	0.00396440177703433	0.000162564020420642	0	0	0	0.000822731072248952	0	0	0.000988260051912719	0	0.00268421001259139	0
k__bacteria|p__planctomycetes|c__planctomycetia|o__planctomycetales|f__planctomycetaceae|g__gimesia|s__gimesia_maris	0.00492722772495165	0.00573230531782319	0.00586759241968287	0.00430184783232152	0.00695000878823575	0.010434954388894	0.00923387317934751	0.00607501597310234	0.00670089149923501	0.000447051056156765	0.00766709474612333	0.00265029906215554	0	0.000987277286698742	0	0	0.00709221919607951	0	0	0
k__bacteria|p__planctomycetes|c__planctomycetia|o__planctomycetales|f__planctomycetaceae|g__gimesia|s__gimesia_panareensis	0.00746703583059683	0.00901264188698213	0.00949019295705229	0.00792445653322385	0.0214040125724652	0.028915178955485	0.0230499691394238	0.0300608549013857	0.0104547940668693	0.00120839255179344	0.00561340865341172	0.00240936278377776	0	0.00416850409939469	0	0.00109255984951809	0.00517383203648424	0.0136460060621348	0.0156172218914408	0.00897387222586546
k__bacteria|p__planctomycetes|c__planctomycetia|o__planctomycetales|f__planctomycetaceae|g__maioricimonas	0.010193096530656	0.0110338593689892	0.013010748408862	0.00973576088367502	0.0169217605278783	0.0168472736889396	0.0163154902041103	0.0105789071255748	0.0102793780590359	0.00282861395531917	0.00862548158938874	0.00325263975809998	0.0033642847530615	0.0129991509415334	0.006440197680173	0.00309558624030126	0.00168585538267464	0.0066162453634593	0.0222057373768924	0
k__bacteria|p__planctomycetes|c__planctomycetia|o__planctomycetales|f__planctomycetaceae|g__maioricimonas|s__maioricimonas_rarisocia	0.010193096530656	0.0110338593689892	0.013010748408862	0.00973576088367502	0.0169217605278783	0.0168472736889396	0.0163154902041103	0.0105789071255748	0.0102793780590359	0.00282861395531917	0.00862548158938874	0.00325263975809998	0.0033642847530615	0.0129991509415334	0.006440197680173	0.00309558624030126	0.00168585538267464	0.0066162453634593	0.0222057373768924	0
k__bacteria|p__planctomycetes|c__planctomycetia|o__planctomycetales|f__planctomycetaceae|g__planctomyces	0.0161362474978657	0.0145792736407064	0.0203069720263807	0.01486778987662	0.0243753931413486	0.0251713403579428	0.0235359624646527	0.0184345312287243	0.0151208598752371	0.0071988767042941	0.0153341894922467	0.0225275420283221	0.0113868099334389	0.0239140498333695	0.00474540881696958	0.00828524552551218	0.00604582619993663	0.0256379507834048	0.0292822910464515	0.0131156594070341
k__bacteria|p__planctomycetes|c__planctomycetia|o__planctomycetales|f__planctomycetaceae|g__planctomyces|s__planctomyces_sp._sh-pl14	0.00763635637097318	0.00659380785113766	0.0107147339837687	0.00683012682149294	0.0117847975104867	0.0124661859684116	0.0107612807729238	0.00827459072198422	0.00754288833683522	0.00242220390426757	0.00492884662250785	0.00710762021214439	0.00388186702276327	0.011792478702235	0.00474540881696958	0.00236721300728919	0.00209278599228576	0.00578921469302689	0.0148851646152795	0
k__bacteria|p__planctomycetes|c__planctomycetia|o__planctomycetales|f__planctomycetaceae|g__planctomyces|s__planctomyces_sp._sh-pl62	0.0084829590728549	0.00798546578956873	0.00954121549983214	0.00799992754782598	0.0125905956308619	0.0126653263193447	0.0127052540738391	0.0101599405067401	0.0075779715384019	0.00477667280002653	0.0104053428697388	0.0154199218161777	0.00724615177582477	0.0121215711311346	0	0.00582698586409648	0.00389490726342072	0.0194352207551617	0.0141531073391182	0.0131156594070341
k__bacteria|p__planctomycetes|c__planctomycetia|o__planctomycetales|f__planctomycetaceae|g__planctopirus	0.0032848184833011	0.00311466300506	0.00346953290902987	0.00245280797456929	0.00458297680963372	0.00386332280810199	0.00458222278072884	0.00178060813004724	0.00287682252846739	0.000677350085086008	0	0	0	0.00115182350114853	0	0	0	0	0	0
k__bacteria|p__planctomycetes|c__planctomycetia|o__planctomycetales|f__planctomycetaceae|g__planctopirus|s__planctopirus_ephydatiae	0.00171013745780109	0.0018224092050883	0.00188783408285449	0.00132074275553731	0.00196413291841445	0.0019515754391443	0.00236053900825425	0.00178060813004724	0.00161382727206707	0.000197786224845114	0	0	0	0	0	0	0	0	0	0
k__bacteria|p__planctomycetes|c__planctomycetia|o__planctomycetales|f__planctomycetaceae|g__planctopirus|s__planctopirus_limnophila	0.00155774897146238	0.00125911908715192	0.00153067628339553	0.00109432971173091	0.00261884389121927	0.00191174736895768	0.00222168377247459	0	0.00126299525640032	0.00047685445990055	0	0	0	0.00115182350114853	0	0	0	0	0	0
k__bacteria|p__planctomycetes|c__planctomycetia|o__planctomycetales|f__planctomycetaceae|g__polystyrenella	0.00408062502306992	0.00304839357942043	0.00469407393574629	0.00226413043806396	0.00276993103878961	0.00450057193108788	0.00430451230916951	0.00178060813004724	0.00445556659896778	0.000265521233353715	0.00136912406180774	0	0	0.000767882334099022	0	0	0	0	0.00317224819669891	0
k__bacteria|p__planctomycetes|c__planctomycetia|o__planctomycetales|f__planctomycetaceae|g__polystyrenella|s__polystyrenella_longa	0.00408062502306992	0.00304839357942043	0.00469407393574629	0.00226413043806396	0.00276993103878961	0.00450057193108788	0.00430451230916951	0.00178060813004724	0.00445556659896778	0.000265521233353715	0.00136912406180774	0	0	0.000767882334099022	0	0	0	0	0.00317224819669891	0
k__bacteria|p__planctomycetes|c__planctomycetia|o__planctomycetales|f__planctomycetaceae|g__rubinisphaera	0.00467324691438713	0.00463885979477022	0.00479611902130599	0.00449052536882685	0.00705073355328265	0.00657163158079204	0.00722047226054241	0.00366595791480314	0.00410473458330103	0.00104311913103245	0.00219059849889238	0.00156608580945554	0	0.00312637807454602	0	0.00145674646602412	0.000930127107682559	0	0.00561243911723653	0
k__bacteria|p__planctomycetes|c__planctomycetia|o__planctomycetales|f__planctomycetaceae|g__rubinisphaera|s__rubinisphaera_brasiliensis	0.00467324691438713	0.00463885979477022	0.00479611902130599	0.00449052536882685	0.00705073355328265	0.00657163158079204	0.00722047226054241	0.00366595791480314	0.00410473458330103	0.00104311913103245	0.00219059849889238	0.00156608580945554	0	0.00312637807454602	0	0.00145674646602412	0.000930127107682559	0	0.00561243911723653	0
k__bacteria|p__planctomycetes|c__planctomycetia|o__planctomycetales|f__planctomycetaceae|g__symmachiella	0.0623268909125327	0.0652753842549809	0.0783706257098511	0.0427543297721077	0.065168922985341	0.067110298264452	0.0747735444673479	0.0540466938296691	0.0506601430622794	0.000663803083384288	0.00383354737306166	0.00156608580945554	0	0.00362001671789539	0	0.00109255984951809	0.0142425713363892	0.00413515335216207	0.0165932982596558	0
k__bacteria|p__planctomycetes|c__planctomycetia|o__planctomycetales|f__planctomycetaceae|g__symmachiella|s__symmachiella_dynata	0.0623268909125327	0.0652753842549809	0.0783706257098511	0.0427543297721077	0.065168922985341	0.067110298264452	0.0747735444673479	0.0540466938296691	0.0506601430622794	0.000663803083384288	0.00383354737306166	0.00156608580945554	0	0.00362001671789539	0	0.00109255984951809	0.0142425713363892	0.00413515335216207	0.0165932982596558	0
k__bacteria|p__planctomycetes|c__planctomycetia|o__planctomycetales|f__planctomycetaceae|g__thalassoglobus	0.00228582729508066	0.00334660599479851	0.00326544273791046	0.00226413043806396	0.00332391724654753	0.00378366666772875	0.00374909136605087	0.00398018287892912	0.00221024169870055	0.000265521233353715	0.00273824812361547	0	0	0.0010969747629986	0	0	0.0023253177692064	0	0.00317224819669891	0
k__bacteria|p__planctomycetes|c__planctomycetia|o__planctomycetales|f__planctomycetaceae|g__thalassoglobus|s__thalassoglobus_polymorphus	0.00228582729508066	0.00334660599479851	0.00326544273791046	0.00226413043806396	0.00332391724654753	0.00378366666772875	0.00374909136605087	0.00398018287892912	0.00221024169870055	0.000265521233353715	0.00273824812361547	0	0	0.0010969747629986	0	0	0.0023253177692064	0	0.00317224819669891	0
k__bacteria|p__proteobacteria	10.0746229485547	9.82682805038995	10.4589579768133	9.01229573769898	10.9283851956755	13.0727674773538	11.2656724168934	11.1595948592796	9.9934499662675	3.42318102240631	9.32880061993938	12.9230991633488	5.27985673322775	7.56737070506956	3.31941346747022	3.19801372619358	8.20116324021405	12.4559089273826	12.0472225746942	7.14182169606185
k__bacteria|p__proteobacteria|c__acidithiobacillia	0.0142398574456506	0.0134195586920138	0.0121433651816045	0.0123772463947496	0.0189362558288162	0.0269636035163407	0.0247162319687798	0.0236716139641574	0.0126650357655698	0.00333256241862316	0	0	0	0.0116279324877852	0	0	0.00255784954612704	0	0.0163492791676021	0
k__bacteria|p__proteobacteria|c__acidithiobacillia|o__acidithiobacillales	0.0142398574456506	0.0134195586920138	0.0121433651816045	0.0123772463947496	0.0189362558288162	0.0269636035163407	0.0247162319687798	0.0236716139641574	0.0126650357655698	0.00333256241862316	0	0	0	0.0116279324877852	0	0	0.00255784954612704	0	0.0163492791676021	0
k__bacteria|p__proteobacteria|c__acidithiobacillia|o__acidithiobacillales|f__acidithiobacillaceae	0.0142398574456506	0.0134195586920138	0.0121433651816045	0.0123772463947496	0.0189362558288162	0.0269636035163407	0.0247162319687798	0.0236716139641574	0.0126650357655698	0.00333256241862316	0	0	0	0.0116279324877852	0	0	0.00255784954612704	0	0.0163492791676021	0
k__bacteria|p__proteobacteria|c__acidithiobacillia|o__acidithiobacillales|f__acidithiobacillaceae|g__acidithiobacillus	0.0142398574456506	0.0134195586920138	0.0121433651816045	0.0123772463947496	0.0189362558288162	0.0269636035163407	0.0247162319687798	0.0236716139641574	0.0126650357655698	0.00333256241862316	0	0	0	0.0116279324877852	0	0	0.00255784954612704	0	0.0163492791676021	0
k__bacteria|p__proteobacteria|c__acidithiobacillia|o__acidithiobacillales|f__acidithiobacillaceae|g__acidithiobacillus|s__acidithiobacillus_caldus	0.0027429927540968	0.0020874869076466	0.00285726239567166	0.00207545290155863	0.00261884389121927	0.00318624561492947	0.00395737421972036	0.00209483309417322	0.00175416007833377	0.000726119291212201	0	0	0	0.00279728564564644	0	0	0	0	0	0
k__bacteria|p__proteobacteria|c__acidithiobacillia|o__acidithiobacillales|f__acidithiobacillaceae|g__acidithiobacillus|s__acidithiobacillus_ferridurans	0.00281072097024733	0.00212062162046638	0	0.00222639493076289	0.00453261442711027	0.00585472631743291	0.00590134752063562	0.00586553266368502	0.00242074090810061	0.000552717669430183	0	0	0	0	0	0	0	0	0	0
k__bacteria|p__proteobacteria|c__acidithiobacillia|o__acidithiobacillales|f__acidithiobacillaceae|g__acidithiobacillus|s__acidithiobacillus_ferriphilus	0.000660350107467747	0.000762098394855107	0	0.000490561594913857	0.000956885267945502	0.000955873684478842	0.00104141426834746	0.00104741654708661	0.000736747232900185	0.000159854620080298	0	0	0	0	0	0	0	0	0	0
k__bacteria|p__proteobacteria|c__acidithiobacillia|o__acidithiobacillales|f__acidithiobacillaceae|g__acidithiobacillus|s__acidithiobacillus_ferrivorans	0.00216730291681722	0.00188867863072787	0.00224499188231344	0.00181130435045117	0.00226630721355514	0.00370401052735551	0.00326309804082205	0.00282802467713385	0.0018594096830338	0.000487692061261926	0	0	0	0.00126152097744839	0	0	0	0	0	0
k__bacteria|p__proteobacteria|c__acidithiobacillia|o__acidithiobacillales|f__acidithiobacillaceae|g__acidithiobacillus|s__acidithiobacillus_ferrooxidans	0.00348800313175272	0.0044069168050317	0.00290828493845151	0.0033207246424938	0.00533841254748543	0.00872234737086943	0.00715104464265258	0.00785562410314958	0.00343815375353419	0.0010891789368183	0	0	0	0.00329092428899581	0	0	0.00255784954612704	0	0	0
k__bacteria|p__proteobacteria|c__acidithiobacillia|o__acidithiobacillales|f__acidithiobacillaceae|g__acidithiobacillus|s__acidithiobacillus_thiooxidans	0.00233662345719357	0.00205435219482681	0.00408180342238808	0.00233960145266609	0.0030721053339303	0.00442091579071464	0.00326309804082205	0.00356121626009448	0.00235057450496726	0.000311581039139564	0	0	0	0.00422335283754462	0	0	0	0	0.0163492791676021	0
k__bacteria|p__proteobacteria|c__alphaproteobacteria	4.36562535663139	4.87338729210867	5.5210983316649	4.23365977062849	5.07275097967425	6.01961452800551	4.25403843096361	4.68048558231123	4.37420865453466	1.12705093477563	4.00906907778541	8.62142284919196	2.0033021748807	3.13806085577195	1.17753930215374	1.09693008891616	2.24294338723226	9.11966720285822	5.51263530858654	5.40503227142512
k__bacteria|p__proteobacteria|c__alphaproteobacteria|g__candidatus_puniceispirillum	0.00116831172859678	0.00152419678971021	0.00107147339837687	0.00124527174093518	0.00100724765046895	0.00075673333354575	0.00111084188623729	0	0.00105249604700026	0.000189658023824082	0	0	0	0	0	0	0	0	0	0
k__bacteria|p__proteobacteria|c__alphaproteobacteria|g__candidatus_puniceispirillum|s__candidatus_puniceispirillum_marinum	0.00116831172859678	0.00152419678971021	0.00107147339837687	0.00124527174093518	0.00100724765046895	0.00075673333354575	0.00111084188623729	0	0.00105249604700026	0.000189658023824082	0	0	0	0	0	0	0	0	0	0
k__bacteria|p__proteobacteria|c__alphaproteobacteria|g__micavibrio	0.00184559389010216	0.00159046621534979	0.00178578899729479	0.00143394927744051	0.00110797241551584	0.00191174736895768	0.00284653233348307	0.00303750798655117	0.00196465928773383	0.000693606487128073	0	0	0	0.00224879826414713	0	0	0.000639462386531759	0	0	0
k__bacteria|p__proteobacteria|c__alphaproteobacteria|g__micavibrio|s__micavibrio_aeruginosavorus	0.00184559389010216	0.00159046621534979	0.00178578899729479	0.00143394927744051	0.00110797241551584	0.00191174736895768	0.00284653233348307	0.00303750798655117	0.00196465928773383	0.000693606487128073	0	0	0	0.00224879826414713	0	0	0.000639462386531759	0	0	0
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__caulobacterales	0.0830855891626727	0.0752157981009171	0.0901568330919967	0.0689427718390475	0.124243997685345	0.126294810561767	0.0999757697613565	0.104217946435118	0.0800949491767201	0.0479726424261315	0.133763420838616	0.153235473048266	0.042700537250396	0.130923937963883	0.0447424259885703	0.0410620410110549	0.0466807542168184	0.0913868890827816	0.167397097148881	0.0483208504469679
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__caulobacterales|f__caulobacteraceae	0.0830855891626727	0.0752157981009171	0.0901568330919967	0.0689427718390475	0.124243997685345	0.126294810561767	0.0999757697613565	0.104217946435118	0.0800949491767201	0.0479726424261315	0.133763420838616	0.153235473048266	0.042700537250396	0.130923937963883	0.0447424259885703	0.0410620410110549	0.0466807542168184	0.0913868890827816	0.167397097148881	0.0483208504469679
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__caulobacterales|f__caulobacteraceae|g__asticcacaulis	0.00535052907589251	0.00371108783581617	0.00403078087960823	0.00441505435422472	0.00564058684262612	0.00593438245780614	0.00513764372384748	0.00492285777130707	0.00406965138173435	0.0013167685654072	0.00533958384105017	0.00650527951619995	0	0.00449759652829427	0	0.00218511969903618	0.00151145654998416	0	0.0112248782344731	0
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__caulobacterales|f__caulobacteraceae|g__asticcacaulis|s__asticcacaulis_excentricus	0.0032340223211882	0.00215375633328617	0.00265317222455225	0.00286789855488101	0.00261884389121927	0.00318624561492947	0.00319367042293222	0.00324699129596849	0.00263124011750066	0.000590649274194999	0.00342281015451934	0.00373451231485553	0	0.00252304195489679	0	0.00109255984951809	0.000639462386531759	0	0.00341626728875267	0
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__caulobacterales|f__caulobacteraceae|g__asticcacaulis|s__asticcacaulis_sp._and118	0.00209957470066668	0.00155733150253	0.00137760865505598	0.00150942029204264	0.00302174295140685	0.00274813684287667	0.00194397330091526	0.00157112482062992	0.00143841126423369	0.000723409890871857	0.00177986128035006	0.00277076720134442	0	0.00197455457339748	0	0.00100151319539158	0.000871994163452399	0	0.00756459185366663	0
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__caulobacterales|f__caulobacteraceae|g__brevundimonas	0.0357774301815218	0.0341618889172007	0.0386750874271271	0.0286789855488101	0.0513696301739164	0.0495461193121533	0.0415871431160087	0.0359263875650708	0.035784865598009	0.0215586985081175	0.0559971741279364	0.0654141995795662	0.0168214237653075	0.0497478055019866	0.0108466487245019	0.0152958378932533	0.0176724150459686	0.026051466118621	0.0500239138710213	0
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__caulobacterales|f__caulobacteraceae|g__brevundimonas|s__brevundimonas_diminuta	0.00325095437522583	0.0028495853025017	0.00346953290902987	0.00264148551107462	0.00659747211057162	0.00493868070314068	0.00465165039861867	0	0.00336798735040084	0.00176652902190431	0.0083516567770272	0.00819183346484438	0	0.00433305031384448	0	0	0	0	0.0134210500629569	0
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__caulobacterales|f__caulobacteraceae|g__brevundimonas|s__brevundimonas_goettingensis	0.00164240924165055	0.00142479265125085	0.00209192425397389	0.0015471557993437	0.00221594483103169	0.00290744912362314	0.0027076770977034	0.00251379971300787	0.00136824486110034	0.00116233274600759	0.00328589774833857	0.00530059812431107	0	0.00301668059824616	0	0.00172988642840364	0.000755728274992079	0.0062027300282431	0.0039043054728602	0
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__caulobacterales|f__caulobacteraceae|g__brevundimonas|s__brevundimonas_mediterranea	0.00121910789070969	0.00142479265125085	0.00163272136895523	0.00124527174093518	0.00287065580383651	0.00167277894783797	0.00145797997568645	0.00303750798655117	0.00178924327990045	0.000769469696657705	0.00273824812361547	0.00493919370674441	0	0.00246819321674686	0	0	0.00209278599228576	0	0	0
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__caulobacterales|f__caulobacteraceae|g__brevundimonas|s__brevundimonas_naejangsanensis	0.00314936205100002	0.00321406714351936	0.00433691613628733	0.00286789855488101	0.00599312352029025	0.00473954035220759	0.00437393992705934	0.00597027431839368	0.00319257134256747	0.00192638364198461	0.00794091955848487	0.0069871520729555	0.00595219610157034	0.00839185693693931	0	0.00327767954855427	0.00273224837881752	0.014059521397351	0.00976076368215049	0
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__caulobacterales|f__caulobacteraceae|g__brevundimonas|s__brevundimonas_nasdae	0.00253980810564518	0.00188867863072787	0.00311237510957091	0.00233960145266609	0.00559022446010267	0.0041022912292217	0.00298538756926273	0.0037706995695118	0.00231549130340058	0.0014766231854875	0.00588723346577327	0.00662574765538884	0.0108692276637372	0.00340062176529567	0	0	0.00162772243844448	0	0	0
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__caulobacterales|f__caulobacteraceae|g__brevundimonas|s__brevundimonas_pondensis	0.00167627334972582	0.00222002575892575	0.00204090171119404	0.0018867753650533	0.00251811912617237	0.00147363859690488	0.00208282853669493	0.00261854136771653	0.00192957608616715	0.00102415332865004	0.00342281015451934	0.00421638487161108	0	0.00252304195489679	0	0.00172988642840364	0.000871994163452399	0	0.00658851548545158	0
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__caulobacterales|f__caulobacteraceae|g__brevundimonas|s__brevundimonas_sp._'scallop'	0.000880466809956996	0	0	0.00116980072633304	0	0.00123467017578517	0	0	0.000982329643866913	0.000875136309931123	0	0	0	0.00202940331154741	0	0	0	0	0	0
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__caulobacterales|f__caulobacteraceae|g__brevundimonas|s__brevundimonas_sp._aja228-03	0.00187945799817743	0.00139165793843106	0.00198987916841419	0.00139621377013944	0.00216558244850824	0.00203123157951754	0.00236053900825425	0.0024090580582992	0.00178924327990045	0.000647546681342224	0.00191677368653083	0.00228889464458887	0	0.00235849574044699	0	0	0.000988260051912719	0	0.00488038184107525	0
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__caulobacterales|f__caulobacteraceae|g__brevundimonas|s__brevundimonas_sp._bb-a	0.00115137967455915	0.00162360092816958	0.00132658611227613	0.00132074275553731	0.00196413291841445	0.00175243508821121	0	0	0.00164891047363375	0.00105666613273417	0	0	0	0.00252304195489679	0	0	0.0023253177692064	0	0	0
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__caulobacterales|f__caulobacteraceae|g__brevundimonas|s__brevundimonas_sp._cs1	0.00103285529629571	0.000629559543575958	0.00112249594115672	0.000792445653322385	0	0.00115501403541193	0.00166626282935594	0	0.00077183043446686	0.000346803243564036	0.00575032105959249	0	0	0.00148091593004811	0	0	0	0	0	0
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__caulobacterales|f__caulobacteraceae|g__brevundimonas|s__brevundimonas_sp._ds20	0.00106671940437098	0.00152419678971021	0.00198987916841419	0	0.00246775674364893	0.00171260701802459	0.0027076770977034	0	0.0017190768767671	0.000674640684745664	0	0	0	0	0	0	0	0	0	0
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__caulobacterales|f__caulobacteraceae|g__brevundimonas|s__brevundimonas_sp._gw460-12-10-14-lb2	0.000846602701881727	0	0.00147965374061568	0.00124527174093518	0.00130942194560963	0.00111518596522532	0.00229111139036442	0	0	0.00064483728100188	0	0	0	0	0	0	0	0	0	0
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__caulobacterales|f__caulobacteraceae|g__brevundimonas|s__brevundimonas_sp._lm2	0.00182866183606453	0.00155733150253	0.00234703696787315	0.00203771739425756	0.0030721053339303	0.00254899649194358	0.00215225615458476	0.00314224964125983	0.00189449288460047	0.00158228979876092	0.00438119699778476	0.00542106626349996	0	0.00235849574044699	0	0.00264035296966872	0.00156958949421432	0	0.00512440093312901	0
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__caulobacterales|f__caulobacteraceae|g__brevundimonas|s__brevundimonas_sp._m20	0.0019133221062527	0.00155733150253	0.00153067628339553	0.00124527174093518	0.00231666959607858	0.00270830877269005	0.00222168377247459	0.00261854136771653	0.00154366086893372	0.00116775154668828	0.00287516052979625	0.00469825742836663	0	0.00296183186009623	0	0.00291349293204824	0.000871994163452399	0	0	0
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__caulobacterales|f__caulobacteraceae|g__brevundimonas|s__brevundimonas_sp._mf30-b	0.00140536048512367	0.00139165793843106	0.00132658611227613	0.00147168478474157	0.001913770535891	0.00227020000063725	0.00152740759357628	0.00157112482062992	0.00217515849713388	0.000877845710271467	0.0026013357174347	0.00313217161891109	0	0.00323607555084588	0.0108466487245019	0	0.000871994163452399	0	0	0
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__caulobacterales|f__caulobacteraceae|g__brevundimonas|s__brevundimonas_sp._pamc22021	0.00149002075531184	0.00149106207689043	0.00127556356949627	0.00139621377013944	0.00231666959607858	0.00254899649194358	0.00131912473990679	0.00356121626009448	0.00189449288460047	0.000867008108910091	0	0.00686668393376662	0	0.00268758816934658	0	0	0.000871994163452399	0	0.00610047730134406	0
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__caulobacterales|f__caulobacteraceae|g__brevundimonas|s__brevundimonas_sp._sgair0440	0.000846602701881727	0.00112658023587277	0.00102045085559702	0.000754710146021319	0.00100724765046895	0.00115501403541193	0	0	0.000806913636033535	0.000522914265686398	0	0	0	0.0010969747629986	0	0	0	0	0	0
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__caulobacterales|f__caulobacteraceae|g__brevundimonas|s__brevundimonas_subvibrioides	0.00176093361991399	0.00238569932302468	0.00193885662563434	0.00173583333584903	0.00171232100579721	0.00219054386026401	0.00118026950412712	0.00261854136771653	0.00164891047363375	0.0013601189708527	0.00410737218542321	0.00289123534053331	0	0.00274243690749651	0	0.00172988642840364	0.00191838715959528	0	0	0
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__caulobacterales|f__caulobacteraceae|g__brevundimonas|s__brevundimonas_vancanneytii	0.00216730291681722	0.00225316047174553	0	0	0	0.00262865263231681	0	0	0	0.000560845870451215	0	0	0	0	0	0	0	0	0	0
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__caulobacterales|f__caulobacteraceae|g__brevundimonas|s__brevundimonas_vesicularis	0.00247207988949464	0.00231942989738511	0.00244908205343285	0	0.00282029342131306	0.0023896842111971	0.00333252565871188	0	0.00242074090810061	0.00153893939331541	0	0	0	0	0	0	0	0	0	0
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__caulobacterales|f__caulobacteraceae|g__brevundimonas|s__brevundimonas_vitisensis	0.0014222925391613	0.00155733150253	0.00178578899729479	0.00113206521903198	0.00216558244850824	0.00175243508821121	0.00208282853669493	0.00136164151121259	0.00221024169870055	0.000680059485426352	0.00205368609271161	0.0030117034797222	0	0.00170031088264783	0	0.00109255984951809	0	0.00537569935781069	0	0
k__bacteria|p__proteobacteria|c__alphaproteobacteria|o__caulobacterales|f__caulobacteraceae|g__caulobacter	0.0319507859690164	0.0288272001532149	0.0362260053736942	0.0276978623589824	0.0524776025894323	0.0551618772084665	0.0402680183761019	0.0501712526054487	0.030803050975541	0.0203232119529206	0.055038787284671	0.0620410916822773	0.0173390060350093	0.0569878389377774	0.0264387062659734	0.0185735174418075	0.02179985408631	0.0430055948624855	0.079062185825419	0.0331342974493494
