bin_id	completeness	contamination	strain_heterogeneity	quality	keep	n50
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_3.bin.7	0.0	0.0	0.0	low_quality	reject	2840
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_3.bin.8	0.0	0.0	0.0	low_quality	reject	3090
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.05_sample_3.bin.9	27.51	0.0	0.0	low_quality	reject	7992
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.1	87.4	2.25	0.0	medium_quality	keep	11080
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.10	53.18	0.0	0.0	medium_quality	keep	5203
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.11	64.85	8.77	16.67	medium_quality	keep	29102
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.12	90.3	4.69	29.41	high_quality	keep	9519
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.13	97.71	0.73	66.67	high_quality	keep	52760
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.14	15.52	0.0	0.0	low_quality	reject	2819
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.15	82.26	5.43	15.0	medium_quality	keep	6613
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.16	57.24	1.72	0.0	medium_quality	keep	6965
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.17	71.05	5.23	26.67	medium_quality	keep	4590
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.18	79.21	4.46	40.0	medium_quality	keep	5772
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.19	44.27	13.68	0.0	low_quality	reject	13159
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.2	97.29	6.98	50.0	medium_quality	keep	28954
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.20	62.38	20.25	9.68	low_quality	reject	4729
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.21	16.98	0.0	0.0	low_quality	reject	2332
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.22	57.98	0.85	0.0	medium_quality	keep	9050
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.23	47.41	1.72	0.0	low_quality	reject	3553
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.24	10.34	0.0	0.0	low_quality	reject	3369
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.25	3.45	0.0	0.0	low_quality	reject	2861
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.26	50.57	4.31	14.29	medium_quality	keep	3911
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.27	81.95	9.35	15.48	medium_quality	keep	5189
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.28	69.96	2.99	50.0	medium_quality	keep	3959
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.29	65.35	2.31	33.33	medium_quality	keep	5638
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.3	99.01	0.0	0.0	high_quality	keep	65600
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.30	85.83	88.72	3.64	low_quality	reject	2198
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.31	90.92	6.4	0.0	medium_quality	keep	344599
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.32	98.07	2.67	47.62	high_quality	keep	30293
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.33	99.1	1.95	0.0	high_quality	keep	128444
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.34	0.0	0.0	0.0	low_quality	reject	1935
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.35	64.16	22.37	9.44	low_quality	reject	2770
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.36	91.45	1.28	0.0	high_quality	keep	18236
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.37	70.69	0.0	0.0	medium_quality	keep	17721
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.38	0.0	0.0	0.0	low_quality	reject	12123
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.39	92.26	6.83	7.14	medium_quality	keep	10428
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.4	28.61	0.0	0.0	low_quality	reject	2580
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.40	8.05	0.0	0.0	low_quality	reject	1919
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.41	89.63	6.93	24.0	medium_quality	keep	11992
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.42	97.65	239.51	13.15	low_quality	reject	4989
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.43	0.0	0.0	0.0	low_quality	reject	1942
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.44	10.11	0.0	0.0	low_quality	reject	2031
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.5	93.06	1.85	50.0	high_quality	keep	19366
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.6	95.26	2.59	0.0	high_quality	keep	140678
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.7	84.73	16.37	12.12	low_quality	reject	14813
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.8	51.2	1.52	0.0	medium_quality	keep	3734
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_4.bin.9	5.33	0.0	0.0	low_quality	reject	1865
profile.n.10.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.1	97.74	5.86	0.0	medium_quality	keep	653664
profile.n.10.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.10	42.97	15.81	2.04	low_quality	reject	15065
profile.n.10.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.11	0.0	0.0	0.0	low_quality	reject	344148
profile.n.10.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.12	90.7	4.17	16.67	high_quality	keep	9982
profile.n.10.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.13	86.03	4.45	28.57	medium_quality	keep	9899
profile.n.10.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.2	0.0	0.0	0.0	low_quality	reject	11483
profile.n.10.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.3	87.13	2.02	20.0	medium_quality	keep	20463
profile.n.10.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.4	97.92	3.87	11.11	high_quality	keep	132212
profile.n.10.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.5	52.93	0.0	0.0	medium_quality	keep	4257
profile.n.10.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.6	0.0	0.0	0.0	low_quality	reject	10951
profile.n.10.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.7	99.89	0.0	0.0	high_quality	keep	310363
profile.n.10.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.8	97.03	1.24	29.41	high_quality	keep	14855
profile.n.10.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_1.bin.9	100.0	0.0	0.0	high_quality	keep	200511
profile.n.10.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.1	52.93	0.0	0.0	medium_quality	keep	4238
profile.n.10.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.2	97.92	3.87	11.11	high_quality	keep	132144
profile.n.10.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.3	91.12	2.45	0.0	high_quality	keep	20297
profile.n.10.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.4	99.89	0.08	100.0	high_quality	keep	284691
profile.n.10.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.5	45.01	15.56	0.0	low_quality	reject	14092
profile.n.10.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.6	93.72	1.15	0.0	high_quality	keep	32145
profile.n.10.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.7	100.0	0.0	0.0	high_quality	keep	161766
profile.n.10.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.8	90.74	5.16	40.0	medium_quality	keep	7418
profile.n.10.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_3.bin.9	98.45	5.88	0.0	medium_quality	keep	362961
profile.n.10.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.11	44.43	16.5	0.0	low_quality	reject	14692
profile.n.10.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.2	97.76	5.86	0.0	medium_quality	keep	854757
profile.n.10.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.3	90.26	2.88	33.33	high_quality	keep	22282
profile.n.10.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.5	52.93	0.0	0.0	medium_quality	keep	4249
profile.n.10.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.7	99.89	0.0	0.0	high_quality	keep	313275
profile.n.10.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.8	95.26	1.72	0.0	high_quality	keep	233767
profile.n.10.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0_sample_4.bin.9	97.29	3.49	0.0	high_quality	keep	82237
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.10	92.64	3.49	0.0	high_quality	keep	122172
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.11	83.85	2.28	40.0	medium_quality	keep	12102
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.12	72.57	4.31	66.67	medium_quality	keep	12484
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.14	92.02	2.78	0.0	high_quality	keep	20700
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.17	59.66	7.76	40.0	medium_quality	keep	21036
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.18	0.0	0.0	0.0	low_quality	reject	84376
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.19	70.69	0.0	0.0	medium_quality	keep	17753
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.23	86.17	6.84	52.63	medium_quality	keep	77681
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.25	30.17	0.0	0.0	low_quality	reject	4506
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.27	59.11	10.83	12.36	low_quality	reject	59754
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.31	98.35	111.29	21.71	low_quality	reject	90216
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.32	96.73	0.69	0.0	high_quality	keep	149038
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.33	59.98	3.88	0.0	medium_quality	keep	5470
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.34	98.27	6.93	33.33	medium_quality	keep	84418
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.36	83.02	1.8	25.0	medium_quality	keep	18097
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.39	0.0	0.0	0.0	low_quality	reject	9258
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.4	0.0	0.0	0.0	low_quality	reject	27610
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.40	17.24	0.0	0.0	low_quality	reject	2217
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.41	100.0	0.0	0.0	high_quality	keep	187451
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.42	58.01	17.08	25.0	low_quality	reject	8636
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.45	55.5	3.45	50.0	medium_quality	keep	4045
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.46	95.83	7.73	25.81	medium_quality	keep	54221
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.47	82.4	15.18	10.61	low_quality	reject	25207
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.50	61.42	8.62	30.0	medium_quality	keep	7992
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.54	0.0	0.0	0.0	low_quality	reject	48479
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.55	63.71	2.14	71.43	medium_quality	keep	32228
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.56	100.0	1.19	0.0	high_quality	keep	219328
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.57	29.62	0.0	0.0	low_quality	reject	2769
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.59	81.33	27.38	28.65	low_quality	reject	13956
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.6	92.9	9.24	3.85	medium_quality	keep	29209
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.61	46.55	0.0	0.0	low_quality	reject	4588
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.62	92.14	1.72	0.0	high_quality	keep	28985
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.64	59.81	0.86	0.0	medium_quality	keep	8960
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.66	74.44	2.31	40.0	medium_quality	keep	9090
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.67	39.25	0.0	0.0	low_quality	reject	2781
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.68	86.79	0.89	0.0	medium_quality	keep	8368
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.7	93.93	2.56	27.78	high_quality	keep	82576
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.71	81.5	6.03	40.0	medium_quality	keep	30882
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.72	87.24	25.0	94.12	low_quality	reject	44604
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.74	44.12	1.88	0.0	low_quality	reject	4258
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.75	87.37	8.68	27.03	medium_quality	keep	29405
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.76	99.66	1.26	0.0	high_quality	keep	217626
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.78	95.6	1.1	0.0	high_quality	keep	75454
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.79	64.81	3.02	0.0	medium_quality	keep	280757
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.82	0.0	0.0	0.0	low_quality	reject	32483
profile.n.80.size.45.0.gc.unrestricted.k.100.sigma.1.0.up.0.4.mut_rate.0.0_sample_3.bin.83	44.69	13.76	0.0	low_quality	reject	18725
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.1	93.42	6.94	16.13	medium_quality	keep	19029
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.10	42.24	3.45	0.0	low_quality	reject	4193
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.11	98.61	1.59	29.17	high_quality	keep	77876
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.12	98.82	4.49	29.63	high_quality	keep	51741
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.13	8.33	0.0	0.0	low_quality	reject	2141
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.14	10.5	0.0	0.0	low_quality	reject	1951
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.15	14.11	1.72	0.0	low_quality	reject	2484
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.16	89.84	0.15	0.0	medium_quality	keep	16869
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.17	65.55	23.63	1.3	low_quality	reject	2857
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.18	95.54	3.49	33.33	high_quality	keep	38620
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.19	67.49	2.03	0.0	medium_quality	keep	3981
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.2	95.26	1.72	0.0	high_quality	keep	206229
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.20	20.33	0.0	0.0	low_quality	reject	2868
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.21	82.43	7.59	13.79	medium_quality	keep	12398
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.22	24.87	1.72	0.0	low_quality	reject	3116
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.23	74.14	12.96	12.28	low_quality	reject	6127
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.24	14.5	0.0	0.0	low_quality	reject	2056
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.25	94.59	1.08	25.0	high_quality	keep	15948
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.26	68.45	3.42	0.0	medium_quality	keep	3470
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.27	66.72	6.9	0.0	medium_quality	keep	6500
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.28	93.77	0.93	0.0	high_quality	keep	64791
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.29	51.02	22.57	13.33	low_quality	reject	3301
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.3	73.21	4.71	7.41	medium_quality	keep	11066
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.30	13.79	0.0	0.0	low_quality	reject	1879
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.31	78.13	5.65	61.54	medium_quality	keep	22735
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.32	77.1	4.69	17.65	medium_quality	keep	4723
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.33	94.8	4.87	23.91	high_quality	keep	18158
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.34	93.66	13.74	10.24	low_quality	reject	15184
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.35	10.5	0.0	0.0	low_quality	reject	2340
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.36	35.34	1.72	0.0	low_quality	reject	3976
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.37	40.52	3.45	0.0	low_quality	reject	4435
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.38	4.17	0.0	0.0	low_quality	reject	1817
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.39	91.19	25.47	42.42	low_quality	reject	15884
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.4	0.0	0.0	0.0	low_quality	reject	1788
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.40	0.0	0.0	0.0	low_quality	reject	59687
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.41	0.0	0.0	0.0	low_quality	reject	2103
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.42	98.17	1.43	0.0	high_quality	keep	107935
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.43	68.54	9.22	14.29	medium_quality	keep	5328
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.44	19.83	0.0	0.0	low_quality	reject	8854
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.45	81.02	0.0	0.0	medium_quality	keep	17102
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.46	78.91	9.69	28.57	medium_quality	keep	5256
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.47	96.0	0.82	0.0	high_quality	keep	21756
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.48	86.57	58.68	26.37	low_quality	reject	4492
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.49	98.66	0.0	0.0	high_quality	keep	60943
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.5	81.13	6.63	28.12	medium_quality	keep	6968
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.50	97.4	7.69	0.0	medium_quality	keep	168066
profile.n.80.size.7.5.gc.unrestricted.k.100.sigma.1.0.up.0.2.mut_rate.0_sample_0.bin.51	21.03	0.0	0.0	low_quality	reject	2570
